첨단 생산 기술 및 스마트 소재 연구실,기계공학부,이호원,301동 209호,http://3dprinting.snu.ac.kr
초전도 응용 연구실,전기·정보공학부,한승용,"301동 653-2호, 613호",http://asl.snu.ac.kr
최적화 및 금융공학 연구실,컴퓨터공학부,문병로,302동 313-2호,http://soar.snu.ac.kr
친환경 에너지 및 나노열 연구실,기계공학부,박상욱,301동 1508호,https://www.hydrogen.snu.ac.kr
컴퓨터 구조 및 시스템 연구실,전기·정보공학부,심재웅,301동 1007호,http://comparch.snu.ac.kr
컴퓨터 그래픽스 및 이미지 처리 연구실,컴퓨터공학부,신영길,302동 320호,http://cglab.snu.ac.kr
컴퓨터 비전 연구실,전기·정보공학부,한보형,133동 508호,http://cvlab.snu.ac.kr
컴퓨터 시스템 및 플랫폼 연구실,컴퓨터공학부,에거버나드,301동 419호,https://csap.snu.ac.kr/
컴퓨터구조및 병렬처리연구실,전기·정보공학부,이혁재,104-1동 306-4호,http://capp.snu.ac.kr
컴퓨터비젼 연구실,전기·정보공학부,한보형,133동 508호,https://cv.snu.ac.kr
컴퓨터비젼 연구실,전기·정보공학부,이경무,133동 508호,http://cv.snu.ac.kr
컴퓨터이론 및 응용 연구실,컴퓨터공학부,박근수,301동 414호,http://theory.snu.ac.kr
컴퓨터이용설계 연구실,전기·정보공학부,김태환,301동 614호,http://snucad.snu.ac.kr/
컴퓨팅 메모리 구조 연구실,컴퓨터공학부,유승주,138동 313호,http://cmalab.snu.ac.kr
콘크리트구조연구실,건설환경공학부,조재열,"35-507,508",http://concrete.snu.ac.kr
탄소나노재료설계연구실,재료공학부,박종래,30-416,http://cndl.kr/
태양에너지 재료 연구실,재료공학부,김진영,31-419,http://solarmat.snu.ac.kr/
터보기계 연구실,기계공학부,송성진,"301동 1212호, 301동 1415호, 301동 1417호, 312동 106호, 313동 223호",http://tml.snu.ac.kr
토양환경연구실,건설환경공학부,남경필,,http://sql.snu.ac.kr
토질역학연구실,건설환경공학부,정충기,,http://geolab.snu.ac.kr
통계학습 및 계산금융 연구실,산업공학과,이재욱,39동 311호,http://slcf.snu.ac.kr
통신 및 머신러닝 연구실,전기·정보공학부,이정우,"302동 416-2호, 132동 401호",http://cml.snu.ac.kr
통합설계 및 병렬 처리 연구실,컴퓨터공학부,하순회,301동 455-1호,http://iris.snu.ac.kr
트랜스포머티브 아키텍쳐 연구실,기계공학부,양진규,,https://sites.google.com/view/star-laboratory/
페기물실험실,건설환경공학부,김재영,35-519,http://waste.snu.ac.kr
페타바이트 스케일 인메모리 데이터베이스 연구실,전기·정보공학부,차상균,133동 505호,http://kdb.snu.ac.kr
프로그래밍 연구실,컴퓨터공학부,이광근,302동 312-2호,http://ropas.snu.ac.kr
플라즈마 및 양자빔공학 연구실,원자핵공학과,황용석,31동 117호,http://nuplex.snu.ac.kr
플라즈마 응용 연구실,원자핵공학과,김곤호,30동 101호,http://pal.snu.ac.kr
플렉트로닉스 연구실,화학생물공학부,김대형,311동(ICP) 201호,http://flextronics.snu.ac.kr
항공우주 구조 및 재료 연구실,항공우주공학과,윤군진,"300동 503호, 316동 306호",http://asml.snu.ac.kr
항공우주 비행체 설계 연구실,항공우주공학과,이관중,301-1213,http://avdl.snu.ac.kr
항공우주 응용역학 연구실,항공우주공학과,김지환,301동1411호,http://odyssey.snu.ac.kr
항공우주추진연구실,항공우주공학과,이복직,"301동 1313호, 301동 1355-2호",http://apl.snu.ac.kr
항법전자시스템 연구실,항공우주공학과,박찬국,133-607,http://nesl.snu.ac.kr
해안공학연구실,건설환경공학부,박용성,35-202,https://sites.google.com/view/celab-snu/
해양및쇼어구조기술연구실,조선해양공학과,김도균,"42동 103, 104호",https://sites.google.com/snu.ac.kr/ost
해양유체역학연구실,조선해양공학과,김용환,42-1동 304호,http://mhl.snu.ac.kr/
핵연료 및 원자력 안전 연구실,원자핵공학과,이유호,31-1 동,http://fuel.snu.ac.kr
핵연료주기 및 핵비확산 연구실,원자핵공학과,최성열,36동 304B호,http://newcycle.snu.ac.kr
핵융합 플라즈마 이론연구실,원자핵공학과,함택수,32동 203호,
핵융합및플라즈마응용연구실,원자핵공학과,나용수,30동 104호,http://fusma.snu.ac.kr
헬스케어 로보틱스 연구실,기계공학부,한경원,302동 412호,http://hero.snu.ac.kr
혁신설계 및 통합생산 연구실,기계공학부,안성훈,"301동 1208호, 312동 307호/308호, 313동 323호",http://fab.snu.ac.kr
혼합신호IC 및 시스템 연구실,전기·정보공학부,김재하,104-1동 405호,http://mics.snu.ac.kr
환경지구화학연구실,에너지자원공학과,정은혜,38동 322호,http://envgeochem.snu.ac.kr
환경지질공학 및 응용지구화학 연구실,지구환경시스템공학부,"전효택, 박형동","38동 329호,420호,119호,131호",http://eng.snu.ac.kr/~envilab
휴먼-컴퓨터 인터액션 연구실,컴퓨터공학부,서진욱,302동 314-2호,http://hcil.snu.ac.kr/
휴먼인터페이스 시스템 연구실,산업공학과,윤명환,39동 338호,http://his.snu.ac.kr
