시군구,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 강남구 개포동,개포래미안포레스트,59.92,202307,5,"187,000",5,2020,개포로 264
서울특별시 강남구 개포동,개포자이프레지던스,59.98,202307,25,"190,000",5,2023,삼성로 14
서울특별시 강남구 개포동,개포주공6단지,83.21,202307,2,"261,000",11,1983,개포로 516
서울특별시 강남구 개포동,개포주공7단지,73.26,202307,4,"238,000",9,1983,개포로 516
서울특별시 강남구 개포동,디에이치아너힐즈,84.357,202307,10,"280,000",8,2019,삼성로 11
서울특별시 강남구 개포동,래미안블레스티지,126.928,202307,3,"430,000",26,2019,선릉로 8
서울특별시 강남구 개포동,래미안블레스티지,84.94,202307,5,"270,000",17,2019,선릉로 8
서울특별시 강남구 개포동,래미안블레스티지,84.94,202307,7,"262,000",5,2019,선릉로 8
서울특별시 강남구 개포동,래미안블레스티지,84.943,202307,8,"269,000",13,2019,선릉로 8
서울특별시 강남구 개포동,래미안블레스티지,59.837,202307,9,"202,000",12,2019,선릉로 8
서울특별시 강남구 개포동,래미안블레스티지,84.943,202307,12,"265,000",4,2019,선릉로 8
서울특별시 강남구 개포동,래미안블레스티지,84.94,202307,28,"275,000",27,2019,선릉로 8
서울특별시 강남구 개포동,래미안블레스티지,84.94,202307,29,"275,000",3,2019,선릉로 8
서울특별시 강남구 개포동,삼익대청아파트,51.12,202307,14,"132,000",11,1992,개포로109길 21
서울특별시 강남구 개포동,성원대치2단지아파트,33.18,202307,15,"99,000",9,1992,개포로109길 9
서울특별시 강남구 개포동,성원대치2단지아파트,49.86,202307,21,"129,000",1,1992,개포로109길 9
서울특별시 강남구 개포동,성원대치2단지아파트,49.86,202307,22,"129,000",1,1992,개포로109길 9
서울특별시 강남구 개포동,현대1차101동~106동,95.4,202307,28,"212,000",10,1984,개포로 303
서울특별시 강남구 논현동,동현아파트1~6,84.92,202307,1,"209,000",6,1985,언주로146길 18
서울특별시 강남구 논현동,동현아파트1~6,84.92,202307,21,"203,000",4,1985,언주로146길 18
서울특별시 강남구 논현동,동현아파트1~6,84.92,202307,27,"206,000",14,1985,언주로146길 18
서울특별시 강남구 논현동,한양수자인어반게이트,16.2,202307,10,"21,000",5,2013,봉은사로29길 35
서울특별시 강남구 대치동,개포우성1,84.81,202307,11,"295,000",11,1983,선릉로 120
서울특별시 강남구 대치동,대우아이빌멤버스(891-26),35.796,202307,8,"30,000",8,2003,삼성로85길 42
서울특별시 강남구 대치동,대치SKVIEW,93.4,202307,18,"320,000",4,2017,삼성로51길 25
서울특별시 강남구 대치동,대치삼성,59.88,202307,1,"166,000",5,2000,도곡로78길 22
서울특별시 강남구 대치동,"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,202307,9,"263,000",7,1984,영동대로 230
서울특별시 강남구 대치동,"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,202307,15,"270,000",3,1984,영동대로 230
서울특별시 강남구 대치동,대치현대,85,202307,12,"205,000",5,1999,삼성로64길 5
서울특별시 강남구 대치동,동부센트레빌,145.83,202307,11,"459,000",20,2005,선릉로 206
서울특별시 강남구 대치동,동부센트레빌,145.83,202307,11,"459,000",20,2005,선릉로 206
서울특별시 강남구 대치동,래미안대치팰리스,94.48,202307,5,"360,000",21,2015,삼성로51길 37
서울특별시 강남구 대치동,래미안대치팰리스,151.27,202307,6,"445,000",14,2015,삼성로51길 35
서울특별시 강남구 대치동,래미안대치팰리스,94.5,202307,7,"350,000",15,2015,삼성로51길 37
서울특별시 강남구 대치동,래미안대치팰리스,94.49,202307,12,"355,000",12,2015,삼성로51길 37
서울특별시 강남구 대치동,래미안대치팰리스,84.97,202307,13,"310,000",18,2015,삼성로51길 37
서울특별시 강남구 대치동,래미안대치팰리스,84.97,202307,13,"310,000",14,2015,삼성로51길 37
서울특별시 강남구 대치동,선경2차(8동-12동),84.55,202307,5,"284,000",5,1985,삼성로 151
서울특별시 강남구 대치동,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,202307,13,"315,000",9,1983,영동대로 210
서울특별시 강남구 대치동,"쌍용대치아파트1동,2동,3동,5동,6동",128.03,202307,20,"300,000",4,1983,영동대로 210
서울특별시 강남구 대치동,은마,76.79,202307,1,"225,000",14,1979,삼성로 212
서울특별시 강남구 대치동,은마,84.43,202307,7,"265,000",5,1979,삼성로 212
서울특별시 강남구 대치동,은마,76.79,202307,10,"226,000",12,1979,삼성로 212
서울특별시 강남구 대치동,은마,84.43,202307,10,"248,000",12,1979,삼성로 212
서울특별시 강남구 대치동,은마,76.79,202307,12,"222,500",7,1979,삼성로 212
서울특별시 강남구 대치동,은마,84.43,202307,14,"244,000",1,1979,삼성로 212
서울특별시 강남구 대치동,은마,84.43,202307,20,"264,000",9,1979,삼성로 212
서울특별시 강남구 대치동,한보미도맨션1,128.01,202307,4,"350,000",9,1983,삼성로 150
서울특별시 강남구 대치동,한보미도맨션1,84.48,202307,24,"270,000",5,1983,삼성로 150
서울특별시 강남구 대치동,한보미도맨션2,84.96,202307,1,"270,000",5,1985,삼성로 150
서울특별시 강남구 대치동,한보미도맨션2,126.33,202307,1,"342,000",14,1985,삼성로 150
서울특별시 강남구 도곡동,SK허브프리모,67.57,202307,1,"90,700",13,2006,강남대로 240
서울특별시 강남구 도곡동,SK허브프리모,33.8,202307,30,"41,000",17,2006,강남대로 240
서울특별시 강남구 도곡동,대우디오빌,31.81,202307,4,"28,800",6,2004,강남대로 256
서울특별시 강남구 도곡동,도곡렉슬,134.9023,202307,3,"415,000",8,2006,선릉로 221
서울특별시 강남구 도곡동,도곡렉슬,84.9984,202307,4,"274,000",4,2006,선릉로 221
서울특별시 강남구 도곡동,도곡렉슬,134.9023,202307,6,"435,000",10,2006,선릉로 221
서울특별시 강남구 도곡동,도곡렉슬,84.9984,202307,7,"255,000",10,2006,선릉로 221
서울특별시 강남구 도곡동,도곡렉슬,59.9772,202307,8,"175,000",5,2006,선릉로 221
서울특별시 강남구 도곡동,도곡렉슬,59.9772,202307,15,"180,000",22,2006,선릉로 221
서울특별시 강남구 도곡동,도곡렉슬,84.9231,202307,21,"274,500",20,2006,선릉로 221
서울특별시 강남구 도곡동,도곡렉슬,59.9818,202307,27,"201,500",3,2006,선릉로 221
서울특별시 강남구 도곡동,도곡렉슬,59.9937,202307,27,"179,000",18,2006,선릉로 221
서울특별시 강남구 도곡동,래미안도곡카운티,59.98,202307,6,"210,000",16,2016,도곡로 320
서울특별시 강남구 도곡동,래미안도곡카운티,59.98,202307,7,"213,000",11,2016,도곡로 320
서울특별시 강남구 도곡동,럭키(462),79.89,202307,16,"214,000",2,1986,남부순환로 2740
서울특별시 강남구 도곡동,럭키(963),124.66,202307,23,"225,000",3,1995,논현로 213
서울특별시 강남구 도곡동,삼익,153.71,202307,27,"220,000",3,1983,논현로 218
서울특별시 강남구 도곡동,중명하니빌,34.1,202307,20,"37,000",4,1997,남부순환로365길 5
서울특별시 강남구 도곡동,타워팰리스1,164.95,202307,1,"495,000",19,2002,언주로30길 56
서울특별시 강남구 도곡동,타워팰리스1,84.15,202307,17,"228,000",34,2002,언주로30길 56
서울특별시 강남구 도곡동,타워팰리스1,164.97,202307,20,"430,000",16,2002,언주로30길 56
서울특별시 강남구 도곡동,한신엠비씨,84.74,202307,27,"189,000",14,1988,논현로 205
서울특별시 강남구 도곡동,현대비젼21,33.1,202307,11,"38,800",12,1999,언주로30길 10
서울특별시 강남구 도곡동,현대아파트1동~3동,84.96,202307,17,"165,000",9,1994,도곡로18길 35
서울특별시 강남구 삼성동,LG선릉에클라트(B),36.35,202307,21,"30,000",12,2004,테헤란로63길 12
서울특별시 강남구 삼성동,래미안라클래시,71.9,202307,11,"289,000",28,2021,삼성로 651
서울특별시 강남구 삼성동,래미안삼성2차,101.38,202307,1,"238,000",8,2007,선릉로130길 20
서울특별시 강남구 삼성동,래미안삼성2차,84.92,202307,13,"229,500",14,2007,선릉로130길 20
서울특별시 강남구 삼성동,롯데캐슬프레미어,84.484,202307,7,"237,000",19,2007,선릉로126길 22
서울특별시 강남구 삼성동,삼성동한솔아파트,58.57,202307,15,"125,000",1,1998,학동로64길 7
서울특별시 강남구 삼성동,아이파크,156.857,202307,27,"590,000",29,2004,영동대로 640
서울특별시 강남구 세곡동,세곡리엔파크(3단지),84.96,202307,8,"119,000",4,2011,헌릉로590길 11
서울특별시 강남구 세곡동,세곡리엔파크(3단지),84.96,202307,13,"110,000",5,2011,헌릉로590길 11
서울특별시 강남구 수서동,강남데시앙포레,84.81,202307,11,"173,000",8,2014,광평로34길 55
서울특별시 강남구 수서동,강남데시앙포레,101.81,202307,19,"176,000",6,2014,광평로34길 55
서울특별시 강남구 수서동,강남데시앙포레,84.86,202307,22,"165,000",4,2014,광평로34길 55
서울특별시 강남구 수서동,까치마을,34.44,202307,13,"85,000",8,1993,광평로19길 10
서울특별시 강남구 수서동,까치마을,49.5,202307,18,"112,800",7,1993,광평로19길 10
서울특별시 강남구 수서동,까치마을,39.6,202307,18,"91,000",8,1993,광평로19길 10
서울특별시 강남구 수서동,삼익,60,202307,3,"132,000",8,1992,광평로51길 27
서울특별시 강남구 신사동,강남상가,130.61,202307,1,"112,700",8,1974,압구정로2길 46
서울특별시 강남구 압구정동,미성2차,118.63,202307,12,"373,000",6,1987,압구정로 113
서울특별시 강남구 압구정동,미성2차,140.9,202307,27,"400,000",2,1987,압구정로 113
서울특별시 강남구 압구정동,신현대11차,183.41,202307,11,"640,000",9,1983,압구정로 151
서울특별시 강남구 압구정동,한양1차(영동한양),63.87,202307,11,"270,000",4,1977,압구정로 321
서울특별시 강남구 압구정동,한양1차(영동한양),63.87,202307,12,"270,000",4,1977,압구정로 321
서울특별시 강남구 압구정동,한양1차(영동한양),91.21,202307,12,"360,000",4,1977,압구정로 321
서울특별시 강남구 압구정동,한양2,147.41,202307,22,"530,000",12,1978,압구정로 347
서울특별시 강남구 압구정동,"현대14차(203,204,205,206동)",84.98,202307,11,"370,000",2,1987,압구정로29길 57
서울특별시 강남구 압구정동,"현대2차(10,11,20,23,24,25동)",160.28,202307,27,"650,000",15,1976,압구정로29길 71
서울특별시 강남구 압구정동,현대3차(61~64동),82.5,202307,8,"350,000",11,1976,압구정로39길 58
서울특별시 강남구 압구정동,"현대6차(78~81,83,84,86,87동)",144.2,202307,8,"512,000",11,1978,압구정로 201
서울특별시 강남구 압구정동,"현대7차(73~77,82,85동)",144.2,202307,19,"515,000",11,1979,압구정로 201
서울특별시 강남구 압구정동,현대8차(성수현대:91~95동),111.5,202307,11,"331,000",8,1980,압구정로 309
서울특별시 강남구 역삼동,e-편한세상,59.606,202307,15,"184,000",4,2005,선릉로69길 20
서울특별시 강남구 역삼동,개나리래미안,144.55,202307,1,"315,000",12,2006,역삼로 306
서울특별시 강남구 역삼동,대명벨리온,17.684,202307,6,"16,500",2,2012,역삼로25길 27
서울특별시 강남구 역삼동,대명벨리온,23.626,202307,10,"19,000",3,2012,역삼로25길 27
서울특별시 강남구 역삼동,동부센트레빌,59.97,202307,4,"160,000",3,1998,선릉로 423
서울특별시 강남구 역삼동,래미안그레이튼,70.98,202307,8,"221,000",17,2009,도곡로43길 20
서울특별시 강남구 역삼동,래미안그레이튼(진달래2차),84.87,202307,24,"260,000",10,2010,도곡로 306
서울특별시 강남구 역삼동,래미안펜타빌,158.58,202307,3,"340,000",24,2007,역삼로 309
서울특별시 강남구 역삼동,역삼래미안,80.87,202307,3,"238,000",8,2005,선릉로69길 19
서울특별시 강남구 역삼동,역삼센트럴2차아이파크,19.685,202307,27,"52,500",5,2022,역삼로 307-1
서울특별시 강남구 역삼동,역삼푸르지오,59.8848,202307,8,"187,000",11,2006,언주로 332
서울특별시 강남구 역삼동,역삼푸르지오,84.9097,202307,13,"243,000",12,2006,언주로 332
서울특별시 강남구 역삼동,테헤란아이파크,84.641,202307,8,"240,000",4,2014,테헤란로52길 16
서울특별시 강남구 역삼동,테헤란아이파크,92.6232,202307,13,"260,000",15,2014,테헤란로52길 16
서울특별시 강남구 일원동,개포한신,107.6,202307,10,"180,000",1,1984,개포로110길 43
서울특별시 강남구 일원동,디에이치자이개포,84.64,202307,1,"290,000",25,2021,영동대로 22
서울특별시 강남구 일원동,디에이치자이개포,118.68,202307,15,"369,000",9,2021,영동대로 22
서울특별시 강남구 일원동,디에이치포레센트,59.92,202307,8,"194,000",9,2021,개포로110길 38
서울특별시 강남구 일원동,디에이치포레센트,59.92,202307,8,"194,000",8,2021,개포로110길 38
서울특별시 강남구 일원동,래미안 개포 루체하임,59.99,202307,8,"188,000",2,2018,개포로110길 50
서울특별시 강남구 일원동,상록수,74.54,202307,7,"189,500",3,1993,광평로10길 15
서울특별시 강남구 일원동,샘터마을,101.97,202307,3,"189,000",1,1994,일원로 120
서울특별시 강남구 일원동,샘터마을,134.438,202307,13,"247,000",11,1994,일원로 120
서울특별시 강남구 일원동,샘터마을,134.438,202307,16,"250,000",13,1994,일원로 120
서울특별시 강남구 일원동,우성7,83.69,202307,1,"210,000",13,1987,개포로110길 15
서울특별시 강남구 일원동,우성7,83.69,202307,6,"210,000",14,1987,개포로110길 15
서울특별시 강남구 일원동,우성7,83.69,202307,8,"211,000",5,1987,개포로110길 15
서울특별시 강남구 일원동,우성7,84.06,202307,10,"205,000",5,1987,개포로110길 15
서울특별시 강남구 일원동,푸른마을아파트101동~111동,59.76,202307,3,"137,000",2,1994,일원로14길 25
서울특별시 강남구 일원동,푸른마을아파트101동~111동,59.76,202307,3,"145,000",4,1994,일원로14길 25
서울특별시 강남구 일원동,푸른마을아파트101동~111동,59.76,202307,15,"134,500",8,1994,일원로14길 25
서울특별시 강남구 일원동,한솔마을,63.76,202307,8,"162,000",2,1994,광평로10길 6
서울특별시 강남구 일원동,한솔마을,84.73,202307,10,"182,000",2,1994,광평로10길 6
서울특별시 강남구 일원동,한솔마을,84.73,202307,24,"130,000",5,1994,광평로10길 6
서울특별시 강남구 자곡동,강남자곡아이파크,59.96,202307,14,"100,000",6,2014,자곡로 175
서울특별시 강남구 자곡동,강남한양수자인(4단지),59.97,202307,7,"123,000",8,2014,자곡로 260
서울특별시 강남구 청담동,동양파라곤,171.1005,202307,3,"595,000",8,2006,학동로97길 31
서울특별시 강남구 청담동,진흥아파트,145.69,202307,10,"294,000",2,1984,학동로 513
서울특별시 강남구 청담동,청담대림이-편한세상,81.84,202307,6,"190,000",3,2002,학동로77길 27
서울특별시 강남구 청담동,청담동삼성1차(101동),59.4,202307,5,"138,000",5,1997,삼성로133길 20
서울특별시 강남구 청담동,청담디에브스아파트,67.88,202307,11,"83,000",4,2017,도산대로92길 28
서울특별시 강남구 청담동,청담우방아파트,59.97,202307,1,"130,000",16,1999,학동로 409
서울특별시 강남구 청담동,청담우방아파트,59.97,202307,1,"130,000",16,1999,학동로 409
서울특별시 강동구 강일동,강동리버스트4단지,49.82,202307,22,"62,000",15,2020,아리수로93가길 110
서울특별시 강동구 강일동,강동리버스트8단지,59.97,202307,16,"75,500",12,2021,아리수로93나길 88
서울특별시 강동구 강일동,강일리버파크4단지,84.74,202307,29,"87,000",15,2009,아리수로97길 19
서울특별시 강동구 강일동,강일리버파크7단지,84.74,202307,1,"86,500",3,2009,아리수로98길 25
서울특별시 강동구 강일동,강일리버파크7단지,84.53,202307,14,"85,000",2,2009,아리수로98길 25
서울특별시 강동구 강일동,강일리버파크8단지,84.53,202307,1,"85,800",12,2009,아리수로94길 72
서울특별시 강동구 강일동,고덕리엔파크1단지,114.97,202307,8,"118,000",12,2011,상일로 152
서울특별시 강동구 강일동,고덕리엔파크1단지,114.97,202307,18,"103,000",1,2011,상일로 152
서울특별시 강동구 고덕동,고덕 아이파크,84.98,202307,7,"130,000",17,2011,동남로79길 26
서울특별시 강동구 고덕동,고덕 아이파크,84.98,202307,14,"138,000",14,2011,동남로79길 26
서울특별시 강동구 고덕동,고덕그라시움,59.785,202307,1,"118,000",8,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,59.785,202307,4,"109,000",1,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,84.244,202307,5,"154,500",6,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,59.785,202307,7,"124,000",21,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,84.046,202307,8,"170,000",25,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,59.785,202307,12,"120,500",4,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,59.785,202307,15,"121,000",2,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,59.785,202307,16,"116,000",5,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,84.244,202307,18,"160,000",10,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,73.873,202307,20,"139,700",11,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,84.24,202307,22,"150,000",3,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,84.244,202307,22,"161,700",10,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,59.052,202307,24,"120,000",12,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,73.566,202307,24,"140,000",5,2019,고덕로 333
서울특별시 강동구 고덕동,고덕그라시움,59.785,202307,29,"125,000",12,2019,고덕로 333
서울특별시 강동구 고덕동,고덕센트럴푸르지오,59.14,202307,19,"97,000",10,2020,고덕로 399
서울특별시 강동구 고덕동,래미안힐스테이트고덕,84.9,202307,3,"142,000",8,2016,아리수로50길 50
서울특별시 강동구 고덕동,래미안힐스테이트고덕,59.96,202307,8,"119,000",17,2016,아리수로50길 50
서울특별시 강동구 고덕동,래미안힐스테이트고덕,72.02,202307,8,"116,500",8,2016,아리수로50길 50
서울특별시 강동구 고덕동,래미안힐스테이트고덕,59.23,202307,11,"124,500",13,2016,아리수로50길 50
서울특별시 강동구 고덕동,래미안힐스테이트고덕,84.88,202307,15,"137,000",16,2016,아리수로50길 50
서울특별시 강동구 고덕동,래미안힐스테이트고덕,59.23,202307,26,"120,000",17,2016,아리수로50길 50
서울특별시 강동구 고덕동,래미안힐스테이트고덕,59.23,202307,28,"115,000",6,2016,아리수로50길 50
서울특별시 강동구 고덕동,아남1,78.3,202307,27,"95,000",8,1996,양재대로 1706
서울특별시 강동구 길동,강동LG자이,84.88,202307,24,"119,500",14,2003,천호대로 1239
서울특별시 강동구 길동,강동큐브(2차),12.52,202307,11,"11,500",8,2013,진황도로 85
서울특별시 강동구 길동,길동우성,84.75,202307,12,"90,000",15,1994,천호대로193길 37
서울특별시 강동구 길동,길동우성,57.1,202307,22,"70,000",9,1994,천호대로193길 37
서울특별시 강동구 길동,길동우성,57.1,202307,29,"73,000",5,1994,천호대로193길 37
서울특별시 강동구 길동,삼익파크맨션,57.09,202307,29,"67,000",1,1982,명일로 293
서울특별시 강동구 길동,에스엠이로빌,81.85,202307,25,"60,000",5,2004,천중로48길 27
서울특별시 강동구 길동,청광플러스원(큐브1차),16.685,202307,24,"12,700",9,2012,천중로42길 70
서울특별시 강동구 길동,청광플러스원(큐브1차),16.685,202307,24,"11,500",6,2012,천중로42길 70
서울특별시 강동구 길동,청광플러스원큐브3차,13.265,202307,11,"11,600",10,2014,진황도로 87
서울특별시 강동구 길동,청광플러스원큐브3차,13.265,202307,13,"11,000",18,2014,진황도로 87
서울특별시 강동구 길동,하나플러스,84.84,202307,17,"74,000",3,2004,양재대로112길 77
서울특별시 강동구 길동,현대1,84.87,202307,17,"85,000",12,1996,천호대로 1231
서울특별시 강동구 둔촌동,그랜드1,107.96,202307,22,"78,500",2,2003,풍성로61길 10-14
서울특별시 강동구 둔촌동,둔촌푸르지오,84.91,202307,2,"115,000",9,2010,명일로 172
서울특별시 강동구 둔촌동,둔촌푸르지오,59.98,202307,7,"99,500",19,2010,명일로 172
서울특별시 강동구 둔촌동,둔촌푸르지오,84.92,202307,16,"115,000",8,2010,명일로 172
서울특별시 강동구 둔촌동,둔촌푸르지오,59.98,202307,28,"96,000",7,2010,명일로 172
서울특별시 강동구 둔촌동,둔촌하이츠,59.79,202307,8,"68,500",1,1998,명일로 113
서울특별시 강동구 둔촌동,둔촌하이츠,59.79,202307,25,"75,500",19,1998,명일로 113
서울특별시 강동구 둔촌동,신성둔촌미소지움1,109.73,202307,11,"110,500",5,1998,명일로 102
서울특별시 강동구 둔촌동,프라자,83.4,202307,17,"95,000",14,1984,천호대로 1240
서울특별시 강동구 둔촌동,한솔솔파크,84.49,202307,4,"100,900",7,2003,천호대로198길 36
서울특별시 강동구 둔촌동,한솔솔파크,106.79,202307,26,"120,000",6,2003,천호대로198길 36
서울특별시 강동구 둔촌동,현대2,59.19,202307,10,"68,000",1,1988,풍성로65길 34
서울특별시 강동구 둔촌동,현대2,79.79,202307,18,"96,000",12,1988,풍성로65길 34
서울특별시 강동구 둔촌동,현대3,69.3,202307,10,"72,000",10,1988,진황도로 211
서울특별시 강동구 명일동,고덕주공9,83.52,202307,8,"114,000",11,1985,상암로 251
서울특별시 강동구 명일동,고덕주공9,83.52,202307,20,"118,000",8,1985,상암로 251
서울특별시 강동구 명일동,래미안솔베뉴,59.11,202307,28,"114,000",13,2019,양재대로 1650
서울특별시 강동구 명일동,삼익그린2차,54.81,202307,15,"95,000",14,1983,고덕로 210
서울특별시 강동구 명일동,삼익그린2차,42.93,202307,15,"55,300",10,1983,고덕로 210
서울특별시 강동구 명일동,삼익그린2차,54.81,202307,17,"100,000",14,1983,고덕로 210
서울특별시 강동구 명일동,삼익그린2차,42.93,202307,24,"55,300",10,1983,고덕로 210
서울특별시 강동구 명일동,한양,84.92,202307,22,"134,000",14,1986,동남로71길 19
서울특별시 강동구 명일동,현대(고덕),131.83,202307,26,"153,000",11,1986,동남로71길 41
서울특별시 강동구 명일동,현대(명일),57.09,202307,20,"73,700",10,1988,양재대로134길 87
서울특별시 강동구 상일동,고덕롯데캐슬베네루체,84.923,202307,1,"119,000",2,2019,상암로79길 88
서울특별시 강동구 상일동,고덕리엔파크3단지,84.83,202307,3,"88,000",11,2011,상일로 74
서울특별시 강동구 상일동,고덕리엔파크3단지,59.83,202307,13,"84,000",4,2011,상일로 74
서울특별시 강동구 상일동,고덕리엔파크3단지,84.83,202307,16,"91,500",11,2011,상일로 74
서울특별시 강동구 상일동,고덕센트럴IPARK,84.97,202307,10,"130,000",2,2019,고덕로80길 99
서울특별시 강동구 상일동,고덕센트럴IPARK,84.97,202307,15,"126,000",2,2019,고덕로80길 99
서울특별시 강동구 상일동,고덕센트럴IPARK,84.91,202307,22,"127,500",2,2019,고덕로80길 99
서울특별시 강동구 상일동,고덕센트럴IPARK,59.99,202307,31,"109,000",2,2019,고덕로80길 99
서울특별시 강동구 상일동,고덕숲아이파크,84.85,202307,2,"122,500",4,2018,고덕로80길 134
서울특별시 강동구 상일동,고덕숲아이파크,84.97,202307,7,"129,500",11,2018,고덕로80길 134
서울특별시 강동구 상일동,고덕아르테온,59.98,202307,8,"118,200",11,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,84.97,202307,11,"150,000",13,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,59.98,202307,11,"111,000",22,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,59.98,202307,12,"119,500",18,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,59.96,202307,15,"122,600",19,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,84.94,202307,17,"150,000",13,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,59.98,202307,18,"118,000",4,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,84.95,202307,20,"167,000",24,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,84.93,202307,22,"149,500",24,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,59.83,202307,26,"119,000",5,2020,고덕로 360
서울특별시 강동구 상일동,고덕아르테온,59.96,202307,26,"117,000",4,2020,고덕로 360
서울특별시 강동구 상일동,고덕자이,59.9398,202307,1,"105,000",18,2021,상일로 55
서울특별시 강동구 상일동,고덕자이,74.823,202307,2,"125,500",21,2021,상일로 55
서울특별시 강동구 상일동,고덕자이,84.445,202307,10,"144,500",12,2021,상일로 55
서울특별시 강동구 상일동,고덕자이,84.445,202307,18,"140,000",20,2021,상일로 55
서울특별시 강동구 상일동,동아,59.25,202307,28,"56,400",15,1997,상암로81길 7
서울특별시 강동구 성내동,메이저,84.86,202307,26,"73,000",2,2001,양재대로87길 18
서울특별시 강동구 성내동,성내동삼성아파트,59.88,202307,20,"83,500",15,1999,풍성로 127
서울특별시 강동구 성내동,성내동삼성아파트,59.88,202307,21,"87,000",12,1999,풍성로 127
서울특별시 강동구 성내동,성안마을청구,59.93,202307,20,"80,000",5,2002,풍성로 114-1
서울특별시 강동구 성내동,영진파크빌(437-26),83.88,202307,8,"68,000",5,2005,강동대로53길 49
서울특별시 강동구 성내동,올림픽파크한양수자인,59.55,202307,8,"110,000",10,2016,성내로 80
서울특별시 강동구 성내동,인택스파크뷰,142.09,202307,26,"150,000",13,2003,강동대로 217
서울특별시 강동구 성내동,집앤사비키아파트,72.06,202307,25,"72,000",6,2019,성내로 79
서울특별시 강동구 성내동,한솔애리즈(405-5),84.53,202307,20,"55,290",6,2009,풍성로51길 32
서울특별시 강동구 성내동,호암아펙스,84.82,202307,1,"66,000",2,2006,성내로6길 34-8
서울특별시 강동구 암사동,대원,59.9,202307,28,"59,500",13,1998,고덕로 52
서울특별시 강동구 암사동,롯데캐슬퍼스트,84.81,202307,1,"125,000",4,2008,고덕로 131
서울특별시 강동구 암사동,롯데캐슬퍼스트,102.34,202307,1,"139,800",8,2008,고덕로 131
서울특별시 강동구 암사동,롯데캐슬퍼스트,102.34,202307,3,"80,500",2,2008,고덕로 131
서울특별시 강동구 암사동,롯데캐슬퍼스트,102.34,202307,3,"80,500",2,2008,고덕로 131
서울특별시 강동구 암사동,롯데캐슬퍼스트,102.34,202307,8,"144,800",27,2008,고덕로 131
서울특별시 강동구 암사동,롯데캐슬퍼스트,84.81,202307,8,"129,500",12,2008,고덕로 131
서울특별시 강동구 암사동,롯데캐슬퍼스트,59.99,202307,14,"106,000",9,2008,고덕로 131
서울특별시 강동구 암사동,롯데캐슬퍼스트,84.98,202307,14,"130,000",33,2008,고덕로 131
서울특별시 강동구 암사동,롯데캐슬퍼스트,112.11,202307,15,"155,000",1,2008,고덕로 131
서울특별시 강동구 암사동,롯데캐슬퍼스트,133.97,202307,15,"180,200",8,2008,고덕로 131
서울특별시 강동구 암사동,롯데캐슬퍼스트,102.34,202307,15,"140,700",16,2008,고덕로 131
서울특별시 강동구 암사동,롯데캐슬퍼스트,84.81,202307,15,"130,000",11,2008,고덕로 131
서울특별시 강동구 암사동,선사현대아파트,82.94,202307,8,"111,500",4,2000,상암로 11
서울특별시 강동구 암사동,선사현대아파트,59.64,202307,8,"87,000",13,2000,상암로 11
서울특별시 강동구 암사동,선사현대아파트,59.64,202307,11,"84,300",6,2000,상암로 11
서울특별시 강동구 암사동,선사현대아파트,83.18,202307,15,"127,000",13,2000,상암로 11
서울특별시 강동구 암사동,선사현대아파트,59.64,202307,15,"84,000",2,2000,상암로 11
서울특별시 강동구 암사동,선사현대아파트,59.64,202307,20,"85,500",28,2000,상암로 11
서울특별시 강동구 암사동,선사현대아파트,59.64,202307,22,"86,500",21,2000,상암로 11
서울특별시 강동구 암사동,프라이어팰리스,84.988,202307,20,"120,000",10,2007,고덕로 130
서울특별시 강동구 암사동,프라이어팰리스,59.983,202307,22,"98,000",11,2007,고덕로 130
서울특별시 강동구 암사동,프라이어팰리스,84.988,202307,22,"116,900",22,2007,고덕로 130
