시군구,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 서대문구 북아현동,힐스테이트신촌,84.9557,202307,22,"135,000",17,2020,이화여대8길 123
서울특별시 서대문구 북아현동,힐스테이트신촌,84.6043,202307,22,"134,500",7,2020,이화여대8길 123
서울특별시 서대문구 연희동,대우푸르지오,59.584,202307,3,"67,000",1,2002,연희로 38-20
서울특별시 서대문구 연희동,대우푸르지오,84.706,202307,25,"88,000",4,2002,연희로 38-20
서울특별시 서대문구 연희동,로엠아트빌(A동),80.94,202307,19,"33,000",2,2004,연희로14길 62-13
서울특별시 서대문구 연희동,성원,135.2,202307,22,"90,000",1,2001,연희로32길 48
서울특별시 서대문구 연희동,연희궁,42.38,202307,30,"20,000",2,1972,증가로2길 40-16
서울특별시 서대문구 연희동,연희궁,42.38,202307,31,"16,000",4,1972,증가로2길 40-16
서울특별시 서대문구 창천동,노블레스,58.48,202307,22,"43,000",1,2004,연희로2길 46
서울특별시 서대문구 천연동,천연뜨란채,56.08,202307,8,"78,000",9,2006,독립문로8길 54
서울특별시 서대문구 천연동,천연뜨란채,55.82,202307,22,"80,000",15,2006,독립문로8길 54
서울특별시 서대문구 천연동,천연뜨란채,55.85,202307,24,"78,800",10,2006,독립문로8길 54
서울특별시 서대문구 현저동,독립문극동(200-0),59.58,202307,24,"84,000",16,1998,독립문공원길 17
서울특별시 서대문구 현저동,독립문파크빌,59.4,202307,26,"49,500",1,2000,통일로 279-75
서울특별시 서대문구 홍은동,도양라비앙(101동),100.65,202307,6,"53,000",1,2003,연희로37길 91
서울특별시 서대문구 홍은동,베벌리힐즈,231.83,202307,8,"135,000",4,2006,명지길 104
서울특별시 서대문구 홍은동,북한산더샵,84.832,202307,26,"109,700",8,2017,통일로 510
서울특별시 서대문구 홍은동,북한산두산위브,84.98,202307,19,"82,000",9,2020,홍은중앙로3길 9
서울특별시 서대문구 홍은동,서강2차(2동),151.2,202307,3,"56,000",9,1989,연희로41길 152
서울특별시 서대문구 홍은동,풍림2,58.5,202307,16,"50,000",14,1990,세검정로1길 35
서울특별시 서대문구 홍은동,풍림2,58.5,202307,22,"52,500",7,1990,세검정로1길 35
서울특별시 서대문구 홍은동,"현대(1,2차)",59.97,202307,10,"59,000",3,1988,연희로 377
서울특별시 서대문구 홍은동,홍은동벽산,58.64,202307,14,"57,000",10,1997,세검정로1길 95
서울특별시 서대문구 홍은동,홍은동벽산,58.64,202307,17,"50,700",1,1997,세검정로1길 95
서울특별시 서대문구 홍은동,홍은동벽산,84.78,202307,18,"64,000",8,1997,세검정로1길 95
서울특별시 서대문구 홍은동,홍은동벽산,84.96,202307,24,"64,700",3,1997,세검정로1길 95
서울특별시 서대문구 홍은동,홍은동벽산,84.96,202307,25,"70,800",8,1997,세검정로1길 95
서울특별시 서대문구 홍은동,홍은동풍림아이원,84.918,202307,16,"57,000",11,2002,홍은중앙로 149
서울특별시 서대문구 홍은동,홍은미성,84.96,202307,14,"50,000",7,1985,연희로41길 114
서울특별시 서대문구 홍은동,홍은센트레빌,84.84,202307,1,"74,000",1,2009,통일로 553
서울특별시 서대문구 홍제동,서대문푸르지오센트럴파크,55.25,202307,4,"83,100",13,2022,통일로 339
서울특별시 서대문구 홍제동,인왕산현대,59.93,202307,12,"65,000",9,2000,통일로34길 46
서울특별시 서대문구 홍제동,인왕산현대,59.93,202307,17,"68,000",17,2000,통일로34길 46
서울특별시 서대문구 홍제동,제일아파트,59.12,202307,8,"45,500",9,2015,통일로37나길 12-6
서울특별시 서대문구 홍제동,청구1차,84.78,202307,17,"80,000",12,1994,통일로 348
서울특별시 서대문구 홍제동,청구3차,59.4,202307,8,"63,000",6,2001,통일로 332
서울특별시 서대문구 홍제동,현대그린,84.96,202307,19,"68,000",3,1996,세무서2길 64
서울특별시 서대문구 홍제동,홍제삼성래미안,32.76,202307,1,"46,500",3,2001,통일로 319
서울특별시 서대문구 홍제동,홍제삼성래미안,60,202307,8,"62,500",4,2001,통일로 319
서울특별시 서대문구 홍제동,홍제삼성래미안,60,202307,12,"65,000",10,2001,통일로 319
서울특별시 서대문구 홍제동,홍제삼성래미안,32.76,202307,15,"47,000",5,2001,통일로 319
서울특별시 서대문구 홍제동,홍제삼성래미안,84.33,202307,25,"85,000",6,2001,통일로 319
서울특별시 서대문구 홍제동,홍제역해링턴플레이스,59.99,202307,22,"90,000",8,2021,세무서8길 30
서울특별시 서대문구 홍제동,홍제원현대(459-0),59.93,202307,7,"63,000",4,2000,통일로34길 43
서울특별시 서대문구 홍제동,홍제한양,60.06,202307,1,"63,000",2,1993,통일로25길 30
서울특별시 서대문구 홍제동,홍제한양,120.14,202307,10,"109,500",11,1993,통일로25길 30
서울특별시 서대문구 홍제동,홍제한양,60.06,202307,15,"61,500",13,1993,통일로25길 30
서울특별시 서대문구 홍제동,홍제한양,84.77,202307,22,"84,000",12,1993,통일로25길 30
서울특별시 서대문구 홍제동,홍제한양,60.06,202307,25,"65,000",11,1993,통일로25길 30
서울특별시 서대문구 홍제동,홍제현대,75.15,202307,1,"70,000",8,1992,통일로39가길 57
서울특별시 서대문구 홍제동,홍제현대,119.32,202307,27,"93,000",8,1992,통일로39가길 57
서울특별시 서초구 내곡동,서초더샵포레,84.81,202307,7,"139,000",8,2014,헌릉로8길 58
서울특별시 서초구 내곡동,서초더샵포레,101.34,202307,26,"165,000",14,2014,헌릉로8길 58
서울특별시 서초구 반포동,래미안퍼스티지,168.65,202307,7,"640,000",28,2009,반포대로 275
서울특별시 서초구 반포동,래미안퍼스티지,59.89,202307,8,"250,000",4,2009,반포대로 275
서울특별시 서초구 반포동,래미안퍼스티지,59.98,202307,9,"240,000",17,2009,반포대로 275
서울특별시 서초구 반포동,래미안퍼스티지,59.98,202307,17,"247,000",18,2009,반포대로 275
서울특별시 서초구 반포동,반포래미안아이파크,84.93,202307,12,"285,500",6,2018,서초중앙로 220
서울특별시 서초구 반포동,반포래미안아이파크,59.95,202307,19,"236,000",17,2018,서초중앙로 220
서울특별시 서초구 반포동,반포리체,59.993,202307,2,"213,000",26,2010,고무래로 35
서울특별시 서초구 반포동,반포리체,59.993,202307,3,"225,000",26,2010,고무래로 35
서울특별시 서초구 반포동,반포리체,59.993,202307,5,"229,500",13,2010,고무래로 35
서울특별시 서초구 반포동,반포리체,59.993,202307,15,"210,000",7,2010,고무래로 35
서울특별시 서초구 반포동,반포리체,59.993,202307,26,"227,000",17,2010,고무래로 35
서울특별시 서초구 반포동,반포미도,84.96,202307,3,"239,000",8,1987,서초중앙로29길 28
서울특별시 서초구 반포동,반포미도,84.96,202307,7,"238,000",12,1987,서초중앙로29길 28
서울특별시 서초구 반포동,반포써밋,84.9716,202307,13,"260,000",7,2018,고무래로 89
서울특별시 서초구 반포동,반포자이,165.446,202307,1,"560,000",22,2009,신반포로 270
서울특별시 서초구 반포동,반포자이,244.628,202307,13,"719,000",23,2009,신반포로 270
서울특별시 서초구 반포동,반포파크빌,110.79,202307,3,"175,000",4,2002,신반포로15길 33
서울특별시 서초구 반포동,반포힐스테이트,155.38,202307,3,"435,000",28,2012,신반포로16길 15-20
서울특별시 서초구 반포동,아크로리버파크,84.97,202307,4,"381,000",12,2016,신반포로15길 19
서울특별시 서초구 반포동,아크로리버파크,59.97,202307,15,"250,000",4,2016,신반포로15길 19
서울특별시 서초구 반포동,아크로리버파크,112.98,202307,16,"550,000",28,2016,신반포로15길 19
서울특별시 서초구 반포동,한신서래,137.47,202307,6,"198,000",2,1987,사평대로28길 31
서울특별시 서초구 방배동,대우(효령),84.91,202307,5,"167,500",9,1992,효령로 84
서울특별시 서초구 방배동,롯데캐슬아르떼,84.9145,202307,20,"205,000",4,2013,방배천로18길 11
서울특별시 서초구 방배동,롯데캐슬아르떼,216.2766,202307,31,"318,000",12,2013,방배천로18길 11
서울특별시 서초구 방배동,방배1차현대홈타운,84.96,202307,1,"188,000",19,1999,서초대로1길 30
서울특별시 서초구 방배동,방배래미안타워,103.34,202307,21,"171,000",5,2005,남부순환로 2183
서울특별시 서초구 방배동,방배삼성홈타운(101),105.83,202307,10,"80,000",2,2004,서초대로27길 20
서울특별시 서초구 방배동,방배아트자이,59.9775,202307,19,"172,500",14,2018,명달로9길 57
서울특별시 서초구 방배동,방배아펠바움,208.39,202307,9,"350,000",4,2005,동광로27길 29-6
서울특별시 서초구 방배동,방배우성,117.19,202307,1,"172,900",7,1991,방배선행길 1
서울특별시 서초구 방배동,방배우성,80.2,202307,6,"126,000",5,1991,방배선행길 1
서울특별시 서초구 방배동,방배우성,80.2,202307,19,"140,000",6,1991,방배선행길 1
서울특별시 서초구 방배동,삼성래미안1,114.94,202307,1,"165,000",6,2003,방배선행길 2
서울특별시 서초구 방배동,삼익,89.12,202307,31,"184,000",9,1981,효령로34길 79
서울특별시 서초구 방배동,삼호2,177.52,202307,8,"250,000",6,1976,방배로43길 30
서울특별시 서초구 방배동,쌍용예가클래식,121.0751,202307,1,"202,000",2,2006,방배로37길 26-9
서울특별시 서초구 방배동,하늘바람,243.93,202307,3,"274,800",2,2004,사평대로12길 65
서울특별시 서초구 서초동,urbanplace,20.998,202307,9,"19,500",3,2014,효령로77길 30
서울특별시 서초구 서초동,"더?오데움(101,102동)",207.228,202307,7,"240,000",1,2005,효령로46길 21
서울특별시 서초구 서초동,동원베네스트아파트,84.9,202307,23,"160,000",8,2002,서운로9길 63
서울특별시 서초구 서초동,동일하이빌,100.45,202307,11,"165,000",11,2006,서초대로 240
서울특별시 서초구 서초동,래미안서초에스티지S,111.01,202307,7,"304,000",2,2018,서운로 104
서울특별시 서초구 서초동,래미안서초유니빌,35.383,202307,21,"39,000",15,2003,서초중앙로 26
서울특별시 서초구 서초동,레미안서초6차(1520-9),169.41,202307,1,"242,000",6,2006,반포대로21길 74
서울특별시 서초구 서초동,롯데캐슬클래식,84.98,202307,18,"222,500",11,2006,서운로 197
서울특별시 서초구 서초동,롯데캐슬클래식,84.98,202307,30,"220,000",15,2006,서운로 197
서울특별시 서초구 서초동,삼풍아파트,130.73,202307,3,"328,000",6,1988,서초중앙로 200
서울특별시 서초구 서초동,서초8차상지리츠빌,141.12,202307,7,"199,000",1,2006,명달로13길 7
서울특별시 서초구 서초동,서초극동스타클래스,84.3,202307,1,"157,500",12,2003,서리풀4길 43
서울특별시 서초구 서초동,서초노블레스아파트,29.47,202307,28,"49,700",7,2019,강남대로39길 15-11
서울특별시 서초구 서초동,서초동삼성쉐르빌2,70.49,202307,4,"88,000",4,2002,강남대로53길 11
서울특별시 서초구 서초동,서초동프레스티지아파트,55.1,202307,1,"90,000",10,2017,서운로11길 17
서울특별시 서초구 서초동,서초래미안,111.32,202307,11,"270,000",18,2003,서초대로65길 13-10
서울특별시 서초구 서초동,서초롯데캐슬프레지던트,84.97,202307,3,"215,000",28,2014,서초중앙로24길 57
서울특별시 서초구 서초동,서초센트럴IPARK,80.5004,202307,7,"160,000",8,2020,반포대로18길 36
서울특별시 서초구 서초동,서초쌍용플래티넘,56,202307,8,"74,500",12,2006,서초중앙로 18
서울특별시 서초구 서초동,서초이오빌,43.2,202307,3,"40,500",6,2003,효령로53길 45
서울특별시 서초구 서초동,서초현대,84.69,202307,11,"155,000",2,1999,사임당로19길 10
서울특별시 서초구 서초동,서초현대,54.45,202307,22,"119,900",4,1999,사임당로19길 10
서울특별시 서초구 서초동,신동아아파트(1차),86.61,202307,2,"203,000",7,1978,사임당로 130
서울특별시 서초구 서초동,신동아아파트(1차),101.6,202307,4,"224,000",12,1978,사임당로 137
서울특별시 서초구 서초동,신동아아파트(1차),132.1,202307,4,"268,000",3,1978,사임당로 137
서울특별시 서초구 서초동,신동아아파트(1차),102.21,202307,4,"225,000",6,1978,사임당로 130
서울특별시 서초구 서초동,신동아아파트(1차),77.78,202307,6,"170,500",1,1978,사임당로 137
서울특별시 서초구 서초동,신동아아파트(1차),86.61,202307,8,"200,000",4,1978,사임당로 130
서울특별시 서초구 서초동,신동아아파트(1차),76.21,202307,13,"169,500",4,1978,사임당로 137
서울특별시 서초구 서초동,아크로비스타,149.84,202307,3,"286,000",29,2004,서초중앙로 188
서울특별시 서초구 서초동,아크로비스타,137.98,202307,3,"245,000",17,2004,서초중앙로 188
서울특별시 서초구 서초동,아크로비스타,152.33,202307,3,"275,000",20,2004,서초중앙로 188
서울특별시 서초구 서초동,아크로비스타,138.96,202307,19,"248,000",18,2004,서초중앙로 188
서울특별시 서초구 서초동,우성아파트,59.93,202307,5,"144,000",6,1998,서초대로74길 30
서울특별시 서초구 서초동,우성아파트,59.93,202307,8,"149,000",15,1998,서초대로74길 30
서울특별시 서초구 서초동,유원서초,84.82,202307,3,"179,000",2,1993,서초중앙로24길 43
서울특별시 서초구 서초동,유원서초,84.82,202307,8,"174,500",4,1993,서초중앙로24길 43
서울특별시 서초구 서초동,유원서초,84.82,202307,9,"170,000",1,1993,서초중앙로24길 43
서울특별시 서초구 서초동,트라움하우스3,273.86,202307,6,"590,000",8,2002,명달로 97-14
서울특별시 서초구 서초동,풍림아이원플러스,28.666,202307,3,"29,900",15,2004,효령로77길 14
서울특별시 서초구 서초동,한라비발디스튜디오193,19.99,202307,28,"25,700",6,2013,강남대로39길 15-10
서울특별시 서초구 서초동,현대성우주상복합아파트,150.85,202307,20,"165,000",5,2002,강남대로61길 23
서울특별시 서초구 서초동,현대슈퍼빌,185.02,202307,8,"282,000",6,2003,서초중앙로 15
서울특별시 서초구 서초동,현대슈퍼빌,223.72,202307,16,"370,000",29,2003,서초중앙로 15
서울특별시 서초구 신원동,서초포레스타5단지,59.93,202307,6,"133,000",8,2014,청계산로7길 43
서울특별시 서초구 양재동,새티스,116.79,202307,6,"117,000",4,2000,강남대로6길 70
서울특별시 서초구 양재동,우성,73.15,202307,10,"136,500",7,1991,바우뫼로 91
서울특별시 서초구 우면동,서초네이처힐2단지,84.73,202307,17,"132,000",3,2012,형촌길 15
서울특별시 서초구 우면동,서초네이처힐7단지,59.99,202307,4,"112,700",11,2011,태봉로2길 10
서울특별시 서초구 우면동,서초힐스,59.89,202307,7,"120,000",24,2012,양재대로2길 90
서울특별시 서초구 우면동,서초힐스,84.97,202307,15,"139,500",2,2012,양재대로2길 90
서울특별시 서초구 우면동,엘에이치서초4단지,59.93,202307,21,"108,500",20,2013,양재대로2길 33
서울특별시 서초구 잠원동,동아,84.91,202307,13,"249,000",15,2002,신반포로33길 15
서울특별시 서초구 잠원동,두산위브,46.95,202307,27,"100,000",5,2003,반포대로 310
서울특별시 서초구 잠원동,래미안신반포리오센트,133.37,202307,4,"367,500",9,2019,잠원로14길 32
서울특별시 서초구 잠원동,반포센트럴자이,84.98,202307,13,"339,000",21,2020,반포대로 310-6
서울특별시 서초구 잠원동,신반포16,52.32,202307,8,"175,000",4,1983,잠원로 157
서울특별시 서초구 잠원동,신반포4,105.89,202307,9,"279,000",2,1979,잠원로 37-48
서울특별시 서초구 잠원동,신반포자이,84.97,202307,1,"297,000",7,2018,잠원로 60
서울특별시 서초구 잠원동,신화,57.33,202307,15,"143,350",11,1997,잠원로14길 54
서울특별시 서초구 잠원동,아크로리버뷰신반포,84.79,202307,14,"300,000",4,2018,잠원로 117
서울특별시 서초구 잠원동,잠원현대훼밀리,59.56,202307,4,"150,000",12,1997,신반포로 261
서울특별시 서초구 잠원동,한신로얄,81.23,202307,18,"178,000",2,1992,신반포로33길 64
서울특별시 서초구 잠원동,한신로얄,81.23,202307,18,"178,000",2,1992,신반포로33길 64
서울특별시 서초구 잠원동,한신타워,84.93,202307,3,"209,000",8,1996,잠원로3길 8
서울특별시 성동구 금호동1가,벽산,59.9,202307,6,"90,000",8,2001,금호로 100
서울특별시 성동구 금호동1가,벽산,59.9,202307,22,"93,000",7,2001,금호로 100
서울특별시 성동구 금호동1가,이편한세상금호파크힐스,59.983,202307,5,"127,000",5,2019,금호로 140
서울특별시 성동구 금호동1가,이편한세상금호파크힐스,84.932,202307,11,"149,000",3,2019,금호로 140
서울특별시 성동구 금호동1가,이편한세상금호파크힐스,84.932,202307,15,"154,500",13,2019,금호로 140
서울특별시 성동구 금호동1가,이편한세상금호파크힐스,84.982,202307,22,"150,000",3,2019,금호로 140
서울특별시 성동구 금호동1가,이편한세상금호파크힐스,84.932,202307,24,"160,000",8,2019,금호로 140
서울특별시 성동구 금호동1가,이편한세상금호파크힐스,59.983,202307,27,"132,000",9,2019,금호로 140
서울특별시 성동구 금호동2가,금호자이1차,59.98,202307,1,"108,300",3,2012,금호로 117
서울특별시 성동구 금호동2가,금호자이1차,84.97,202307,15,"131,000",7,2012,금호로 117
서울특별시 성동구 금호동2가,금호자이1차,84.98,202307,15,"134,000",19,2012,금호로 117
서울특별시 성동구 금호동2가,금호자이1차,59.99,202307,22,"115,000",7,2012,금호로 117
서울특별시 성동구 금호동2가,래미안하이리버,84.97,202307,3,"139,000",11,2012,금호로 107
서울특별시 성동구 금호동2가,래미안하이리버,84.99,202307,8,"131,000",12,2012,금호로 107
서울특별시 성동구 금호동2가,래미안하이리버,59.99,202307,8,"116,500",10,2012,금호로 107
서울특별시 성동구 금호동2가,래미안하이리버,84.99,202307,11,"130,700",3,2012,금호로 107
서울특별시 성동구 금호동2가,래미안하이리버,59.99,202307,14,"119,500",6,2012,금호로 107
서울특별시 성동구 금호동2가,신금호파크자이,59.98,202307,10,"126,500",11,2016,금호로 173
서울특별시 성동구 금호동2가,신금호파크자이,84.98,202307,18,"157,000",5,2016,금호로 173
서울특별시 성동구 금호동2가,신금호파크자이,59.98,202307,21,"125,800",10,2016,금호로 173
서울특별시 성동구 금호동2가,신금호파크자이,59.98,202307,22,"124,000",9,2016,금호로 173
서울특별시 성동구 금호동2가,신금호파크자이,59.98,202307,22,"125,000",15,2016,금호로 173
서울특별시 성동구 금호동2가,신금호파크자이,84.98,202307,24,"157,000",7,2016,금호로 173
서울특별시 성동구 금호동4가,대우,59.97,202307,1,"99,500",4,2001,독서당로 272
서울특별시 성동구 금호동4가,대우,84.71,202307,20,"108,500",1,2001,독서당로 272
서울특별시 성동구 금호동4가,대우,59.97,202307,26,"122,000",20,2001,독서당로 272
서울특별시 성동구 금호동4가,롯데,84.99,202307,13,"106,000",1,2003,동호로 84
서울특별시 성동구 금호동4가,브라운스톤2차,84.98,202307,3,"135,000",10,2010,동호로 93
서울특별시 성동구 금호동4가,서울숲푸르지오,59.9,202307,8,"118,500",3,2007,금호로 15
서울특별시 성동구 금호동4가,서울숲푸르지오,84.87,202307,21,"147,000",9,2007,금호로 15
서울특별시 성동구 금호동4가,서울숲푸르지오,59.99,202307,29,"130,000",9,2007,금호로 15
서울특별시 성동구 금호동4가,서울숲푸르지오,59.99,202307,30,"125,000",7,2007,금호로 15
서울특별시 성동구 금호동4가,서울숲푸르지오2차,84.776,202307,8,"156,000",13,2012,금호로 17
서울특별시 성동구 금호동4가,힐스테이트서울숲리버,84.88,202307,1,"180,000",14,2018,독서당로 344
서울특별시 성동구 금호동4가,힐스테이트서울숲리버,59.98,202307,7,"130,000",14,2018,독서당로 344
서울특별시 성동구 마장동,대성유니드,84.71,202307,26,"97,500",13,2004,마장로37길 7
서울특별시 성동구 마장동,장원,84.8,202307,5,"64,000",10,2002,마장로35길 104
서울특별시 성동구 사근동,중앙하이츠,71.85,202307,19,"69,600",4,1989,사근동길 65
서울특별시 성동구 사근동,중앙하이츠,71.85,202307,20,"67,000",11,1989,사근동길 65
서울특별시 성동구 상왕십리동,텐즈힐(2구역),84.92,202307,6,"147,000",3,2014,마장로 137
서울특별시 성동구 상왕십리동,텐즈힐(2구역),84.9,202307,8,"140,000",17,2014,마장로 137
서울특별시 성동구 성수동1가,강변건영아파트,84.952,202307,15,"173,500",6,2002,왕십리로 36
서울특별시 성동구 성수동1가,서울숲대림,59.885,202307,15,"125,000",6,2000,뚝섬로1길 4
서울특별시 성동구 성수동1가,서울숲성수현대,69.21,202307,5,"110,000",10,1990,서울숲길 25
서울특별시 성동구 성수동1가,아크로서울포레스트,198.219,202307,7,"950,000",40,2020,왕십리로 83-21
서울특별시 성동구 성수동1가,아크로서울포레스트,95.81,202307,12,"375,000",4,2020,왕십리로 83-21
서울특별시 성동구 성수동1가,우방,60,202307,13,"89,000",8,1997,상원길 75
서울특별시 성동구 성수동1가,중앙하이츠빌,84.9673,202307,28,"159,000",7,2003,상원길 47
서울특별시 성동구 성수동1가,트리마제,25.3284,202307,5,"110,000",14,2017,왕십리로 16
서울특별시 성동구 성수동1가,한진타운,59.4,202307,12,"124,500",15,1994,뚝섬로 310
서울특별시 성동구 성수동2가,롯데캐슬파크,84.686,202307,19,"139,000",14,2003,성수일로8길 47
서울특별시 성동구 성수동2가,성수1차대우아파트,84.6,202307,26,"86,000",11,1999,동일로 143
서울특별시 성동구 성수동2가,힐스테이트,57.49,202307,13,"156,000",5,2009,성수일로4길 26
서울특별시 성동구 송정동,건영,59.21,202307,23,"75,500",22,2000,동일로 263
서울특별시 성동구 옥수동,극동,68.58,202307,4,"95,000",5,1986,독서당로 191
서울특별시 성동구 옥수동,극동그린,114.32,202307,5,"121,500",5,1997,독서당로 175
서울특별시 성동구 옥수동,극동그린,84.92,202307,17,"115,000",14,1997,독서당로 175
서울특별시 성동구 옥수동,래미안 옥수 리버젠,84.81,202307,1,"154,000",1,2012,매봉길 15
서울특별시 성동구 옥수동,래미안 옥수 리버젠,84.81,202307,10,"185,000",7,2012,매봉길 15
서울특별시 성동구 옥수동,래미안 옥수 리버젠,134.13,202307,19,"258,000",11,2012,매봉길 15
서울특별시 성동구 옥수동,삼성,59.7,202307,12,"114,000",9,1999,독서당로 218
서울특별시 성동구 옥수동,옥수파크힐스101동~116동,59.88,202307,3,"141,500",13,2016,매봉길 50
서울특별시 성동구 옥수동,옥수파크힐스101동~116동,59.91,202307,6,"149,000",6,2016,매봉길 50
서울특별시 성동구 옥수동,옥수파크힐스101동~116동,59.88,202307,8,"145,000",19,2016,매봉길 50
서울특별시 성동구 옥수동,옥수파크힐스101동~116동,59.78,202307,15,"143,000",1,2016,매봉길 50
서울특별시 성동구 옥수동,옥수파크힐스101동~116동,84.64,202307,26,"175,000",8,2016,매봉길 50
서울특별시 성동구 옥수동,옥수파크힐스117동~125동,59.78,202307,1,"136,000",4,2016,매봉길 50
서울특별시 성동구 옥수동,옥수파크힐스117동~125동,59.77,202307,8,"139,000",5,2016,매봉길 50
서울특별시 성동구 옥수동,옥수파크힐스117동~125동,59.77,202307,15,"139,000",2,2016,매봉길 50
서울특별시 성동구 옥수동,풍림아이원,84.767,202307,17,"169,500",6,2004,뚝섬로 51
서울특별시 성동구 옥수동,한남하이츠,149.39,202307,12,"270,000",12,1982,독서당로 156
서울특별시 성동구 옥수동,현대,123.51,202307,7,"159,000",4,1990,독서당로40길 25
서울특별시 성동구 용답동,중앙하이츠,84.545,202307,8,"85,500",5,1995,용답중앙27길 10
서울특별시 성동구 응봉동,금호현대,59.91,202307,8,"81,800",9,1990,독서당로 377
서울특별시 성동구 응봉동,금호현대,120,202307,8,"129,000",7,1990,독서당로 377
서울특별시 성동구 응봉동,금호현대,59.91,202307,12,"83,500",7,1990,독서당로 377
서울특별시 성동구 응봉동,금호현대,59.91,202307,17,"80,000",4,1990,독서당로 377
서울특별시 성동구 응봉동,금호현대,79.8,202307,17,"97,000",9,1990,독서당로 377
서울특별시 성동구 응봉동,대림(1차),75.51,202307,8,"120,850",3,1986,독서당로62길 43
서울특별시 성동구 응봉동,대림(1차),75.51,202307,10,"116,650",12,1986,독서당로62길 43
서울특별시 성동구 응봉동,대림(1차),113.71,202307,10,"133,900",3,1986,독서당로62길 43
서울특별시 성동구 응봉동,대림(1차),113.71,202307,11,"126,000",1,1986,독서당로62길 43
서울특별시 성동구 응봉동,대림(1차),63.18,202307,14,"104,000",6,1986,독서당로62길 43
서울특별시 성동구 응봉동,대림(1차),63.18,202307,21,"65,000",7,1986,독서당로62길 43
서울특별시 성동구 응봉동,대림(2차),59.91,202307,6,"78,500",2,1989,독서당로 431
서울특별시 성동구 응봉동,대림(2차),84.53,202307,10,"98,000",5,1989,독서당로 431
서울특별시 성동구 응봉동,대림강변타운,84.42,202307,1,"126,000",5,2001,고산자로 160
서울특별시 성동구 응봉동,대림강변타운,59.76,202307,4,"100,500",15,2001,고산자로 160
서울특별시 성동구 응봉동,대림강변타운,59.76,202307,7,"96,500",7,2001,고산자로 160
서울특별시 성동구 응봉동,대림강변타운,59.76,202307,17,"103,000",19,2001,고산자로 160
서울특별시 성동구 응봉동,대림강변타운,59.76,202307,22,"100,000",8,2001,고산자로 160
서울특별시 성동구 응봉동,서울숲리버그린동아아파트,84.83,202307,14,"119,300",18,2003,고산자로4길 34
서울특별시 성동구 응봉동,서울숲리버그린동아아파트,59.98,202307,15,"95,000",10,2003,고산자로4길 34
서울특별시 성동구 응봉동,서울숲리버그린동아아파트,84.83,202307,15,"120,000",17,2003,고산자로4길 34
서울특별시 성동구 응봉동,서울숲리버그린동아아파트,59.98,202307,21,"98,000",14,2003,고산자로4길 34
서울특별시 성동구 하왕십리동,극동미라주,59.4,202307,12,"80,000",15,2001,난계로 73
서울특별시 성동구 하왕십리동,금호베스트빌,59.79,202307,7,"74,500",6,2001,난계로 114-31
서울특별시 성동구 하왕십리동,무학현대,84.675,202307,11,"80,000",10,1996,무학봉길 49
서울특별시 성동구 하왕십리동,센트라스,40.94,202307,1,"84,000",22,2016,왕십리로 410
서울특별시 성동구 하왕십리동,센트라스,59.94,202307,1,"129,000",19,2016,왕십리로 410
서울특별시 성동구 하왕십리동,센트라스,40.94,202307,1,"80,000",5,2016,왕십리로 410
서울특별시 성동구 하왕십리동,센트라스,59.94,202307,5,"124,000",2,2016,왕십리로 410
서울특별시 성동구 하왕십리동,센트라스,59.59,202307,9,"119,000",22,2016,왕십리로 410
서울특별시 성동구 하왕십리동,센트라스,40.94,202307,13,"80,000",7,2016,왕십리로 410
서울특별시 성동구 하왕십리동,센트라스,40.94,202307,17,"81,000",10,2016,왕십리로 410
서울특별시 성동구 하왕십리동,센트라스,59.93,202307,27,"130,000",15,2016,왕십리로 410
서울특별시 성동구 하왕십리동,왕십리KCC스위첸,64.244,202307,2,"94,500",6,2016,무학봉길 35
서울특별시 성동구 하왕십리동,왕십리KCC스위첸,59.851,202307,8,"91,800",13,2016,무학봉길 35
서울특별시 성동구 하왕십리동,왕십리KCC스위첸,68.11,202307,8,"97,000",2,2016,무학봉길 35
서울특별시 성동구 하왕십리동,왕십리자이,51.94,202307,22,"88,800",13,2017,난계로 100
서울특별시 성동구 하왕십리동,왕십리자이,59.99,202307,22,"110,000",12,2017,난계로 100
서울특별시 성동구 하왕십리동,왕십리풍림아이원,84.417,202307,11,"109,000",9,2004,난계로 84
서울특별시 성동구 하왕십리동,왕십리풍림아이원,84.417,202307,18,"102,500",17,2004,난계로 84
서울특별시 성동구 하왕십리동,청계벽산,71.33,202307,1,"93,000",12,1996,무학로 50
서울특별시 성동구 하왕십리동,청계벽산,84.94,202307,8,"96,000",3,1996,무학로 50
서울특별시 성동구 하왕십리동,청계벽산,84.94,202307,10,"100,500",19,1996,무학로 50
서울특별시 성동구 하왕십리동,텐즈힐(1단지),84.96,202307,1,"148,000",14,2015,무학로 33
서울특별시 성동구 하왕십리동,텐즈힐(1단지),84.92,202307,17,"152,000",6,2015,무학로 33
서울특별시 성동구 하왕십리동,한신무학,62.41,202307,1,"83,000",12,1989,왕십리로31나길 22
서울특별시 성동구 행당동,대림e-편한세상,59.96,202307,1,"88,100",15,2000,행당로 79
서울특별시 성동구 행당동,대림e-편한세상,84.87,202307,3,"104,000",3,2000,행당로 79
서울특별시 성동구 행당동,대림e-편한세상,59.96,202307,8,"85,000",1,2000,행당로 79
