시군구,단지명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금 (만원),종전계약 월세 (만원)
서울특별시 광진구 구의동,구의강변우성아파트,전세,84.76,202307,"        55,000",             0,11,1992,구의강변로 42,202307~202507,갱신,사용,"74,000",0
서울특별시 광진구 구의동,구의강변우성아파트,월세,84.76,202307,"        10,000",           200,19,1992,구의강변로 42,202309~202509,신규,-,0,0
서울특별시 광진구 구의동,구의강변우성아파트,전세,84.76,202307,"        47,000",             0,9,1992,구의강변로 42,202308~202508,갱신,-,"45,000",0
서울특별시 광진구 구의동,구의자이르네,전세,59.7173,202307,"        50,000",             0,4,2021,광나루로39길 11,202308~202508,신규,-,0,0
서울특별시 광진구 구의동,구의자이르네,전세,59.7144,202307,"        60,000",             0,5,2021,광나루로39길 11,202309~202509,갱신,사용,"75,000",0
서울특별시 광진구 구의동,구의현대2단지,월세,84.91,202307,"        53,550",            40,18,1996,광나루로56길 32,202309~202509,갱신,-,"53,550",0
서울특별시 광진구 구의동,구의현대2단지,월세,84.88,202307,"        10,000",           190,7,1996,광나루로56길 32,202308~202508,신규,-,0,0
서울특별시 광진구 구의동,구의현대2단지,전세,84.88,202307,"        65,000",             0,22,1996,광나루로56길 32,202309~202509,신규,-,0,0
서울특별시 광진구 구의동,구의현대2단지,전세,84.75,202307,"        65,000",             0,24,1996,광나루로56길 32,202309~202509,신규,-,0,0
서울특별시 광진구 구의동,구의현대2단지,월세,84.75,202307,"        10,000",           245,21,1996,광나루로56길 32,202308~202508,신규,-,0,0
서울특별시 광진구 구의동,구의현대2단지,월세,84.75,202307,"        40,000",            85,19,1996,광나루로56길 32,202310~202510,갱신,사용,"40,000",105
서울특별시 광진구 구의동,구의현대2단지,전세,84.91,202307,"        75,000",             0,11,1996,광나루로56길 32,202311~202511,신규,-,0,0
서울특별시 광진구 구의동,구의현대2단지,전세,84.75,202307,"        62,750",             0,10,1996,광나루로56길 32,202310~202510,갱신,-,"57,750",0
서울특별시 광진구 구의동,구의현대6단지,전세,84.93,202307,"        59,000",             0,11,1994,구의강변로 94,202307~202507,갱신,-,"53,000",0
서울특별시 광진구 구의동,구의현대6단지,전세,84.78,202307,"        61,000",             0,16,1994,구의강변로 94,202308~202508,신규,-,0,0
서울특별시 광진구 구의동,구의현대6단지,전세,84.78,202307,"        61,000",             0,16,1994,구의강변로 94,202308~202508,신규,-,0,0
서울특별시 광진구 구의동,대성빌라트(552-6),월세,79.26,202307,"        10,000",            80,5,2000,영화사로15길 27,202309~202509,신규,-,0,0
서울특별시 광진구 구의동,동우아파트,전세,66.42,202307,"        45,000",             0,3,2011,자양로 304,202307~202507,갱신,-,"35,000",0
서울특별시 광진구 구의동,래미안파크스위트,전세,84.98,202307,"        80,000",             0,3,2018,광나루로 545,202309~202509,신규,-,0,0
서울특별시 광진구 구의동,래미안파크스위트,전세,84.98,202307,"        80,000",             0,20,2018,광나루로 545,202308~202508,신규,-,0,0
서울특별시 광진구 구의동,래미안파크스위트,전세,117.68,202307,"       120,000",             0,19,2018,광나루로 545,202310~202510,신규,-,0,0
서울특별시 광진구 구의동,래미안파크스위트,전세,59.98,202307,"        60,000",             0,10,2018,광나루로 545,202311~202511,갱신,사용,"60,000",60
서울특별시 광진구 구의동,래미안파크스위트,전세,75.82,202307,"        78,750",             0,11,2018,광나루로 545,202308~202501,신규,-,0,0
서울특별시 광진구 구의동,아차산포레안,전세,84.68,202307,"        69,000",             0,8,2010,천호대로 716,202310~202510,신규,-,0,0
서울특별시 광진구 구의동,현대프라임,전세,183.87,202307,"       100,000",             0,14,1997,광나루로56길 29,202312~202512,갱신,사용,"130,000",0
서울특별시 광진구 구의동,현대프라임,월세,59.82,202307,"        12,000",           140,7,1997,광나루로56길 29,202309~202504,신규,-,0,0
서울특별시 광진구 구의동,현대프라임,월세,59.82,202307,"         5,000",           170,17,1997,광나루로56길 29,202308~202508,신규,-,0,0
서울특별시 광진구 구의동,현대프라임,전세,59.82,202307,"        50,000",             0,29,1997,광나루로56길 29,202309~202509,신규,-,0,0
서울특별시 광진구 구의동,현대프라임,월세,84.99,202307,"        10,000",           200,8,1997,광나루로56길 29,202309~202509,신규,-,0,0
서울특별시 광진구 구의동,현대프라임,전세,59.82,202307,"        45,000",             0,20,1997,광나루로56길 29,202307~202507,갱신,사용,"51,000",0
서울특별시 광진구 구의동,현대프라임,전세,84.99,202307,"        60,000",             0,25,1997,광나루로56길 29,202307~202507,갱신,사용,"59,850",0
서울특별시 광진구 구의동,현대프라임,전세,59.82,202307,"        53,000",             0,30,1997,광나루로56길 29,202309~202509,신규,-,0,0
서울특별시 광진구 구의동,현대프라임,전세,59.82,202307,"        52,000",             0,10,1997,광나루로56길 29,202310~202510,신규,-,0,0
서울특별시 광진구 구의동,현대프라임,전세,183.87,202307,"       130,000",             0,15,1997,광나루로56길 29,202311~202511,신규,-,0,0
서울특별시 광진구 구의동,현대프라임,전세,59.82,202307,"        52,000",             0,5,1997,광나루로56길 29,202309~202509,갱신,사용,"60,000",0
서울특별시 광진구 구의동,현대프라임,전세,59.82,202307,"        50,000",             0,18,1997,광나루로56길 29,202309~202509,신규,-,0,0
서울특별시 광진구 구의동,현대프라임,월세,59.82,202307,"        10,000",           100,17,1997,광나루로56길 29,202307~202507,갱신,-,"10,000",85
서울특별시 광진구 구의동,현대프라임,전세,84.99,202307,"        64,000",             0,3,1997,광나루로56길 29,202309~202509,신규,-,0,0
서울특별시 광진구 구의동,현대프라임,전세,183.87,202307,"        80,000",             0,5,1997,광나루로56길 29,202308~202608,신규,-,0,0
서울특별시 광진구 구의동,현대프라임,전세,84.99,202307,"        60,000",             0,8,1997,광나루로56길 29,202308~202608,신규,-,0,0
서울특별시 광진구 능동,이듬빌,전세,22.18,202307,"        20,000",             0,5,2021,능동로36길 101,-,-,-, , 
서울특별시 광진구 능동,이듬빌,전세,22.18,202307,"        20,000",             0,5,2021,능동로36길 101,-,-,-, , 
서울특별시 광진구 자양동,경남아너스빌,전세,84.86,202307,"        42,000",             0,1,1997,자양로3길 55,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,광진트라팰리스,월세,119.11,202307,"        80,000",            70,7,2006,뚝섬로34길 67,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,광진하나플러스,전세,117.19,202307,"        75,000",             0,4,2005,뚝섬로46길 74,202307~202507,갱신,-,"87,000",0
서울특별시 광진구 자양동,구의현대하이엘,전세,69.08,202307,"        43,000",             0,10,2005,자양로 113,202307~202507,갱신,-,"42,000",0
서울특별시 광진구 자양동,구의현대하이엘,전세,59.4,202307,"        42,000",             0,11,2005,자양로 113,202310~202510,갱신,사용,"42,000",0
서울특별시 광진구 자양동,금강KCC,전세,84.98,202307,"        70,000",             0,5,2002,아차산로36길 13,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,대동,전세,59.54,202307,"        45,000",             0,16,1999,뚝섬로31길 20,202308~202508,갱신,사용,"53,000",0
서울특별시 광진구 자양동,대동,전세,59.54,202307,"        42,000",             0,2,1999,뚝섬로31길 20,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,더샵스타시티,월세,139.6,202307,"         5,000",           485,18,2007,아차산로 262,202309~202509,갱신,-,"5,000",350
서울특별시 광진구 자양동,더샵스타시티,전세,163.53,202307,"       175,000",             0,14,2007,아차산로 262,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,더샵스타시티,전세,127.95,202307,"       110,000",             0,38,2007,아차산로 262,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,더샵스타시티,월세,163.53,202307,"        30,000",           700,32,2007,아차산로 262,202307~202507,신규,-,0,0
서울특별시 광진구 자양동,더샵스타시티,전세,139.6,202307,"       140,000",             0,15,2007,아차산로 262,202309~202509,갱신,사용,"160,000",0
서울특별시 광진구 자양동,래미안프리미어팰리스,전세,84.92,202307,"        80,000",             0,12,2017,아차산로 345,202307~202501,갱신,-,"95,000",0
서울특별시 광진구 자양동,로얄동아,월세,114.28,202307,"        30,000",            75,15,1999,뚝섬로52마길 56,202307~202507,신규,-,0,0
서울특별시 광진구 자양동,로얄동아,전세,114.28,202307,"        74,000",             0,19,1999,뚝섬로52마길 56,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,로얄동아,전세,84.75,202307,"        55,000",             0,15,1999,뚝섬로52마길 56,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,명성,전세,64.85,202307,"        58,500",             0,3,2018,자양번영로6길 33,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,명성,전세,64.85,202307,"        58,500",             0,3,2018,자양번영로6길 33,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,명성,전세,64.85,202307,"        58,500",             0,3,2018,자양번영로6길 33,-,-,-, , 
서울특별시 광진구 자양동,우방리버파크,월세,84.96,202307,"        15,000",           180,17,2003,능동로4길 78,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,우방리버파크,월세,84.96,202307,"        16,000",           180,6,2003,능동로4길 78,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,우방리버파크,월세,84.96,202307,"        60,000",            20,2,2003,능동로4길 78,202308~202508,갱신,사용,"60,000",60
서울특별시 광진구 자양동,우방리버파크,전세,59.87,202307,"        52,000",             0,11,2003,능동로4길 78,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,우방리버파크,전세,59.87,202307,"        55,000",             0,18,2003,능동로4길 78,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,우방리버파크,월세,59.87,202307,"        35,000",           100,15,2003,능동로4길 78,202307~202507,신규,-,0,0
서울특별시 광진구 자양동,우성1,전세,59.91,202307,"        30,000",             0,5,1988,뚝섬로 569,202307~202507,갱신,사용,"30,000",0
서울특별시 광진구 자양동,우성1,전세,51.57,202307,"        33,000",             0,7,1988,뚝섬로41길 20,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,우성1,월세,59.91,202307,"        20,000",            90,6,1988,뚝섬로41길 20,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,우성1,전세,59.91,202307,"        35,500",             0,11,1988,뚝섬로 569,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,우성1,월세,59.91,202307,"        20,000",            60,11,1988,뚝섬로 569,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,우성1,전세,51.57,202307,"        34,125",             0,13,1988,뚝섬로41길 20,202308~202508,갱신,사용,"32,500",0
서울특별시 광진구 자양동,우성1,전세,59.91,202307,"        35,000",             0,3,1988,뚝섬로41길 20,202308~202508,갱신,사용,"35,000",0
서울특별시 광진구 자양동,우성1,전세,59.91,202307,"        42,000",             0,5,1988,뚝섬로 569,-,갱신,사용,"52,000",0
서울특별시 광진구 자양동,우성2,전세,64.79,202307,"        45,000",             0,12,1989,뚝섬로 576,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,우성2,전세,51.57,202307,"        28,000",             0,1,1989,뚝섬로 576,-,-,-, , 
서울특별시 광진구 자양동,우성2,전세,51.57,202307,"        42,000",             0,13,1989,뚝섬로 576,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,우성3,전세,84.91,202307,"        85,000",             0,9,1989,뚝섬로35길 32,202307~202507,갱신,사용,"90,000",0
서울특별시 광진구 자양동,우성3,월세,72.34,202307,"        10,000",           160,8,1989,뚝섬로35길 32,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,우성3,월세,84.91,202307,"        51,000",            66,1,1989,뚝섬로35길 32,202309~202509,갱신,사용,"51,000",52
서울특별시 광진구 자양동,우성3,전세,84.91,202307,"        58,000",             0,6,1989,뚝섬로35길 32,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,우성3,월세,72.34,202307,"        33,000",            54,7,1989,뚝섬로35길 32,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,우성3,전세,84.91,202307,"        55,000",             0,3,1989,뚝섬로35길 32,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,우성3,전세,51.39,202307,"        39,500",             0,11,1989,뚝섬로35길 32,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,우성6,전세,84.72,202307,"        57,000",             0,1,1992,뚝섬로33길 42,202308~202508,갱신,사용,"74,000",0
서울특별시 광진구 자양동,이튼타워리버3차,월세,84.96,202307,"        10,000",           210,15,2007,능동로 18,202307~202507,갱신,사용,"10,000",200
서울특별시 광진구 자양동,이튼타워리버3차,전세,84.96,202307,"        66,000",             0,16,2007,능동로 18,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,이튼타워리버3차,월세,122.69,202307,"        27,000",           150,9,2007,능동로 18,202308~202508,갱신,사용,"25,000",150
서울특별시 광진구 자양동,이튼타워리버5차,전세,128.39,202307,"       120,000",             0,4,2009,능동로4길 40,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,자양10차현대홈타운,전세,84.46,202307,"        80,000",             0,3,2002,뚝섬로34길 25-19,-,갱신,-,"80,000",0
서울특별시 광진구 자양동,자양10차현대홈타운,월세,84.46,202307,"        50,000",            50,6,2002,뚝섬로34길 25-19,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,자양10차현대홈타운,전세,84.46,202307,"        63,000",             0,8,2002,뚝섬로34길 25-19,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,자양2현대,전세,84.88,202307,"        60,000",             0,11,1995,뚝섬로34길 9,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,자양2현대,월세,84.66,202307,"        30,000",           100,5,1995,뚝섬로34길 9,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,자양2현대,전세,84.88,202307,"        64,000",             0,16,1995,뚝섬로34길 9,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,자양2현대,전세,84.88,202307,"        65,000",             0,4,1995,뚝섬로34길 9,202309~202503,갱신,사용,"77,000",0
서울특별시 광진구 자양동,자양7차현대홈타운,월세,84.7,202307,"        20,000",           150,2,2001,능동로4길 41,-,-,-, , 
서울특별시 광진구 자양동,자양8차현대홈타운,전세,80.47,202307,"        65,000",             0,1,2002,뚝섬로36길 19,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,자양8차현대홈타운,전세,80.47,202307,"        76,000",             0,3,2002,뚝섬로36길 19,202308~202508,갱신,사용,"85,000",0
서울특별시 광진구 자양동,자양8차현대홈타운,전세,80.47,202307,"        61,000",             0,11,2002,뚝섬로36길 19,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,자양8차현대홈타운,전세,80.47,202307,"        61,000",             0,11,2002,뚝섬로36길 19,-,-,-, , 
서울특별시 광진구 자양동,자양8차현대홈타운,전세,80.47,202307,"        70,000",             0,4,2002,뚝섬로36길 19,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,자양9차현대홈타운,전세,83.58,202307,"        63,000",             0,2,2002,뚝섬로34길 32,202307~202507,갱신,사용,"80,000",0
서울특별시 광진구 자양동,자양강변I-Park,전세,84.95,202307,"        75,000",             0,8,2006,뚝섬로36길 75,202307~202507,갱신,-,"72,450",0
서울특별시 광진구 자양동,자양우성7,전세,59.94,202307,"        50,000",             0,14,1998,아차산로36길 39,202307~202507,갱신,-,"45,150",0
서울특별시 광진구 자양동,자양우성7,전세,84.93,202307,"        70,000",             0,15,1998,아차산로36길 39,202309~202502,갱신,사용,"80,000",0
서울특별시 광진구 자양동,자양우성7,월세,84.93,202307,"         7,000",           220,19,1998,아차산로36길 39,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,자양우성7,월세,59.94,202307,"        10,000",           150,15,1998,아차산로36길 39,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,자양우성7,전세,59.94,202307,"        46,000",             0,16,1998,아차산로36길 39,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,자양우성7,전세,59.94,202307,"        45,000",             0,16,1998,아차산로36길 39,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,자양우성7,전세,59.94,202307,"        55,000",             0,18,1998,아차산로36길 39,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,자양우성7,전세,84.93,202307,"        60,000",             0,8,1998,아차산로36길 39,-,-,-, , 
서울특별시 광진구 자양동,자양우성7,전세,59.94,202307,"        49,000",             0,9,1998,아차산로36길 39,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,자양하늘채베르,전세,59.92,202307,"        52,000",             0,5,2023,자양로 55,202307~202507,신규,-,0,0
서울특별시 광진구 자양동,자양하늘채베르,월세,59.92,202307,"        15,000",           190,7,2023,자양로 55,202308~202408,신규,-,0,0
서울특별시 광진구 자양동,자양현대6,전세,59.98,202307,"        45,000",             0,8,1999,자양번영로3길 66,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,자양현대6,전세,84.97,202307,"        57,000",             0,3,1999,자양번영로3길 66,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,자양현대6,월세,59.98,202307,"         4,000",           115,1,1999,자양번영로3길 66,202310~202510,갱신,-,"4,000",95
서울특별시 광진구 자양동,자양호반써밋,전세,40.2751,202307,"        50,000",             0,19,2021,능동로 69,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,자양호반써밋,전세,59.079,202307,"        75,000",             0,8,2021,능동로 69,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,자양호반써밋,전세,40.2751,202307,"        53,000",             0,3,2021,능동로 69,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,자양힐101동,월세,82.75,202307,"         5,000",           160,2,2005,자양로21길 16-14,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,자양힐101동,전세,82.75,202307,"        45,000",             0,1,2005,자양로21길 16-14,202307~202507,신규,-,0,0
서울특별시 광진구 자양동,테라팰리스건대2차,전세,57.3,202307,"        25,000",             0,9,2018,아차산로 311,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,한강극동,전세,84.45,202307,"        45,000",             0,10,1991,능동로3길 53,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,한강성원,전세,84.12,202307,"        50,000",             0,15,1997,능동로3길 17,202307~202507,갱신,사용,"75,000",0
서울특별시 광진구 자양동,한강성원,전세,84.12,202307,"        50,000",             0,15,1997,능동로3길 17,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,한강우성,월세,84.72,202307,"        10,000",           200,15,1993,능동로1길 15,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,한강우성,전세,84.72,202307,"        55,000",             0,13,1993,능동로1길 15,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,한강우성,전세,84.72,202307,"        75,000",             0,23,1993,능동로1길 15,202309~202409,갱신,-,"80,000",0
서울특별시 광진구 자양동,한강우성,월세,84.72,202307,"        20,000",           150,12,1993,능동로1길 15,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,한강우성,전세,84.72,202307,"        53,000",             0,6,1993,능동로1길 15,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,한강우성,전세,84.72,202307,"        55,000",             0,21,1993,능동로1길 15,202311~202511,신규,-,0,0
서울특별시 광진구 자양동,한강우성,전세,84.72,202307,"        45,000",             0,1,1993,능동로1길 15,202309~202509,갱신,-,"38,000",0
서울특별시 광진구 자양동,한강우성,월세,84.72,202307,"        10,000",           200,15,1993,능동로1길 15,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,한강이레,전세,57.36,202307,"        35,000",             0,4,2003,자양강변길 301,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,한강현대,월세,83.45,202307,"         7,000",           190,17,1993,능동로 19,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,한강현대,전세,83.45,202307,"        45,000",             0,9,1993,능동로 19,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,한강현대,월세,83.45,202307,"        10,000",           170,22,1993,능동로 19,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,한강현대,월세,83.45,202307,"        42,000",            20,16,1993,능동로 19,202308~202508,갱신,-,"42,000",0
서울특별시 광진구 자양동,한강현대,전세,83.45,202307,"        52,500",             0,21,1993,능동로 19,202307~202507,갱신,사용,"50,400",0
서울특별시 광진구 자양동,한강현대,전세,83.45,202307,"        51,000",             0,8,1993,능동로 19,202308~202508,갱신,-,"46,000",0
서울특별시 광진구 자양동,한라아파트,전세,59.96,202307,"        46,000",             0,5,1996,뚝섬로35길 10,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,한라아파트,전세,59.96,202307,"        45,000",             0,5,1996,뚝섬로33길 20,202309~202510,신규,-,0,0
서울특별시 광진구 자양동,한라아파트,전세,59.96,202307,"        45,000",             0,10,1996,뚝섬로35길 10,202308~202508,갱신,-,"60,000",0
서울특별시 광진구 자양동,한라아파트,전세,59.96,202307,"        52,000",             0,15,1996,뚝섬로35길 10,202310~202411,갱신,사용,"65,000",0
서울특별시 광진구 자양동,한솔리베르,전세,83.37,202307,"        55,000",             0,21,2002,뚝섬로56가길 28,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,한솔리베르,전세,83.37,202307,"        60,000",             0,22,2002,뚝섬로56가길 28,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,한솔리베르,전세,83.38,202307,"        55,000",             0,9,2002,뚝섬로56가길 28,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,한양,전세,157.87,202307,"        75,000",             0,6,1983,구의강변로 11,202310~202510,신규,-,0,0
서울특별시 광진구 자양동,한양,전세,157.87,202307,"        52,500",             0,4,1983,구의강변로 11,202307~202503,신규,-,0,0
서울특별시 광진구 자양동,한화꿈에그린,전세,138.85,202307,"       100,000",             0,14,2006,뚝섬로24길 74,-,-,-, , 
서울특별시 광진구 자양동,한화꿈에그린,전세,138.85,202307,"       100,000",             0,14,2006,뚝섬로24길 74,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,한화꿈에그린,월세,84.61,202307,"        50,000",            60,7,2006,뚝섬로24길 74,202307~202512,신규,-,0,0
서울특별시 광진구 자양동,현대3,전세,84.9,202307,"        55,000",             0,13,1996,뚝섬로56가길 10,202309~202509,신규,-,0,0
서울특별시 광진구 자양동,현대3,전세,59.97,202307,"        40,000",             0,9,1996,뚝섬로58길 101,202308~202508,신규,-,0,0
서울특별시 광진구 자양동,현대강변,전세,81.94,202307,"        45,000",             0,2,1991,자양로3가길 43,202310~202510,갱신,-,"60,000",0
서울특별시 광진구 중곡동,대영1동,전세,84.7,202307,"        36,000",             0,3,2001,용마산로1길 78,202307~202507,갱신,-,"35,000",0
서울특별시 광진구 중곡동,에스케이,월세,58.43,202307,"         5,000",           110,3,1999,용마산로 174,202308~202408,신규,-,0,0
서울특별시 광진구 중곡동,욱현하이브Ⅲ,월세,21.76,202307,"         5,000",            60,8,2012,용마산로1길 7,202308~202407,신규,-,0,0
서울특별시 광진구 중곡동,욱현하이브Ⅲ,월세,15.69,202307,"         3,000",            55,2,2012,용마산로1길 7,202307~202507,신규,-,0,0
서울특별시 광진구 중곡동,욱현하이브Ⅲ,월세,15.69,202307,"         5,000",            50,2,2012,용마산로1길 7,202308~202408,신규,-,0,0
서울특별시 광진구 중곡동,중곡2단지,전세,55.87,202307,"        18,000",             0,4,1976,긴고랑로1길 55,202308~202508,신규,-,0,0
서울특별시 광진구 화양동,(20-3),전세,25.16,202307,"        13,500",             0,9,2015,광나루로12길 5,-,갱신,-,"13,500",0
서울특별시 광진구 화양동,(20-3),전세,14.79,202307,"        10,000",             0,4,2015,광나루로12길 5,202308~202508,신규,-,0,0
서울특별시 광진구 화양동,(20-3),전세,26.95,202307,"        12,500",             0,8,2015,광나루로12길 5,202308~202508,신규,-,0,0
서울특별시 광진구 화양동,(20-3),전세,18.14,202307,"        12,000",             0,4,2015,광나루로12길 5,202309~202509,갱신,-,"11,000",0
서울특별시 광진구 화양동,(20-3),전세,25.16,202307,"        11,500",             0,9,2015,광나루로12길 5,202308~202508,신규,-,0,0
서울특별시 광진구 화양동,더메종건대,월세,14.63,202307,"         3,270",            11,9,2022,동일로 174,-,-,-, , 
서울특별시 광진구 화양동,더메종건대,월세,14.63,202307,"         3,320",            11,10,2022,동일로 174,-,-,-, , 
서울특별시 광진구 화양동,더메종건대,월세,16.21,202307,"         3,550",            12,9,2022,동일로 174,-,-,-, , 
서울특별시 광진구 화양동,더메종건대,월세,17.78,202307,"         4,060",            13,11,2022,동일로 174,-,-,-, , 
서울특별시 광진구 화양동,더메종건대,월세,17.78,202307,"         4,060",            13,10,2022,동일로 174,-,-,-, , 
서울특별시 광진구 화양동,더메종건대,월세,14.63,202307,           100,            24,4,2022,동일로 174,-,-,-, , 
서울특별시 광진구 화양동,더메종건대,월세,16.21,202307,"         3,200",            10,5,2022,동일로 174,-,-,-, , 
서울특별시 광진구 화양동,더메종건대,월세,17.78,202307,"         4,060",            13,10,2022,동일로 174,-,-,-, , 
서울특별시 광진구 화양동,더메종건대,월세,14.63,202307,"         3,290",            11,10,2022,동일로 174,-,-,-, , 
서울특별시 광진구 화양동,브라운스톤,전세,58.24,202307,"        43,500",             0,10,2006,광나루로 346,202308~202508,신규,-,0,0
서울특별시 광진구 화양동,신원리브웰화양동주상복합,전세,16.92,202307,"        16,000",             0,5,2019,능동로 170,202308~202508,신규,-,0,0
서울특별시 광진구 화양동,신원리브웰화양동주상복합,전세,16.92,202307,"        16,000",             0,6,2019,능동로 170,202308~202408,신규,-,0,0
서울특별시 광진구 화양동,씨즈건대힐스,월세,14.23,202307,"         1,000",            70,4,2017,광나루로20길 17,202308~202408,신규,-,0,0
서울특별시 광진구 화양동,씨즈건대힐스,월세,14.23,202307,"         2,000",            65,7,2017,광나루로20길 17,202407~202508,갱신,-,"2,000",57
서울특별시 광진구 화양동,아스하임(111-102),월세,14.11,202307,"         1,000",            78,11,2018,광나루로 382,202307~202507,신규,-,0,0
서울특별시 광진구 화양동,화양타워,전세,18.62,202307,"         9,300",             0,2,1999,능동로19길 47,202307~202507,갱신,-,"9,490",0
서울특별시 광진구 화양동,화양타워,월세,18.62,202307,"         3,000",            40,2,1999,능동로19길 47,202307~202507,신규,-,0,0
서울특별시 광진구 화양동,화양타워,월세,18.62,202307,"         1,000",            40,2,1999,능동로19길 47,202308~202408,신규,-,0,0
서울특별시 광진구 화양동,화양타워,월세,16.77,202307,"         5,000",            25,2,1999,능동로19길 47,-,-,-, , 
서울특별시 구로구 가리봉동,효성,전세,59.94,202307,"        25,000",             0,10,1998,남부순환로 1299,202308~202508,신규,-,0,0
서울특별시 구로구 개봉동,개봉동현대아이파크,월세,84.98,202307,"        40,000",            40,20,2006,개봉로2길 133-15,-,갱신,사용,"40,000",40
서울특별시 구로구 개봉동,개봉동현대아이파크,전세,84.98,202307,"        53,000",             0,9,2006,개봉로2길 133-15,202309~202509,갱신,-,"65,000",0
서울특별시 구로구 개봉동,개봉푸르지오,전세,59.86,202307,"        40,000",             0,6,2014,남부순환로 775,202309~202509,신규,-,0,0
서울특별시 구로구 개봉동,개봉푸르지오,전세,84.83,202307,"        45,000",             0,2,2014,남부순환로 775,202307~202507,갱신,사용,"56,000",0
서울특별시 구로구 개봉동,개봉푸르지오,전세,59.86,202307,"        40,000",             0,15,2014,남부순환로 775,202309~202509,신규,-,0,0
서울특별시 구로구 개봉동,개봉푸르지오,전세,84.94,202307,"        47,000",             0,9,2014,남부순환로 775,202309~202509,신규,-,0,0
서울특별시 구로구 개봉동,거성푸르뫼,전세,84.96,202307,"        32,000",             0,11,1993,고척로 85,202307~202507,갱신,-,"27,000",0
서울특별시 구로구 개봉동,거성푸르뫼2,전세,59.9,202307,"        24,000",             0,6,1994,고척로 82,-,-,-, , 
서울특별시 구로구 개봉동,거성푸르뫼2,전세,59.9,202307,"        24,000",             0,6,1994,고척로 82,202307~202507,신규,-,0,0
서울특별시 구로구 개봉동,동인,전세,67.36,202307,"        29,000",             0,5,1989,서해안로34가길 22,202307~202507,갱신,-,"35,000",0
