,조회연도,기업명,안정성유동비율,자기자본구성비율,부채비율,매출액순이익율,자기자본순이익율,매출액영업이익율,총자산순이익율,총자산회전율,자기자본회전율,총수지비율,경상수지비율,영업수지비율,영업수익,영업비용,영업이익,영업외수익,영업외비용,법인세차감전이익,법인세등,당기순이익,지자체,수도권여부,지역,설립기관,운영구분,공기업유형
3213,2017,군포시상수도,8968.63,99.66,0.34,0.67,0.09,-2.71,0.09,0.14,0.14,100.63,100.63,97.17,20370,20911,-541,997,323,133,0,133,기초,수도권,경기도,경기도 군포시,직영,상수도
3214,2018,군포시상수도,10104.78,99.61,0.39,-2.45,-0.34,-7.24,0.34,0.14,0.14,97.81,97.81,93.14,20440,21889,-1449,1448,488,-489,0,-489,기초,수도권,경기도,경기도 군포시,직영,상수도
3215,2019,군포시상수도,7827.46,99.53,0.47,-4.89,-0.66,-3.82,-0.66,0.13,0.13,95.67,95.67,96.19,20224,20985,-761,1288,1500,-973,0,-973,기초,수도권,경기도,경기도 군포시,직영,상수도
3216,2020,군포시상수도,9572.83,99.58,0.43,-5.26,-0.63,-9.93,-0.63,0.12,0.12,95.34,95.34,90.9,18949,20809,-1860,1181,306,-985,0,-985,기초,수도권,경기도,경기도 군포시,직영,상수도
3217,2011,시흥시상수도,7530.41,99.64,0.36,19,4.92,4.92,4.88,0.26,0.26,120.69,115.03,111.27,37346,33598,3748,1356,47,5057,0,5057,기초,수도권,경기도,경기도 시흥시,직영,상수도
3218,2012,시흥시상수도,115914.32,99.97,0.03,9.08,2.06,2.06,2.06,0.23,0.23,109.27,109.27,104.26,36447,35001,1446,1815,17,3244,0,3244,기초,수도권,경기도,경기도 시흥시,직영,상수도
3219,2013,시흥시상수도,108704.45,99.91,0.09,0.14,1.22,6.08,1.22,0.2,0.2,105.97,105.97,100.05,34842,32057,2785,1526,0,4311,0,4311,기초,수도권,경기도,경기도 시흥시,직영,상수도
3220,2014,시흥시상수도,99568.97,99.91,0.09,11.7,2.09,4.95,2.09,0.18,0.18,111.96,111.96,104.55,36759,34989,1770,2427,12,4185,0,4185,기초,수도권,경기도,경기도 시흥시,직영,상수도
3221,2015,시흥시상수도,14982.63,99.75,0.25,-14.43,-2.49,-19.51,-2.48,0.17,0.17,88.27,88.27,83.53,36661,43568,-6907,1799,1,-5109,0,-5109,기초,수도권,경기도,경기도 시흥시,직영,상수도
3222,2016,시흥시상수도,129280,100,0,7,1,2,1,0,0,107,107,101,37454,36752,702,1834,47,2489,0,2489,기초,수도권,경기도,경기도 시흥시,직영,상수도
3223,2017,시흥시상수도,271125.44,99.97,0.03,5.62,0.88,0.28,0.88,0.16,0.16,105.34,105.34,99.15,38492,38390,102,2271,307,2066,0,2066,기초,수도권,경기도,경기도 시흥시,직영,상수도
3224,2018,시흥시상수도,123010.75,99.96,0.04,4.12,0.61,-1,0.61,0.15,0.15,103.91,103.91,99.72,40243,40629,-386,2063,85,1592,0,1592,기초,수도권,경기도,경기도 시흥시,직영,상수도
3225,2019,시흥시상수도,128083.59,99.95,0.05,2.57,0.37,-3.25,0.37,0.15,0.15,102.4,102.4,96.7,40524,41791,-1267,2278,9,1002,0,1002,기초,수도권,경기도,경기도 시흥시,직영,상수도
3226,2020,시흥시상수도,104827.59,99.96,0.04,-2.92,-0.42,-7.65,-0.41,0.14,0.14,97.39,97.39,93.29,39911,42823,-2939,1946,128,-1120,0,-1120,기초,수도권,경기도,경기도 시흥시,직영,상수도
3227,2011,오산시상수도,2476.2,99.1,0.9,-11.8,-2,-2,-2,0.17,0.17,90.3,90.3,86.4,10886,12536,-1650,479,51,-1222,0,-1222,기초,수도권,경기도,경기도 오산시,직영,상수도
3228,2012,오산시상수도,1998.3,99,1,-8.8,-1.6,-1.5,-1.5,0.18,0.18,92.6,92.6,88,11485,12903,-1418,511,48,-955,0,-955,기초,수도권,경기도,경기도 오산시,직영,상수도
3229,2013,오산시상수도,1746.77,99.15,0.86,-2.04,-0.41,-2.69,-0.4,0.2,0.2,98.12,98.12,97.31,12979,13311,-332,207,127,-252,0,-252,기초,수도권,경기도,경기도 오산시,직영,상수도
3230,2014,오산시상수도,1436.65,99.09,0.92,-16.83,-3.46,-20.95,-3.43,0.21,0.2,86.86,86.86,82.25,13695,16373,-2678,527,1,-2152,0,-2152,기초,수도권,경기도,경기도 오산시,직영,상수도
3231,2015,오산시상수도,1068.68,98.88,1.13,-22.87,-4.27,-27.03,-4.23,0.2,0.2,84.74,84.74,78.58,14519,18095,-3576,815,0,-2761,0,-2761,기초,수도권,경기도,경기도 오산시,직영,상수도
3232,2016,오산시상수도,1164,99,1,-16,-3,-18,-3,0,0,87,87,85,14710,17146,-2436,404,134,-2166,0,-2166,기초,수도권,경기도,경기도 오산시,직영,상수도
3233,2017,오산시상수도,1987.07,98.75,1.27,-20.02,-3.7,-28.31,-3.66,0.18,0.18,85.85,85.85,77.22,15728,19663,-3935,1156,4,-2783,0,-2783,기초,수도권,경기도,경기도 오산시,직영,상수도
3234,2018,오산시상수도,1474.27,98.25,1.79,-12.3,-2.14,-18.84,-2.11,0.17,0.17,90.48,90.48,83.87,15995,18731,-2736,973,22,-1785,0,-1785,기초,수도권,경기도,경기도 오산시,직영,상수도
3235,2019,오산시상수도,516.88,99.09,0.92,-21.74,-3.6,-28.01,-3.55,0.16,0.17,83.94,83.94,78.14,15546,19605,-4059,914,5,-3150,0,-3150,기초,수도권,경기도,경기도 오산시,직영,상수도
3236,2020,오산시상수도,1933.62,99.37,0.64,-26.14,-4.37,-30.55,-4.33,0.17,0.17,80.88,80.88,76.74,15804,20365,-4561,704,46,0,0,-3902,기초,수도권,경기도,경기도 오산시,직영,상수도
3237,2011,남양주시상수도,9097.52,99.63,0.37,9.66,1.34,0.01,1.3,0.13,0.14,109.12,109.12,102.96,40207,39198,1009,2622,50,3581,0,3581,기초,수도권,경기도,경기도 남양주시,직영,상수도
3238,2012,남양주시상수도,48597.99,99.59,0.41,7.95,1.2,1.2,0.26,3.27,3.27,107.28,107.28,100.91,41286,40877,409,2746,166,2989,0,2989,기초,수도권,경기도,경기도 남양주시,직영,상수도
3239,2013,남양주시상수도,867.81,98.64,1.38,5.07,0.82,-0.71,0.17,3.36,3.36,104.84,104.84,99.39,41016,41296,-280,2422,132,2010,0,2010,기초,수도권,경기도,경기도 남양주시,직영,상수도
3240,2014,남양주시상수도,13857.24,99.55,0.45,3.12,0.43,-1.94,0.43,0.14,0.14,102.96,102.96,96.6,42101,42895,-794,2184,117,1273,0,1273,기초,수도권,경기도,경기도 남양주시,직영,상수도
3241,2015,남양주시상수도,32202.9,99.49,0.52,0.58,0.08,-4.61,0.08,0.14,0.14,100.53,100.53,95.82,43993,45938,-1945,2254,65,244,0,244,기초,수도권,경기도,경기도 남양주시,직영,상수도
3242,2016,남양주시상수도,23438,99,1,4,1,-2,1,0,0,104,104,99,44417,45314,-897,2734,224,1613,0,1613,기초,수도권,경기도,경기도 남양주시,직영,상수도
3243,2017,남양주시상수도,20493.73,99.64,0.36,-2.18,-0.3,-8.68,-0.3,0.14,0.14,98.02,98.02,92,44959,48822,-3863,2952,59,-970,0,-970,기초,수도권,경기도,경기도 남양주시,직영,상수도
3244,2018,남양주시상수도,17717.43,99.45,0.55,-6.66,-0.94,-12.04,-0.94,0.14,0.14,94.12,94.12,89.25,46581,52130,-5549,2538,59,-3070,0,-3070,기초,수도권,경기도,경기도 남양주시,직영,상수도
3245,2019,남양주시상수도,20675.08,99.48,0.53,-4.54,-0.65,-9.16,-0.65,0.14,0.14,95.88,95.88,91.59,47722,52059,-4337,2211,21,-2147,0,-2147,기초,수도권,경기도,경기도 남양주시,직영,상수도
3246,2020,남양주시상수도,17159.14,99.59,0.41,-10.18,-1.43,-12.56,-1.42,0.14,0.14,91.18,91.18,88.82,47302,53200,-5899,2147,1030,0,0,-4782,기초,수도권,경기도,경기도 남양주시,직영,상수도
3247,2011,평택시상수도,5799.02,99.63,0.37,-1.21,-0.18,-0.18,-0.18,0.15,0.15,98.91,98.91,96.59,42268,43503,-1235,1110,353,-478,0,-478,기초,수도권,경기도,경기도 평택시,직영,상수도
3248,2012,평택시상수도,10953.96,99.58,0.42,8.78,1.21,8.78,1.2,0.14,0.14,108.93,108.93,109.5,44570,41010,3560,656,509,3707,0,3707,기초,수도권,경기도,경기도 평택시,직영,상수도
3249,2013,평택시상수도,12060.17,99.1,0.36,0.52,0.06,0.11,0.06,0.13,0.13,100.49,100.49,100.06,47512,47465,47,738,552,233,0,233,기초,수도권,경기도,경기도 평택시,직영,상수도
