Date,Open,High,Low,Close,Adj Close,Volume
2022-08-17,37.509998,38.330002,36.549999,37.299999,36.776024,131419200
2022-08-18,37.259998,37.959999,36.689999,37.549999,37.022511,96070400
2022-08-19,36.480000,36.700001,35.070000,35.349998,34.853413,112128300
2022-08-22,33.889999,33.970001,32.259998,32.570000,32.112469,112487700
2022-08-23,32.430000,33.349998,32.200001,32.459999,32.004017,109754900
2022-08-24,32.299999,33.299999,32.099998,32.709999,32.250500,93502800
2022-08-25,33.279999,34.439999,32.939999,34.430000,33.946342,111026300
2022-08-26,34.349998,34.740002,30.200001,30.240000,29.815199,183138300
2022-08-29,29.350000,30.120001,28.959999,29.309999,28.898264,124220500
2022-08-30,29.790001,29.950001,27.559999,28.330000,27.932032,163507400
2022-08-31,29.160000,29.400000,27.770000,27.809999,27.419336,170515300
2022-09-01,27.080000,27.930000,26.020000,27.840000,27.448914,198660200
2022-09-02,28.639999,29.040001,26.170000,26.680000,26.305212,227231500
2022-09-06,26.760000,27.020000,25.459999,26.070000,25.703779,180541700
2022-09-07,26.180000,27.900000,26.110001,27.610001,27.222145,165784800
2022-09-08,27.030001,28.420000,26.639999,28.059999,27.665823,205399900
2022-09-09,28.680000,30.020000,28.660000,29.840000,29.420820,149367900
2022-09-12,30.299999,31.030001,30.190001,30.930000,30.495508,136570600
2022-09-13,28.240000,28.610001,25.559999,25.840000,25.477009,195648300
2022-09-14,26.129999,26.670000,25.639999,26.420000,26.048861,154645900
2022-09-15,25.879999,26.549999,24.650000,25.090000,24.737545,196865300
2022-09-16,24.209999,24.730000,23.670000,24.600000,24.254429,196071800
2022-09-19,23.940001,25.230000,23.920000,25.190001,24.836142,151346300
2022-09-20,24.530001,25.190001,23.980000,24.590000,24.244570,161059300
2022-09-21,24.809999,25.920000,23.230000,23.240000,22.913534,295557600
2022-09-22,22.850000,23.110001,22.070000,22.379999,22.065613,215542000
2022-09-23,21.799999,21.860001,20.450001,21.309999,21.010645,280652000
2022-09-26,21.160000,22.209999,20.830000,21.020000,20.724720,245303900
2022-09-27,21.820000,22.350000,20.500000,21.040001,20.744438,271960600
2022-09-28,21.030001,22.590000,20.680000,22.270000,21.957159,256019500
2022-09-29,21.309999,21.389999,19.620001,20.389999,20.103569,270097800
2022-09-30,20.160000,21.090000,19.280001,19.320000,19.048599,256598800
2022-10-03,19.700001,21.010000,19.360001,20.660000,20.369776,223611300
2022-10-04,21.900000,22.770000,21.889999,22.580000,22.262804,231661800
2022-10-05,21.670000,23.000000,21.010000,22.580000,22.262804,229199500
2022-10-06,22.299999,23.059999,21.920000,22.010000,21.700813,237543600
2022-10-07,20.879999,20.910000,19.160000,19.500000,19.226072,250972600
2022-10-10,19.520000,19.610001,18.299999,18.889999,18.624640,206499800
2022-10-11,18.520000,19.139999,17.740000,18.139999,17.885176,264873500
2022-10-12,18.230000,18.639999,17.930000,18.100000,17.845739,200741900
2022-10-13,16.520000,19.620001,16.320000,19.309999,19.038740,414753600
2022-10-14,19.850000,19.980000,17.459999,17.570000,17.323183,335066300
2022-10-17,18.809999,19.500000,18.799999,19.299999,19.028879,230025400
2022-10-18,20.870001,21.000000,19.170000,19.780001,19.502138,346276900
2022-10-19,19.410000,20.240000,19.010000,19.540001,19.265511,259851100
2022-10-20,19.330000,20.469999,18.959999,19.209999,18.940145,264851500
2022-10-21,18.980000,20.690001,18.730000,20.570000,20.281040,313729000
2022-10-24,20.629999,21.469999,19.799999,21.270000,20.971209,274622000
2022-10-25,21.480000,22.639999,21.469999,22.549999,22.233225,238399800
2022-10-26,21.180000,22.500000,20.930000,21.059999,20.764156,279465900
2022-10-27,20.790001,21.120001,19.770000,19.900000,19.620455,256629400
2022-10-28,19.750000,21.809999,19.709999,21.700001,21.395166,255388600
2022-10-31,21.180000,21.370001,20.490000,20.950001,20.655704,209561100
2022-11-01,21.740000,21.870001,20.209999,20.299999,20.014832,215232400
2022-11-02,20.280001,20.980000,18.180000,18.200001,17.944334,331476300
2022-11-03,17.650000,17.950001,17.040001,17.150000,16.909082,212231800
2022-11-04,18.129999,18.350000,16.850000,17.950001,17.697845,382370200
2022-11-07,18.160000,18.639999,17.709999,18.520000,18.259840,200943400
2022-11-08,18.850000,19.620001,18.090000,18.920000,18.654219,296056300
2022-11-09,18.530001,18.700001,17.530001,17.600000,17.352762,215569100
2022-11-10,20.150000,21.540001,19.700001,21.450001,21.148678,328442400
2022-11-11,21.430000,22.830000,21.120001,22.670000,22.351542,307134200
2022-11-14,22.170000,22.959999,21.820000,22.070000,21.759970,214225900
2022-11-15,23.650000,23.950001,22.180000,22.959999,22.637466,318265700
2022-11-16,22.500000,22.580000,21.820000,22.030001,21.720531,191679400
2022-11-17,20.950001,22.209999,20.910000,21.860001,21.552919,213462200
2022-11-18,22.559999,22.580000,21.280001,21.840000,21.533201,194788500
2022-11-21,21.520000,21.799999,20.969999,21.180000,20.882471,144111300
2022-11-22,21.330000,22.100000,20.830000,22.070000,21.759970,146238600
2022-11-23,22.049999,22.870001,22.010000,22.730000,22.410698,178783500
2022-11-25,22.340000,22.500000,22.150000,22.260000,21.947302,67376500
2022-11-28,21.799999,22.270000,21.059999,21.280001,20.981066,131382600
2022-11-29,21.320000,21.420000,20.469999,20.770000,20.478230,137902700
2022-11-30,20.850000,23.650000,20.650000,23.559999,23.229038,272734900
2022-12-01,23.700001,24.170000,23.010000,23.690001,23.357212,205503600
2022-12-02,22.450001,23.629999,22.389999,23.410000,23.081146,181655000
2022-12-05,22.879999,23.200001,21.860001,22.230000,21.917721,150990000
2022-12-06,22.180000,22.209999,20.500000,20.820000,20.527529,169900500
2022-12-07,20.559999,21.030001,20.180000,20.570000,20.281040,173667900
2022-12-08,20.870001,21.500000,20.389999,21.299999,21.000786,188920100
2022-12-09,21.049999,21.690001,20.770000,20.889999,20.596544,177003900
2022-12-12,20.910000,21.660000,20.670000,21.650000,21.345867,112827500
2022-12-13,24.180000,24.230000,21.719999,22.330000,22.016317,347692800
2022-12-14,22.209999,22.990000,21.080000,21.799999,21.493761,289455500
2022-12-15,20.860001,21.030001,19.350000,19.639999,19.364103,214026600
2022-12-16,19.480000,19.809999,18.709999,19.059999,18.792252,175642100
2022-12-19,19.100000,19.129999,17.980000,18.270000,18.013351,155266500
2022-12-20,18.000000,18.559999,17.670000,18.190001,17.934473,172881200
2022-12-21,18.410000,19.250000,18.230000,18.980000,18.713375,163187300
2022-12-22,18.230000,18.250000,16.580000,17.540001,17.383360,230450200
2022-12-23,17.209999,17.719999,16.830000,17.590000,17.432915,165067300
2022-12-27,17.459999,17.480000,16.719999,16.840000,16.689613,131600300
2022-12-28,16.750000,17.200001,16.100000,16.160000,16.015686,182434600
2022-12-29,16.670000,17.500000,16.530001,17.299999,17.145502,153054900
2022-12-30,16.760000,17.299999,16.500000,17.299999,17.145502,150970600
2023-01-03,17.740000,18.040001,16.469999,16.910000,16.758987,179925900
2023-01-04,17.330000,17.490000,16.540001,17.170000,17.016665,217636400
2023-01-05,16.809999,16.850000,16.280001,16.360001,16.213900,181252000
2023-01-06,16.650000,17.900000,16.100000,17.639999,17.482466,233447600
2023-01-09,18.080000,18.959999,17.889999,18.010000,17.849165,186021400
2023-01-10,17.820000,18.490000,17.700001,18.490000,18.324877,164361500
