Date,Open,High,Low,Close,Adj Close,Volume
2022-08-17,185.229996,186.880005,181.449997,183.350006,183.198578,44679900
2022-08-18,183.009995,188.649994,181.830002,187.729996,187.574951,41544700
2022-08-19,184.059998,185.199997,177.699997,178.490005,178.342606,44158800
2022-08-22,174.899994,175.580002,169.660004,170.339996,170.199310,40959300
2022-08-23,169.889999,174.649994,169.699997,171.809998,171.668106,36998600
2022-08-24,170.119995,174.059998,168.949997,172.220001,172.077759,52266100
2022-08-25,168.440002,179.470001,168.330002,179.130005,178.982056,77069100
2022-08-26,178.570007,179.240005,162.369995,162.600006,162.465714,76912700
2022-08-29,160.199997,163.380005,157.669998,158.009995,157.879517,49613200
2022-08-30,159.600006,160.389999,151.820007,154.679993,154.552246,53018100
2022-08-31,153.839996,155.399994,149.589996,150.940002,150.815338,57371000
2022-09-01,142.089996,143.800003,132.699997,139.369995,139.254883,117886500
2022-09-02,141.000000,141.710007,135.910004,136.470001,136.357300,74315700
2022-09-06,137.309998,137.789993,133.509995,134.649994,134.538773,53575100
2022-09-07,135.630005,138.380005,133.460007,137.139999,137.067459,51265700
2022-09-08,134.589996,140.080002,133.690002,139.899994,139.825989,62487300
2022-09-09,141.570007,144.740005,141.259995,143.869995,143.793900,48661200
2022-09-12,143.690002,145.470001,141.979996,145.050003,144.973282,48415900
2022-09-13,138.020004,139.220001,130.990005,131.309998,131.240555,71495600
2022-09-14,132.539993,132.899994,129.130005,131.279999,131.210556,58850700
2022-09-15,130.149994,132.330002,127.900002,129.289993,129.221588,52362500
2022-09-16,127.419998,132.119995,126.169998,131.979996,131.910172,67075100
2022-09-19,130.119995,134.630005,130.100006,133.820007,133.749237,56968500
2022-09-20,132.149994,134.830002,130.570007,131.759995,131.690308,52481800
2022-09-21,132.130005,140.309998,131.100006,132.610001,132.539856,80767900
2022-09-22,130.699997,131.490005,124.279999,125.610001,125.543556,75916200
2022-09-23,124.199997,126.110001,122.570000,125.160004,125.093796,66330900
2022-09-26,124.910004,126.589996,122.139999,122.279999,122.215317,54734300
2022-09-27,125.070000,127.360001,122.580002,124.129997,124.064339,55385400
2022-09-28,124.099998,128.229996,123.540001,127.360001,127.292633,54241400
2022-09-29,124.480003,125.000000,119.459999,122.199997,122.135361,53276300
2022-09-30,120.870003,126.330002,120.750000,121.389999,121.325790,56563800
2022-10-03,123.470001,126.779999,121.050003,125.120003,125.053818,54747800
2022-10-04,128.789993,132.199997,128.789993,131.669998,131.600357,58418200
2022-10-05,129.110001,133.210007,126.209999,132.089996,132.020126,50713100
2022-10-06,132.199997,136.559998,131.029999,131.300003,131.230560,64415700
2022-10-07,125.050003,126.699997,120.220001,120.760002,120.696121,67247800
2022-10-10,120.370003,121.239998,114.080002,116.699997,116.638275,69869900
2022-10-11,115.610001,118.459999,112.830002,115.860001,115.798714,66748200
2022-10-12,115.790001,117.349998,113.449997,115.000000,114.939171,49259000
2022-10-13,109.709999,120.779999,108.129997,119.599998,119.536736,85010300
2022-10-14,120.570000,121.110001,112.040001,112.269997,112.210609,71343200
2022-10-17,115.180000,119.480003,115.169998,118.879997,118.817116,58077400
2022-10-18,123.440002,124.919998,116.180000,119.669998,119.606689,65936200
2022-10-19,118.790001,123.500000,118.339996,120.510002,120.446259,52313100
2022-10-20,121.129997,127.690002,121.050003,121.940002,121.875496,65239800
2022-10-21,120.980003,124.980003,118.870003,124.660004,124.594063,60949400
2022-10-24,125.080002,127.099998,120.639999,125.989998,125.923363,51745700
2022-10-25,126.940002,133.000000,126.639999,132.610001,132.539856,50548200
2022-10-26,128.690002,133.880005,127.080002,128.960007,128.891800,53295300
2022-10-27,136.300003,138.380005,131.220001,131.759995,131.690308,58311300
2022-10-28,131.039993,138.500000,130.610001,138.339996,138.266815,52104000
2022-10-31,137.779999,138.380005,132.970001,134.970001,134.898605,48634100
2022-11-01,138.110001,139.250000,135.190002,135.429993,135.358368,43281700
2022-11-02,138.500000,142.100006,132.110001,132.190002,132.120087,67262800
2022-11-03,130.429993,137.809998,129.559998,134.210007,134.139008,50006500
2022-11-04,139.860001,142.289993,136.970001,141.559998,141.485123,61257600
2022-11-07,142.279999,144.119995,139.539993,143.009995,142.934341,41006100
2022-11-08,148.009995,148.910004,142.160004,146.020004,145.942764,59529200
2022-11-09,141.619995,142.110001,137.589996,137.759995,137.687134,45441400
2022-11-10,148.000000,157.729996,145.470001,157.500000,157.416687,70081900
2022-11-11,158.070007,163.889999,154.820007,163.270004,163.183640,65548700
2022-11-14,162.179993,165.399994,159.220001,162.949997,162.863800,52785200
2022-11-15,167.220001,169.979996,163.820007,166.660004,166.571838,54587600
2022-11-16,161.619995,163.619995,158.729996,159.100006,159.015839,64954700
2022-11-17,157.149994,162.660004,155.350006,156.770004,156.687073,71089400
2022-11-18,159.660004,160.020004,151.199997,154.089996,154.008484,49207200
2022-11-21,151.470001,154.770004,150.800003,153.169998,153.088959,40473900
2022-11-22,153.279999,160.580002,151.220001,160.380005,160.295166,47286600
2022-11-23,160.979996,165.270004,160.479996,165.190002,165.102631,42724100
2022-11-25,163.179993,164.869995,161.720001,162.699997,162.613937,16793400
2022-11-28,160.259995,163.570007,157.250000,158.270004,158.186295,30374100
2022-11-29,158.270004,159.320007,155.199997,156.389999,156.307281,29838400
2022-11-30,156.970001,169.300003,155.970001,169.229996,169.183762,56529800
2022-12-01,169.990005,172.649994,166.350006,171.350006,171.303177,47097700
2022-12-02,166.589996,169.330002,164.449997,168.759995,168.713882,37138900
2022-12-05,166.789993,169.949997,164.720001,166.100006,166.054611,35225500
2022-12-06,165.300003,165.729996,158.190002,159.869995,159.826309,35269400
2022-12-07,157.720001,161.860001,156.669998,161.199997,161.155945,37238800
2022-12-08,162.729996,171.789993,159.589996,171.690002,171.643082,51545600
2022-12-09,171.600006,175.830002,169.750000,170.009995,169.963531,46533800
2022-12-12,170.369995,175.380005,167.970001,175.350006,175.302094,45732800
2022-12-13,185.309998,187.899994,177.110001,180.720001,180.670624,65658900
2022-12-14,179.869995,182.520004,174.199997,176.740005,176.691711,49688800
2022-12-15,171.460007,173.199997,167.000000,169.520004,169.473679,47854200
2022-12-16,168.639999,170.410004,164.100006,165.710007,165.664719,47823200
2022-12-19,165.720001,166.089996,161.449997,162.539993,162.495575,35403900
2022-12-20,160.639999,163.100006,158.520004,160.850006,160.806046,40326000
