,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
36,미래한국당,전국,비례대표,박대수,노동운동가,59,19600830,한국항공대학교 항공경영대학원 항공경영 졸업(석사),"(전)한국노총 25,26대 상임부위원장",0
37,더불어시민당,전국,비례대표,유정주,(주)꽃다지 대표이사,44,19751213,동국대학교 영상대학원 영화영상제작학과 박사과정 수료,(전)(사)한국애니메이션 산업협회 회장,0
38,더불어시민당,전국,비례대표,최혜영,강동대학교 교수,40,19790601,나사렛대학교 일반대학원 재활학박사,(현)강동대학교 사회복지행정과 교수,0
39,미래한국당,전국,비례대표,김예지,피아니스트,39,19801213,"위스콘신대학교-매디슨 음악예술학과 졸업(박사, 2010.9.~2014.5.)",(전)유니온 앙상블 예술감독,0
40,미래한국당,전국,비례대표,지성호,정치인,38,19820403,동국대학교 대학원 법학과 졸업(석사과정),(전)NAUH(나우) 대표이사,0
41,더불어시민당,전국,비례대표,김병주,정당인,58,19620207,경기대학교 정치전문대학원 국제정치학 박사(외교안보학과 전공),(전)한미연합사 부사령관,0
42,더불어시민당,전국,비례대표,이수진,간호사,50,19690514,연세대학교 행정대학원 공공정책학석사 졸업,(전)더불어민주당 최고위원,0
43,미래한국당,전국,비례대표,이영,벤처기업가(CEO),50,19690606,한국과학기술원(KAIST) 수학과 졸업(이학석사),(전)(사)한국여성벤처협회 회장,0
44,더불어시민당,전국,비례대표,김홍걸,민족화해협력범국민협의회 대표상임의장,56,19631112,미국 서던캘리포니아대학교 국제관계학 졸업(석사)(1994.8.~2000.4.),(현)민족화해협력범국민협의회 대표상임의장,0
45,미래한국당,전국,비례대표,최승재,소상공인생존권 운동연대 대표,52,19670711,양서종합고등학교 졸업,(전)소상공인 연합회 회장,0
46,미래한국당,전국,비례대표,전주혜,변호사,53,19660715,서울대학교 법과대학 사법학과 졸업(학사),(전)서울중앙지방법원 부장판사,0
