,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
22,민주당,서울특별시,노원구,조남수,사회복지기관근무대표,52,19571003,세계사이버대학 재학중,곰두리자원봉사연합노원고지회지회장,0
23,한나라당,서울특별시,은평구,유명란,정당인,37,19720824,서울시립대학교대학원 행정학석사2학기 재학,현 서울시당 운영위원,0
24,민주노동당,울산광역시,북구,이혜경,(사)울산여성회 북구지부장,41,19690321,울산대학교 사학과 졸업,현)울산여성회 북구지부장,0
25,한나라당,울산광역시,울주군,정인숙,정당인,43,19670405,부산 동의대학교 상경대학 회계학과 2년수료,전) 범서중학교 운영위원,0
26,한나라당,경기도,수원시,전애리,안양대학교 음악대학 외래교수,50,19600429,"미국 세난도아대학원(음악연주,음악교육) 졸업",(전)수원여자대학 교수,0
27,한나라당,경기도,수원시,이영주,사단법인 대한노인회 수원시 팔달구지회 사무국장,65,19450108,오산대학교 산업행정과 졸업,(전)수원시지방행정공무원35년,0
28,민주당,경기도,수원시,박순영,자영업,46,19640225,영신여자고등학교 졸업,매탄초등학교 학부모회 회장,0
29,민주당,경기도,수원시,유철수,회사원,50,19591111,한국방송통신대학교 경영학과 졸업,율전동주민자치위원회 위원,0
30,한나라당,경기도,성남시,김순례,약사,54,19550627,숙명여자대학교 제약학과 졸업,前성남시약사회장,0
31,한나라당,경기도,성남시,지수식,삼영전자공업(주)노조위원장,50,19590910,청운대학교생활화학재료학과 졸업,(전)성남시의회4대의원,0
32,민주당,경기도,성남시,김선임,회사원,45,19650526,세종대학교 예체능대학 무용과 졸업,숭신여자고등학교총동문회 회장,0
33,민주당,경기도,성남시,박창순,건설업,47,19621021,단국대학교 행정법무대학원 행정학석사(지방자치행정),성남시 호남향우회 상임위원,0
34,한나라당,경기도,의정부시,국은주,서울사회복지대학원 대학교 겸임교수,45,19641210,강남대학교 사회복지전문대학원 수료(박사과정),(현)서울사회복지대학원 대학교 겸임교수,0
35,민주당,경기도,의정부시,강은희,겸임교수,61,19490315,한성대학교대학원 박사과정 수료(행정학),국가.지방직공무원 부이사관,0
36,한나라당,경기도,안양시,박정례,주부,62,19471010,미기재,(현)안양시여성단체협의회 회장,0
37,민주당,경기도,안양시,김선화,가사,46,19630712,안양과학대학교 사회복지과 졸업,안양시청소년위원회(석수2동)부위원장,0
38,국민참여당,경기도,안양시,손정욱,학원강사,40,19700528,동의대학교 법정대학 정치외교학과 졸업,씨메스 수학학원운영 (현),0
39,한나라당,경기도,부천시,경명순,주부,50,19590721,신광여자고등학교 졸업,(현)한나라당경기도당여성위원회부위원장,0
40,민주노동당,경기도,부천시,김인숙,간호사,36,19740504,경기전문대학 졸업,현)보건의료노조 인부천본부 신천연합병원지부 정책부장,0
41,국민참여당,경기도,부천시,한혜경,주부,41,19681001,숭실대학교 인문대학 국어국문학과 졸업,진실을 알리는 시민모임 부천팀장(현),0
42,한나라당,경기도,광명시,강복금,주부,55,19550130,한국방송통신대학교 교육학과 1학년 재학중,현) 하안1동 현대아파트 입주자 대표회장,0
43,민주당,경기도,광명시,문영희,대학겸임교수,43,19670423,숭실대학교 대학원 졸업,전) 성결대학교 사회복지학과 외래교수,0
44,한나라당,경기도,평택시,오경환,주부,60,19500501,양성중학교 졸업,현)한나라당 경기도당 여성위원회 평택시갑 지회장,0
45,민주당,경기도,평택시,명은희,주부,47,19620906,온양여자고등학교 졸업,민주평화통일자문위원 평택위원회 여성위원장,0
46,한나라당,경기도,양주시,송갑재,양주시 평통 자문위원,56,19530705,반월초등학교 졸업,(전)양주시새마을부녀회회장,0
47,한나라당,경기도,동두천시,장영미,대호B.G.M(갈비식당)운영,52,19580212,영주전문학교졸업,(현)국제라이온스협회354-H지구1지역부총재,0
48,한나라당,경기도,안산시,윤미라,어린이집시설 원장,47,19630216,성균관대학교 교육대학원 교육학과 졸업,(전)17대 대선중앙선거대책위원회직능정책본부여성위원회부단장,0
49,민주당,경기도,안산시,나정숙,안산YWCA 이사,47,19630323,성공회대학교 NGO대학원졸업,(전)안산 YMCA회장,0
50,국민참여당,경기도,안산시,함영미,강사,29,19810510,서해고등학교졸업,(전)(주)알로에마임 교육강사,0
51,한나라당,경기도,고양시,오영숙,보람 어린이집 대표,44,19651208,명지대학교 사회복지대학원 졸업 사회복지학 석사,현) 고양시 보육시설연합회 회장,0
52,민주당,경기도,고양시,이윤승,정당인,45,19640605,이화여자대학교 체육대학 체육학과 졸업,고양여성민우회 정책자문위원,0
53,국민참여당,경기도,고양시,김윤숙,주부,41,19681009,성공회대학교 일반대학원 사회학과 수료,열린우리당 고양시 일산서구 운영위원장(전),0
54,국민참여당,경기도,과천시,박정원,정당인,47,19620904,이화여자대학교 대학원 사회학과졸업,(전)㈜LG애드 조사부,0
55,민주당,경기도,의왕시,전경숙,정당인,51,19580917,한국방송통신대학교 행정학과 재학 ,민주평통 의왕시협의회 자문위원,0
56,민주당,경기도,구리시,민경자,아이다에듀 어린이도서관 관장,46,19640520,서울여자대학교 사회복지대학원 졸업,구리의제21협의회 위원,0
57,한나라당,경기도,남양주시,남혜경,회사원,42,19680524,건국대학교 일반대학원 교육학과 유아교육전공,(현)남양주시명품교육부모회회장,0
58,민주당,경기도,남양주시,이연숙,정당인,59,19500811,경복대 복지행정학과 1년 재학,(전)남양주백합로타리클럽회장,0
59,민주당,서울특별시,은평구,이용선,정당인,61,19480925,국민대학교 경제학과 졸업,요양보호사자격증 1급,0
60,한나라당,서울특별시,서대문구,김다순,정당인,61,19481208,미기재,現 서대문구 여성포럼 단장,0
61,민주당,서울특별시,서대문구,정안순,부동산실장,60,19500501,목포유달초등학교 졸업,민주당 서대문갑 여성위원장,0
62,한나라당,서울특별시,마포구,김수진,정당인,43,19660911,동아인재대학 사회 복지학 졸업,現 사회복지사,0
63,민주당,서울특별시,마포구,이필례,주부,55,19540725,조선여자대학교 이수,대흥동 녹색환경위원회 회장,0
64,한나라당,서울특별시,양천구,나상희,사회복지사,48,19620121,중앙대학교 사회개발대학원 사회복지학 석사,現 서울시립 신목종합사회복지관 관장,0
65,민주당,서울특별시,양천구,강연숙,정당인,52,19580109,중앙대학교 졸업,숭실대학교 교직원,0
66,한나라당,서울특별시,강서구,한자선,무역업 대표,45,19650115,염광여자상업고등학교졸업(현 염광여자메디텍고등학교),現)한나라당 강서갑 당원협의회 등촌2동 여성회장,0
67,민주당,서울특별시,강서구,최영자,정당인,55,19540822,미기재,,0
68,한나라당,서울특별시,구로구,김복희,노래강사,58,19520303,산곡초등학교 졸업,現 서울시당 홍보위원회 부위원장,0
69,민주당,서울특별시,구로구,김준희,구립중앙어린이집 원장,47,19630222,중앙대학교대학원 졸업,,0
70,민주당,서울특별시,금천구,우성진,부동산중개업 대표,45,19650101,인천여자상업고등학교 졸업,,0
71,한나라당,서울특별시,영등포구,오현숙,주부,46,19640510,미기재,(전) 녹색어머니회 영등포구 연합회장,0
72,민주당,서울특별시,영등포구,정선희,정당인,51,19590320,경기도 문산여자종합고등학교(현 문산여자고등학교) 졸업,(현) 민주당 영등포갑 상무위원,0
73,한나라당,서울특별시,동작구,정유나,주부,41,19681018,이화여자대학교 독어독문학과 졸업,신남성초등학교 녹색어머니회장(전),0
74,민주당,서울특별시,동작구,김영미,(주)엘투이엔아이이 대표이사,50,19600429,서울상명여자사범대학교 졸업(현 상명대학교),(주)엘투이엔아이이 대표이사(현),0
75,한나라당,서울특별시,관악구,정예숙,자영업,64,19450610,신동신중학교 졸업,(전)관악구 새마을부녀회장,0
76,민주당,서울특별시,관악구,왕정순,자영업,49,19610506,국민대학교 정치대학원 여성정치학과 1학기 재학,(사)미래교육희망상임이사,0
77,민주당,서울특별시,관악구,김정애,국회사무처 비서관(5급상당),50,19591126,학점인정등에 관한 법률규정에 의한 문학사,관악사랑자원봉사회 회장,0
78,한나라당,서울특별시,서초구,백윤남,정당인,60,19491205,단성중학교 졸업,現서울시당 선출직 전국위원,0
79,민주당,서울특별시,서초구,안종숙,민주당서초을지역위원회여성위원장,45,19641129,경원대학교 졸업,한국전력수화력건설처,0
80,한나라당,서울특별시,강남구,오옥근,정당인,59,19510303,숙명여자대학교 문과대학 체육교육과 4학년 중퇴 (1969.3.7~1973.3.30),4대 비례대표,0
81,한나라당,서울특별시,강남구,이종열,(주)웨딩토탈노블스튜디오 대표이사,50,19591125,부천대학 공업경영과 졸업,(현)한나라당 서울시당 부위원장,0
82,민주당,서울특별시,강남구,문인옥,미광공인중개사사무소 대표,51,19581106,조선대학교 의과대학 간호학과 졸업,(현)민주당 강남을 여성위원장,0
83,한나라당,서울특별시,송파구,임정진,송파여성인력개발센터 관장,43,19661127,아주대학교 경영대학원 경영학 석사,(현)송파여성인력개발센터 관장,0
84,한나라당,서울특별시,송파구,김순애,송파을당원협의회여성부장,61,19480711,무학여자고등학교 졸업,(현)서울시당 여성위원회 부위원장,0
85,민주당,서울특별시,송파구,이성자,정당인,53,19560820,호남대학교 졸업,충청향우회 중앙회 여성회장,0
86,한나라당,서울특별시,강동구,차혜진,자영업,49,19600721,한국방송통신대학교 일본어학과 재학,現 강동구 장애인연합회 홍보이사,0
87,민주당,서울특별시,강동구,송명화,정당인,36,19730609,세종대학교 정책과학대학원 사회복지학과 석사과정 재학,1급 사회복지사,0
88,한나라당,부산광역시,중구,김영이,정당인,58,19520120,통영여자고등학교 졸업,(전) 한나라당 중구 영주2동 여성회 회장,0
89,한나라당,부산광역시,서구,허유정,부산외국어대학교 일본어학부 강사,34,19751201,한국외국어대학교 대학원 신문방송학과 박사수료,한나라당 부산시당 상임 부대변인(현),0
90,한나라당,부산광역시,동구,오경희,동구의회의원,44,19651003,부산대학교 대학원 법학과 박사과정 졸업,"前, 한나라당차세대여성위원회위원장",0
91,한나라당,부산광역시,영도구,손향혜,정당인,65,19450327,이화여자대 사법대학 가정학과 졸업,前 부산 영선중학교 교장,0
92,한나라당,부산광역시,부산진구,문영미,한나라당 부산진갑 당원협의회 사무국장,50,19591130,동아대학교 사회복지대학원 사회복지학과(사회복지학 석사),(전)금정전자고등학교 교사,0
93,민주당,부산광역시,부산진구,조월연,문화인쇄공사부사장,63,19470117,미기재,열린우리당 부산진구갑 여성위원장,0
94,한나라당,부산광역시,동래구,박혜숙,주부,65,19440728,동래여자중 졸,前 부산시 새마을 부녀회장,0
95,민주당,부산광역시,동래구,조복선,복지사,49,19600618,부산여자대학 사회복지학과 졸업,열린우리당 부산진구 갑 여성 위원장,0
96,한나라당,부산광역시,남구,손애휘,남구의회 의원,45,19641107,한국해양대학교 대학원 졸업(경영학 박사),"前, 부산광역시의회 연구위원",0
97,민주당,부산광역시,남구,정혜숙,정당인,52,19571126,한국방송통신대학교 교육학과 1학년 재학중,민주당 부산광역시당 여성위원회 부위원장,0
98,한나라당,부산광역시,북구,손연자,정당인,63,19470330,부산정보대 사회복지과 1년 중퇴,(현)한나라당 부산광역시당 여성홍보단장,0
99,민주당,부산광역시,북구,이순영,(주)푸드다산영업이사,52,19580412,동아대학교 대학원 졸업 국어국문학 석사,(전)민주평화통일자문회의 자문위원,0
100,한나라당,부산광역시,해운대구,이상희,이화컬러디자인센터 원장,37,19721225,홍익대학교 대학원 디자인·공예학과 박사과정 휴학중,現 한나라당 부산시당 부대변인,0
101,민주당,부산광역시,해운대구,심형균,통합문화예술강사,41,19681225,동의대학교 성악과 졸업,전.음악학원 원장,0
102,한나라당,부산광역시,기장군,백영희,효자손재가 장기요양기관 관리부장,47,19620904,양산대학 사회복지보육학과 재학중,전)기장교리초등학교 학부모회 초대회장,0
103,한나라당,부산광역시,사하구,한정옥,정당인,54,19560226,가야대학교 사회복지학과 2학년 재학중,(현) 한나라당 사하갑 당원협의회 부위원장,0
104,민주당,부산광역시,사하구,이윤희,무,61,19481228,미기재,(현) 사하구 지역여성위원회 여성회장,0
105,한나라당,부산광역시,금정구,김남희,(사)부산지체장애인단체협의회부회장,47,19621123,한국방송통신대 교육학과 졸업,"現, 보건복지부 장애인복지실무위원",0
106,민주당,부산광역시,금정구,방희원,정당인,47,19630423,숙명여자대학교 역사학과 졸업,부산발전연구원 전문위원,0
107,한나라당,부산광역시,강서구,정옥영,(주)두영산기 대표이사,51,19581229,김해여자고 졸,"現, 녹산국가산업공단 경영자협의회 이사",0
108,한나라당,부산광역시,연제구,성명자,새마을운동 연제구 지회장,66,19430918,울산여자고등학교 졸업,(현)연제문화원 이사,0
109,한나라당,부산광역시,수영구,제인숙,리치웨이(주) 대표이사,60,19500510,대구미래대학 사회복지과 졸업,남천2동주민자치 부위원장(전),0
110,한나라당,부산광역시,사상구,조송은,정당인,49,19610124,경남정보대 사회복지과,"前, 모산초등학교 운영위원장",0
111,민주당,부산광역시,사상구,심정숙,(사)푸른마을 기획부장,43,19660614,부산대학교 행정대학원 행정학과 사회복지학 전공 석사 과정 1년 재학중,민주당 사상구 지역위원회 여성위원장,0
112,한나라당,대구광역시,중구,신정옥,신정옥콜렉션 대표,50,19600303,대구대 디자인대학원 디자인학 석사,현 신정옥컬렉션대표,0
113,한나라당,대구광역시,동구,김옥란,정당인,53,19570120,대구외국어대학교 사회과학부 3학년 재학(사회복지 전공),,0
114,친박연합,대구광역시,동구,이은영,정당인,46,19630901,성화중학교 졸업,전)서울뉴스 발행인,0
115,한나라당,대구광역시,서구,김명혜,정당인,65,19441021,대구여자고등학교 졸업,한나라당 대구시지부 서구지구당 부국장(전),0
116,한나라당,대구광역시,서구,성기순,한사랑 어린이집 대표,40,19691113,계명대학교 정책대학원 사회복지학 석사과정 졸업,(사)대구시보육시설연합회 민간분과 서구지화장(전),0
117,한나라당,대구광역시,남구,김종숙,한지공예원 원장,47,19630228,경북도립대학 스타일코디과 졸업,현 한나라당 남구여성위원회 부지회장,0
118,한나라당,대구광역시,북구,최영옥,주부,67,19430107,미기재,전)대구 북구새마을부녀회장,0
119,친박연합,대구광역시,북구,강지수,정당인,41,19680825,월배초등학교 졸업,전)산격3동 통장,0
120,한나라당,대구광역시,수성구,이정현,국회의원 비서,38,19710923,경북대학교 행정대학원 재학중(3학기),현 국회의원 이한구 비서,0
121,친박연합,대구광역시,수성구,박소현,학생,36,19740502,계명대학교 졸업(동양화 전공),계명대 동양학과 학생회장,0
122,한나라당,대구광역시,달서구,김화덕,주부,47,19630110,계명대학교 행정대학원 행정하고가 석사과정 4학기 재학중,달서구새마을부녀회장,0
123,한나라당,대구광역시,달서구,김해철,정당인,46,19631214,영남대학교 행정대학원 정치학과 정치홍보및선거전공 졸업(정치학석사),現 달서(을) 당협 부위원장,0
124,친박연합,대구광역시,달서구,신은주,전업주부,53,19570218,태광고등학교졸업,친박산악회 부회장,0
125,한나라당,대구광역시,달성군,김옥순,정당인,52,19571220,계명문화대학 사회복지상담 졸,현)박근혜국회의원사무소 여성부장,0
126,민주당,인천광역시,중구,최찬용,새순기획 대표,53,19570226,한국방송통신대학교 국어국문학과 졸업,새얼문학회장,0
127,민주노동당,인천광역시,동구,박윤주,근로복지공단 인천산재병원 간호사,35,19740605,계명대학교 간호대학 졸업,건강한세상 아름다운이웃 참의료 실천단 운영위원,0
128,한나라당,인천광역시,남구,임경임,한라상조(주)지사장,45,19650420,경북과학대학 사회복지계열사회복지전공 졸업,(사)대한주부환경연합 인천 남구지회장(현),0
129,민주당,인천광역시,남구,전경애,정당인,54,19550625,미기재,사단법인 남북교류환경연대 상임고문,0
130,민주당,인천광역시,연수구,장현희,정당인,57,19530116,인천인화여자고등학교 졸업,민주당 여성위원회부위원장,0
131,한나라당,인천광역시,남동구,김은선,한나라당 남동을 당협 여성부장,48,19620107,한국방송통신대학교 법학과 1학년 제적,남동농협 대의원(현),0
132,민주당,인천광역시,남동구,서점원,정당인,48,19611102,미기재,민주당 인천시당 남동갑 여성위원장,0
133,한나라당,인천광역시,부평구,한금옥,정당인,51,19590328,무주중학교 졸업,(전)한국자유총연맹부평구지부 여성회장,0
134,민주당,인천광역시,부평구,강순화,정당인,52,19580428,대입검정고시합격,인천시학교운영연합회지도위원,0
135,한나라당,인천광역시,계양구,민순자,회사원,52,19580101,혜원고등학교 졸업,한나라당 계양을 당협여성위원장(현),0
136,민주당,인천광역시,계양구,전선경,정당인,48,19611221,"대전실업전문대학 졸업(현, 우송정보대학)",(전)송영길 국회의원 여성정책 비서,0
137,한나라당,인천광역시,서구,이윤숙,다사랑 어린이집 시설장,35,19741015,한국방송통신대학교 유아교육과 졸업,현)인천시 서구 가정어린이집 연합회 회장,0
138,민주당,인천광역시,서구,김병근,어린이집 원장,52,19580201,군장대학 스포츠건강복지학과 졸업,다솔어린이집원장,0
139,한나라당,인천광역시,강화군,고영희,엘리트어린이집대표자,48,19620314,평생교육진흥원 사회복지학 전공,전)인천시 어린이집연합회 강화군지회장,0
140,한나라당,인천광역시,옹진군,유순일,옹진군자원봉사센터 소장,60,19490718,배화여자고등학교 졸업,인천시 옹진군 주민생활지원과장(전),0
141,민주당,광주광역시,동구,채명희,기간제 교사,55,19541028,광주대학교 산업대학원 문예창작학 석사,(현) 광주남초등학교 기간제 교사,0
142,민주당,광주광역시,서구,주경님,정당인,46,19631017,전남대학교 행정대학원 행정학과 지방자치전공 석사(2년재학),성공스피치 리더쉽센터장,0
143,민주노동당,광주광역시,서구,김은아,정당인,35,19750107,조선대학교 경상대학 회계학과 졸업,현)함께할 새누리 지역아동센터 대표,0
144,민주당,광주광역시,남구,한문덕,요가원 원장,51,19581028,성화대학 사회복지학과 졸업,(사)한국효도회 광주광역시남구지회장,0
145,민주노동당,광주광역시,남구,배진하,남구청 공무원 노동조합 사무차장,38,19710622,광주대학교 사회과학대학 신문방송학과 졸업,광주전남통일대축전행사위원회 조직국장(전),0
146,민주당,광주광역시,북구,전진숙,주부,41,19690205,전남대학교 일반대학원 사회학과 석사,한국여성단체연합이사,0
147,민주노동당,광주광역시,북구,최유진,정당인,26,19830627,전남대학교 농업생명과학대학 생명공학과 수료,(전)시민의소리기자,0
148,민주당,광주광역시,광산구,박묘임,주부,55,19550116,호남대 사회복지대학원 재학중 ,가. 민주당 광주광역시당 부위원장,0
149,민주노동당,광주광역시,광산구,김은정,정당인,37,19720628,송원전문대학교 건축과 1년제적,(전)광산중학교 운영위원,0
150,민주당,대전광역시,동구,김현숙,주부,46,19631119,경안여자정보고등학교 졸업,동구지역위여성부위원장,0
151,자유선진당,대전광역시,동구,오관영,무직,49,19610501,대전여고부설방송통신고 2학년 재학중,중앙동 새마을금고 이사,0
152,민주당,대전광역시,중구,서진,중촌사회복지관 운영부장(사회복지사),35,19750525,한남대행정복지대학원(사회복지학석사),대전시 중구지역복지실무협의체 위원,0
153,자유선진당,대전광역시,중구,이충선,정당인,50,19600505,미기재,자유선진당 당원협의회 중구여성위원장,0
154,민주당,대전광역시,서구,김영미,어린이집 원장,48,19611004,대전대 경영행정.사회복지대학원졸(사회복지학석사),대전시 가정어린이집연합회장,0
155,자유선진당,대전광역시,서구,전순덕,주부,54,19560103,대전 여자 고등학교 부설방송통신고등학교 졸업,새마을 둔산1동 부녀회장,0
156,민주당,대전광역시,유성구,인미동,한남대 교직원,34,19751207,한남대학교 교육대학원 졸업,(사)대전CEO아카데미 사무국 과장,0
157,자유선진당,대전광역시,대덕구,조용태,자영업,48,19620505,배재대학교 경영학 석사,뉴대전라이온스클럽회장(현),0
158,한나라당,울산광역시,중구,김순점,진주영재어린이집 시설장,42,19680127,울산대학교 정책대학원 사회복지학과 3년 재학중(석사),前한나라당 중구 차세대위원장,0
159,민주노동당,울산광역시,중구,정현희,회사원,39,19710315,울산대학교 주거환경학과 졸업,前민주노동당 울산시당 여성위원장,0
160,한나라당,울산광역시,남구,안진희,하나유학 대표,56,19530826,이화여자대학교 교육대학원 음악교육학과 졸업,(현)국제소롭티미스트 울산태화클럽 회장,0
161,민주노동당,울산광역시,남구,국일선,정당인,41,19681203,이화여자대학교 생물학과 졸업,(전)전국민주화학섬유연맹 조직국장,0
162,민주노동당,울산광역시,동구,박문옥,동구의회의원,34,19751216,울산대학교 사회학과 졸업,"현)민주노동당 중앙위원, 대의원",0
163,자유선진당,충청남도,논산시,박영자,정당인,56,19540409,논산여자고등학교 졸업,논산시의회의원,0
164,민주당,충청남도,계룡시,김미경,문화강좌 및 방과후수업 강사,46,19640105,한국방송통신대학교 국어국문학과 졸업,13기 민주평통자문위원 교육분과위원장,0
165,한나라당,충청남도,부여군,이삼례,자영업,55,19550308,부여여자고등학교,신한철강 대표,0
166,자유선진당,충청남도,부여군,이지순,국회의원 이진삼 비서,56,19540419,백제중학교 졸업,자유선진당 여성부장,0
167,자유선진당,충청남도,서천군,양금봉,노인요양센터 서천실버홈 대표,50,19590904,군장대학 졸,서천군새마을부녀회장,0
168,자유선진당,충청남도,홍성군,이해숙,정당인,50,19591107,대흥고등학교 졸업,전 홍성군재향군인회여성회장,0
169,자유선진당,충청남도,청양군,권혁자,농업,51,19590225,성화대학 사회사업복지 2학년 재학,정산면 자원봉사 회장,0
170,한나라당,충청남도,예산군,박순옥,주부,57,19530301,신례원초등학교 졸업,민주평화통일자문회의 자문위원,0
171,자유선진당,충청남도,예산군,최동순,정당인,60,19500202,예산중앙초등학교 졸업,자유선진당예산당협여성특위위원장,0
172,민주당,충청남도,당진군,최은성,학원강사,33,19761115,침례신학대학교 신학과 졸업,(현)민주당당진지역여성위원장,0
173,자유선진당,충청남도,당진군,편명희,(예비)사회적기업가정을건강하게하는시민모임 대표,63,19461110,고려대학교 법과대학 법학과 졸업,(전)당진군여성단체협의회장,0
174,한나라당,전라북도,전주시,최인선,정당인,54,19560323,전주비전대 사회체육과 졸,한국 B.B.S전북도연맹 여성위원장,0
175,민주당,전라북도,전주시,김혜숙,전주대학교 국제교육교류원 강사,55,19550109,전주대학교 일반대학원 박사과정 졸업,사)한국나눔운동연합회 전북지회장,0
176,민주당,전라북도,전주시,김도형,정당인,40,19691010,전북대학교 회계학과 졸업,민주당 전라북도당 총무국장,0
177,국민참여당,전라북도,전주시,이옥주,정당인,50,19590608,전북대학교 대학원 졸업,(전)예수병원 노조위원장,0
178,한나라당,전라북도,군산시,엄문정,정당인,69,19400701,한양대학교 섬유공학과 졸업,(현)새만금코리아 고문,0
179,민주당,전라북도,군산시,함정식,정당인,70,19400120,군산대학교 대학원 유아교육과 석사졸업,(전)초등학교 교장,0
180,민주당,전라북도,군산시,채경석,정당인,67,19421015,군산수산고등전문학교(군산대학교) 졸업,(전)제3대 군산시의회의원,0
181,민주당,전라북도,익산시,김영희,무직,50,19591119,원광대학교대학원 행정학과 졸업(박사),(전)원광대학교인력개발여대생커리어개발센터책임연구원,0
182,민주당,전라북도,익산시,성신용,무직,59,19510515,원광보건대학 사회복지과 1년 휴학,(현)민주당익산(을)지역위원회 사무국장,0
183,민주노동당,전라북도,익산시,이경애,단체활동가,39,19701016,인천대학교 일어일문학과 3년 수료,(전)민주노총전북본부 교육부장,0
184,민주당,전라북도,정읍시,김기순,자영업,64,19460403,전주여자고등학교 졸업,(현)민주당 정읍지역위원회 여성 위원장,0
185,민주노동당,전라북도,정읍시,박연희,농업,43,19660915,건국대학교농과대학농업교육학과졸업,(현)민주노동당정읍시위원회여성위원장,0
186,민주당,전라북도,남원시,김정숙,무직,55,19540714,전주기전대학교 졸업,,0
187,민주당,전라북도,남원시,양희재,국회의원 비서,51,19580707,원광디지털대학교 사회복지학과 졸업,남원시 태권도협회 수석부회장,0
188,민주당,전라북도,김제시,김영자,무,47,19630205,원광여자종합고등학교 졸업(현.원광여자고등학교),(현)김제시 사랑의열매봉사단 부단장,0
189,민주노동당,전라북도,김제시,김영미,농업,44,19660114,전주여고부설방송통신고등학교 졸업,(전)김제중학교 운영위원,0
190,민주당,전라북도,완주군,이향자,무,50,19600303,기전여자고등학교 2년 제적,(전) 성신피아노학원장,0
191,민주당,전라북도,진안군,김수영,무직,61,19490429,이리여자중학교 졸업,(현)민주당 여성위원장,0
192,민주당,전라북도,무주군,전선자,무,62,19480324,개정간호학교 졸업,(전)무주군 여성단체협의회 초대회장역임,0
193,민주당,전라북도,장수군,최희숙,장수군자원봉사종합센터 소장,58,19520207,미래중학교 졸업,장수군자원봉사종합센터 소장,0
194,민주당,전라북도,임실군,김명자,정당인,64,19460507,초당대학교산업대학원 사회복지학과 졸업,임실군 보건의료원 보건사업과장,0
195,민주당,전라북도,순창군,이기자,무직,53,19570315,전남과학대학 사회체육계열 재학,,0
196,민주당,전라북도,고창군,조금자,무직,66,19431107,신림초등학교 졸업,적십자 고창지구협의회장,0
197,민주당,전라북도,부안군,김홍우,무직,51,19581002,김제벽성대학 사회복지경영과 졸업,"(사) 농가주부모임 부안군,전북연합회장,중앙회 감사",0
