,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
31,새누리당,서울특별시,서울특별시,박마루,방송인,50,19631209,나사렛대학교 재활복지대학원 졸업(직업재활학 석사),(현)나사렛대학교 협동교수,0
32,새누리당,서울특별시,서울특별시,우미경,정당인,51,19621001,한양대학교행정대학원 졸업(부동산학 석사),(현)소년소녀가장돕기 시민연합중앙회 여성집행위원장,0
33,새누리당,서울특별시,서울특별시,신건택,LG유플러스 노동조합 위원장,46,19671105,한양대학교 경영대학원 졸업(경영학 석사),(현)새누리당 서울특별시당 노동위원장,0
34,새누리당,서울특별시,서울특별시,박성숙,정당인,54,19600406,청운대학교 인터넷학과 4학년 재학중,(전)한국문화원연합회 서울특별시 사무처장,0
35,새정치민주연합,서울특별시,서울특별시,이신혜,미국변호사,35,19781030,한동대학교 국제법률대학원 석사졸업,(현)미국 변호사,0
36,새정치민주연합,서울특별시,서울특별시,김진철,상업,47,19661230,김제고등학교 졸업,(현)망원시장 사무총장,0
37,새정치민주연합,서울특별시,서울특별시,권미경,노동조합 상근간부,41,19720717,강릉영동전문대학 간호과 졸업,(현)연세대학교의료원 간호사,0
38,새정치민주연합,서울특별시,서울특별시,우창윤,체육회 부회장,51,19630413,서울대학교 대학원 박사과정 수료,(현)서울시장애인체육회 부회장,0
39,새정치민주연합,서울특별시,서울특별시,김현아,서울대학교 사범대학 강사,49,19650122,프랑스 그르노블 2대학 교육학박사(1998.11.1.~2003.7.31),(전)릴3대학 전임강사,0
40,새누리당,부산광역시,부산광역시,김남희,정당인,51,19621123,한국방송통신대학교 교육과 졸업,(전) 금정구의회의원,0
41,새누리당,부산광역시,부산광역시,황대선,한국노총 금속노련 부산지역본부 의장,60,19540225,금성고등학교 졸업,(현) 전국금속노동조합연맹 부위원장,0
42,새누리당,부산광역시,부산광역시,박광숙,정당인,57,19570115,남해상업고등학교 졸업,(현) 새누리당 부산시당 여성위원장,0
43,새정치민주연합,부산광역시,부산광역시,전진영,새정치민주연합 부산시당 대변인,42,19720120,동아대학교 독어독문학과 졸업,"(전) KNN PD, 작가, KBS 작가",0
44,새정치민주연합,부산광역시,부산광역시,정명희,부산 중구약사회 회장,48,19660502,경성대학교 대학원 약학과 박사과정 수료,(현) 부산 중구약사회 회장,0
45,새누리당,대구광역시,대구광역시,차순자,(주)보광직물 대표이사,57,19560802,계명대학교 경영학과 재학(4학년),(전)새누리당 대구시당 여성위원장,0
46,새누리당,대구광역시,대구광역시,배창규,에스티건설(주) 대표이사,45,19690202,경북대학교 과학기술대학원 토목공학석사,(현)새누리당 전국위원,0
47,새정치민주연합,대구광역시,대구광역시,김혜정,정당인,52,19610717,성덕대학교 노인요양재활복지과 졸업,(전)민주당 대구광역시당 여성위원장,0
48,새누리당,인천광역시,인천광역시,박영애,인권사무소 Human Rights 대표,57,19560706,가톨릭대학교 대학원 졸업(법학석사),(전)민주평화통일자문회의 부평구협의회 지회장,0
49,새누리당,인천광역시,인천광역시,허준,정당인,49,19650109,인천공업 전수학교(현 인제고등학교) 졸업,(전)새누리당 인천광역시당 홍보위원장,0
50,새정치민주연합,인천광역시,인천광역시,이영환,금융인,73,19410605,성산효대학원대학교 사회복지학과 졸업,(전)인천광역시의원,0
51,새정치민주연합,인천광역시,인천광역시,박병만,한국노총인천본부 의장,58,19560311,동인천고등학교 졸업,(현)한국노총인천본부 의장,0
52,새정치민주연합,광주광역시,광주광역시,서미정,사회복지사,47,19670504,광주대학교사회복지전문대학원 졸업,(전)(사)광주장애우권익문제연구소 이사,0
53,새정치민주연합,광주광역시,광주광역시,김용집,정당인,50,19631030,전남대학교 행정학과 졸업,"(전)민주당시당조직국장,정책실장",0
54,통합진보당,광주광역시,광주광역시,이미옥,정당인,47,19661005,조선대학교 공과대학 자원공학과제적(1984년3월2일~1984년12월5일),(전)민주노총광주전남지역본부 총무기획국장,0
55,새누리당,대전광역시,대전광역시,최선희,푸른에듀센타 원장,56,19580209,배재대 일반대학원 박사(유아교육),(현) 새누리당 대전시당 여성위원장,0
56,새정치민주연합,대전광역시,대전광역시,구미경,약사,50,19640301,충남대학교 약학과 졸업,(현) 사)한국여성장애인연합 대전지부 대전여성장애인연대 대표,0
57,새정치민주연합,대전광역시,대전광역시,박상숙,박상숙헤어미인대표,47,19660606,한남대학교 사회문화대학원 졸업(미용학석사),(현) 사단법인 대한미용사회 대전 대덕구지회 지회장,0
58,새누리당,울산광역시,울산광역시,송해숙,자영업,52,19611120,거창대성여상 졸업,(전)새누리당울산시당 여성위원장,0
59,새누리당,울산광역시,울산광역시,문병원,사회복지,57,19570507,동국대 사회과학대학원 졸업(사회복지학),(현)밝은미래복지재단 이사,0
60,새정치민주연합,울산광역시,울산광역시,최유경,정당인,49,19650325,계명대학교 영문학과 4학기 중퇴,(전)울산시당 여성위원장,0
61,새누리당,세종특별자치시,세종특별자치시,김복렬,정당인,51,19620620,목원대학교 졸업,(현) 세종시 여성단체협의회장,0
62,새정치민주연합,세종특별자치시,세종특별자치시,정준이,(현) 드림웰빙투어(대표),56,19580408,한밭대학교 복지경영공학과 졸업,(전) 연기군여성단체협의회 회장,0
63,새누리당,경기도,경기도,민병숙,재향여성군인협의회 회장,59,19540829,연세대학교 행정대학원 외교안보전공 졸업,(전)육군 간호병과장(예비역 대령),0
64,새누리당,경기도,경기도,김길섭,A&P(주) 사원,55,19590210,국립한경대학교 미래융합기술대학원 박사과정 1학기 재학중,(현)전국 금속노동조합연맹 경기지역본부 의장,0
65,새누리당,경기도,경기도,이순희,파랑새어린이집 원장,52,19620214,한경대학교 대학원 아동가족복지학과 졸업,(전)경기도어린이집연합회 민간분과위원장,0
66,새누리당,경기도,경기도,김의범,주식회사 백성 대표이사,39,19740703,중앙대학교 대학원 창업학과 박사과정 4학기 재학중,(전)경기지구 청년회의소 지구회장,0
67,새누리당,경기도,경기도,박순자,에스제이정보통신 대표,55,19580809,광운대학교 상담복지정책대학원 사회복지학과 사회복지전공 3학기 재학중,(전)의정부시 여성단체 협의회장,0
68,새누리당,경기도,경기도,김윤진,정당인,54,19590709,송호대학교 사회복지과 졸업,(전)지방행정공무원,0
69,새정치민주연합,경기도,경기도,김미리,사서(비정규직),50,19640529,숭의여자대학교 도서관과 졸업(2년),(현) 전국학교도서관사서연합회회장,0
70,새정치민주연합,경기도,경기도,김광성,약사,55,19580622,충북대학교 졸업,(현) 대한장애인골프협회중앙회장,0
71,새정치민주연합,경기도,경기도,김보라,사회적기업가,44,19690908,평택대학교 사회개발대학원 졸업(사회복지학 석사),(전) 안성의료복지 사회적 협동조합 전수이사,0
72,새정치민주연합,경기도,경기도,진용복,정당인,52,19620120,경희대학교 행정대학원 졸업(사회복지학 석사),(전) 경기도어린이집연합회 회장,0
73,새정치민주연합,경기도,경기도,박옥분,정당인,47,19660924,경기대학교 정치전문대학원 박사과정 수료,(현) 수원시 좋은시정위원회 여성복지 전문위원,0
74,새정치민주연합,경기도,경기도,박근철,정당인,46,19671117,경희대학교 테크노경영대학원 재학(석사과정),(현) 경기도태권도연합회 이사,0
75,새누리당,강원도,강원도,유정선,회사원,48,19660429,강원대(신문방송학박사과정)수료,(전)바르게살기운동 강원도협의회 이사,0
76,새누리당,강원도,강원도,이정동,자영업,58,19550705,대입검정고시 합격,(현)대곡 장학회 회장,0
77,새정치민주연합,강원도,강원도,박윤미,교수,49,19641118,연세대학교 정경대학원 행정학 석사,(전)문화방송 아나운서,0
78,새정치민주연합,강원도,강원도,이종주,매일경제 남춘천지국장,54,19591113,송원실업 전문대학 공업경영과 졸업,(현)재춘호남향우회장,0
79,새누리당,충청북도,충청북도,윤은희,정당인,51,19620630,충북대학교 경영대학원졸업(경영학석사),(전)청주시 학교 어머니 연합회장,0
80,새누리당,충청북도,충청북도,이종욱,유통업,41,19730102,청주대학교 대학원 경영학 박사,(전)주성대학 총학생회장,0
81,새정치민주연합,충청북도,충청북도,이숙애,정당인,53,19610330,공주대 대학원 사회복지학과 박사과정,(전)민주당충북도당여성위원장,0
82,새누리당,충청남도,충청남도,정정희,원장,61,19520925,신성대 행정실무과 졸업,(전) 당진문화원 원장,0
83,새누리당,충청남도,충청남도,김원태,자영업,65,19480907,강경상업고등학교졸업,(현) 새누리당 충남도당수석부위원장,0
