,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
0,민주당,경기도,용인시가선거구,정창진,농업,53,19561115,용인대학교 경영대학원 석사과정(1학기),전)포곡농업협동조합 조합장(2선),18.13
1,한나라당,경기도,용인시나선거구,신현수,용인시의원,48,19611230,한국외국어대학교 정치행정언론 대학원 제5학기 재학중,현)용인시의원,26.12
2,민주당,경기도,용인시나선거구,이희수,정당인,38,19711027,용인 송담대학 법률실무과 2학년 재학,(현)민주당 처인구 사회복지특별위원장,36.01
3,한나라당,경기도,용인시다선거구,이선우,정당인,48,19610922,태성고등학교졸업,현)용인시처인구 시민장학회협의회 위원,32.22
4,한나라당,경기도,용인시다선거구,이상철,용인시의회의원,52,19570610,한국외국어대학교 정치행정언론대학원 제5학기 재학중 ,제5대 용인시의회 전반기 부의장(전),25.61
5,한나라당,경기도,용인시라선거구,추성인,부동산 임대업,65,19441110,이화여자대학교 문리대학 사학과 졸업,(현)구성지역 아파트 연합회장,35.41
6,민주당,경기도,용인시라선거구,김대정,김대정공인중개사사무소 대표,47,19621218,아주대학교 화학공학과 졸업,용인시택견연맹회장,33.63
7,한나라당,경기도,용인시마선거구,김정식,용인시의회의원(자치행정위원장),38,19720220,한국외국어대학교대학원 행정학과 제1학기휴학중(박사학위과정),전)영신중 고등학교교사,24.9
8,민주당,경기도,용인시마선거구,박남숙,용인시의회 의원,54,19551207,원광대학교 사범대학 미술교육과 졸업,(현)제5대 용인시의원,22.54
9,민주당,경기도,용인시마선거구,김기준,무직,49,19600921,강남대학교 사회복지대학원 부동산학과 졸업 (행정학 석사),전)강남대 외래교수,14.78
10,민주당,전라북도,군산시가선거구,고석강,정치인,56,19540215,호원대학교 건축학부 졸업,(전)군산시의회제4대시의원,21.25
11,민주당,전라북도,군산시가선거구,강태창,시의원,53,19570102,군산대학교 해양과학대학 졸업,(전)제5대 군산시의회 전반기 운영위원장,17.85
12,민주당,전라북도,군산시가선거구,김경구,정당인,59,19510412,전북대학교 경영대학원 석사과정 졸업(회계학과),(전)군산시의원 3선,18.21
13,민주당,전라북도,군산시나선거구,신경용,무직,62,19470605,호원대학교 관광경영학과 졸업,(전)군산시투자유치사업단 부단장,22.46
14,무소속,전라북도,군산시나선거구,설경민,자영업,30,19790731,원광대학교 대학원 지방자치학과 석사과정3학기 제적,(전)원광대학교 제34대 총학생회장,21.74
15,민주당,전라북도,군산시다선거구,조부철,군산시의원,60,19500124,호원대학교 토목공학과 졸업,(전)제4대 군산시의원 전반기 행정복지위원장,14.16
16,민주당,전라북도,군산시다선거구,진희완,군산시의회의원,45,19640804,군산대학교 경영학과 경영학 졸업,(현)민주당 군산지구당 상무위원,18.88
17,무소속,전라북도,군산시다선거구,김영일,(유)군산항물류 공동대표,46,19630930,전주대학교 법정대학 행정학과 졸업,(현)군산시생활체육회 이사,17.47
18,민주당,전라북도,군산시라선거구,김종식,군산시의회의원,57,19530322,전주대학교 대학원 박사과정 졸업(행정학 박사),(현)제5대 군산시의회의원,21.41
19,민주당,전라북도,군산시라선거구,김성곤,군산시의회의원,45,19650314,군산대학교 화학과 졸업,(전)4대 군산시의회의원,25.39
20,무소속,전라북도,군산시라선거구,정길수,시의원,58,19510907,미기재,(전)교정협의회회장,18.24
21,민주당,전라북도,군산시마선거구,박정희,군장대학 사회복지학과 겸임교수,49,19600727,원광대학교 사회복지학과 사회복지학 박사 수료,(현)5대 군산시의원,23.08
22,민주당,전라북도,군산시마선거구,최동진,한국노총 건설현장 전북본부장,54,19550925,호원대학교 영어과 영어학 졸업,(전)군산시의회 제3대의원,21.01
23,민주당,전라북도,군산시바선거구,김종숙,정치인,54,19560220,호원대학교 건축학부 졸업,(현)군산시의회 의원,19.18
24,민주당,전라북도,군산시바선거구,최인정,파인테크닉스 새만금 지사장,38,19711018,군산대학교 대학원 토목공학 박사과정 수료,(현) 민주당 전라북도당 부대변인,14.31
25,민주당,전라북도,군산시바선거구,유선우,영우산업 대표,40,19690829,전북대학교 공업화학과 졸업,(현)민주당 군산시 청년위원장,14.2
26,민주당,전라북도,군산시사선거구,한경봉,군산시의회의원,40,19690913,군산대학교 대학원 사법행정학과 사법행정학 박사과정,(전)군산시의회 4대의원,24.39
27,민주당,전라북도,군산시사선거구,강성옥,군산시의회의원,40,19690721,군산대학교 미술학과 졸업,(현)군산시의회의원,22.76
28,국민참여당,전라북도,군산시사선거구,이복,군산뉴스 사업본부장,42,19670919,성균관대학교 정치외교학과 졸업,(전)군산뉴스 편집국장,21.37
29,민주당,전라북도,군산시아선거구,김우민,(주)대한주택관리 관리이사,42,19671109,전북대학교 사회과학대학 행정학과 졸업,(현)군산시 시의원,32.36
30,민주노동당,전라북도,군산시아선거구,서동완,시의원,40,19700321,호원대학교 건축학부(건축설계 전공) 졸업,(현)제5대 군산시의회의원,18.59
31,민주당,전라북도,익산시가선거구,김대중,익산시의회 시의원,36,19731220,한국방송통신대학교 청소년교육과 2학년 재학,(현)제5대 익산시의원,38.24
32,민주당,충청남도,당진군라선거구,양창모,농업,52,19570813,호서고등학교 졸업,(현)서산장학회 신평지회장,32.31
33,민주당,전라북도,전주시가선거구,선성진,(주)교차로신문사 대외사업본부장,36,19740602,전주대학교 정보경영학부 졸업,(현)(주)교차로신문사 대외사업본부장,27.13
34,민주당,전라북도,전주시가선거구,김윤철,한문화 연구원장(뷰티플렉스 효자점 대표),53,19560809,우석대학교 인문사회과학대학 유통통상학부 졸업,(현)한문화 연구원장,22.96
35,민주당,전라북도,전주시나선거구,조지훈,전주시의원,41,19680930,전북대학교 무역학과 졸업,(현)전주시의회 부의장,38.68
36,무소속,전라북도,전주시나선거구,이기동,(유)성신종합건설 대표이사,45,19640604,한일장신대학교 기독교 사회복지학과 박사과정 재학,전)한국청년회의소 전북지구 청년회의소 회장,19.4
37,민주당,전라북도,전주시다선거구,김원주,(유)무극건설 대표이사,42,19680128,원광대학교 사범대학 한문교육과 졸업,(전)전북노사모 대표일꾼,23.53
38,무소속,전라북도,전주시다선거구,박병술,보험업,56,19531220,전주대학교 경영대학원 졸업(경영학 석사),(전) 전주시의회 제7대 의원,22.82
39,민주당,전라북도,전주시라선거구,이도영,(유)천변환경 기획본부장,31,19780616,전주대학교 토목환경공학과 졸업,(전)평화동 주민자치위원회 위원,30.92
40,무소속,전라북도,전주시라선거구,오평근,서전주 유치원 대표,52,19580505,전주대학교 경상대학 통계학과 졸업,(현) 전주대 평생교육원 전담교수,35.92
41,민주당,전라북도,전주시마선거구,장태영,전주시의원,44,19651127,전북대학교 행정대학원 졸업(정치학 석사),(현)전주시의회 복지환경위원장,36.37
42,민주당,전라북도,전주시마선거구,송성환,건설화성(주)전북총판 대표,40,19700118,우석대학교 법학과 졸업,(현) 전주 삼천초등학교 운영위원장,26.06
43,민주당,전라북도,전주시바선거구,구성은,전주시의회의원,39,19710119,전북대학교 자연과학대학 생물학과 졸업,(현)제8대 전주시의회의원,34.59
44,민주당,전라북도,전주시바선거구,최명철,캠코리아(산업공단 납품업체 대표),53,19560913,전주대학교 인문대학 영어영문학과 졸업,(현) 법무부 소년보호위원 전주소년원 명예회장,20.89
45,민주당,전라북도,전주시사선거구,박현규,전주시의원,45,19640609,원광대학교 사회과학대학 신문방송학과 졸업,"(현)전주시의회 제7대,제8대 시의원",29.6
46,국민참여당,전라북도,전주시사선거구,이영식,(주)두손 이사,42,19680301,전북대학교행정대학원 사회복지학과 석사과정 1년 휴학,(현) 전주서원초등학교 운영위원장,19.04
47,민주당,전라북도,전주시아선거구,이미숙,정당인,50,19600114,전주대학교 행정대학원 석사과정 부동산학과 재학,(현)민주당 전주완산을 정책실장,40.75
48,민주당,전라북도,전주시아선거구,박진만,건축사,47,19620805,전북대학교 공과대학 건축공학과 졸업,(전) 삼성중공업(주) 선임연구원,37.58
