,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
25,민주당,부산광역시,부산광역시,이성숙,정당인,47,19630101,홍익대학교 미술대학 공예과 졸업,민주당부산시당 여성위원장,0
26,민주당,부산광역시,부산광역시,노재갑,국회의원 보좌관,45,19650505,동의대학교 수학과 졸업,민주당부산시당 예.결산 위원장,0
27,한나라당,대구광역시,대구광역시,신현자,정당인,65,19440825,대구대학교 대학원 철학박사,(현) 한나라당 대구시당 여성위원장,0
28,한나라당,대구광역시,대구광역시,윤석준,(주)유성타올공업사 부사장,41,19680810,대구대학교 사법학과 2년 수료, (현)한나라당 대구시당 디지털정당위원장,0
29,친박연합,대구광역시,대구광역시,주문희,달구벌노인복지센터소장,63,19460710,대구대학교 사회복지개발대학원 졸업(문학석사),사회복지사,0
30,한나라당,인천광역시,인천광역시,허회숙,교육문화경영연구원 원장,64,19450825,인하대 대학원 교육학과 졸업(박사),(전)인일여고 교장,0
31,민주당,인천광역시,인천광역시,노현경,정당인,48,19620319,이화여대 독어독문학과 졸업,인천시 교육위원회 부의장,0
32,민주당,인천광역시,인천광역시,박순남,기업인,59,19501111,고흥중학교 졸업,(주)은혜사 대표,0
33,민주당,광주광역시,광주광역시,정현애,지역문화호남교류재단이사,58,19520126,전남대학교 교육대학원 교육학과 석사,전 광주광역시 시의회 부의장,0
34,민주당,광주광역시,광주광역시,정병문,광주장애인총연합회장,49,19601208,조선대학교 일반대학원 사회복지학 박사과정 휴학,서강정보대학교 전임교수(현),0
35,민주노동당,광주광역시,광주광역시,전주연,정당인,35,19740822,경희대학교 외국어대학 불어불문학과 졸업,(현) 사랑의 몰래산타 광주본부 공동대표,0
36,한나라당,대전광역시,대전광역시,이영옥,(사)대전점자도서관장,56,19530912,한국방송통신대학교 교육학과 재학,(사)대전광역시시각장애인연합회 상임이사 및 이사,0
37,민주당,대전광역시,대전광역시,박정현,정당인,45,19641104,충남대 법학과 졸,전 대전충남녹색연합사무처장,0
38,자유선진당,대전광역시,대전광역시,한영희,정당인,46,19640307,한밭대학교 경영학과 4학년 재학,자유선진당 대전광역시당 여성위원장,0
39,한나라당,울산광역시,울산광역시,이영해,메트라이프생명 부지점장,46,19630713,동국대학교사회과학대학원 사회복지학과 사회복지학석사,(현)한나라당 울산시당 전국위원,0
40,한나라당,울산광역시,울산광역시,강혜순,서라벌대 음악과 겸임강사,50,19600405,계명대학교대학원 음악학과 박사과정 3학기 재학중,(현)울산중구 민주평화통일부회장,0
41,민주노동당,울산광역시,울산광역시,류경민,정당인,37,19730601,울산대학교 중어중문학과 졸업,(전)이영순 국회의원보좌관,0
42,한나라당,경기도,경기도,이라,회사원,33,19770204,신구대학 시각정보디자인과 2학년 재학중,(현)서울출입국 결혼이민자네트워크 부회장,0
43,한나라당,경기도,경기도,박남식,한국노총경기지역본부 의장,53,19560620,한경대학교 행정학과 4학년 재학중,(현)한국노총경기지역본부장,0
44,한나라당,경기도,경기도,민경원,정당인,45,19641001,경기대학교 행정대학원 사회복지학과 졸업,(현)한나라당 경기도당 부대변인,0
45,한나라당,경기도,경기도,김진춘,무직,70,19390910,인하대학교 교육대학원 교육학과 졸업,(전)민선 제5대 경기도 교육감,0
46,한나라당,경기도,경기도,심숙보,약사,57,19530207,동덕여자대학교 대학원 약학박사,(전)안양시약사회 회장,0
47,한나라당,경기도,경기도,장호철,경기도의회의원,51,19580707,한경대학교 행정학과 졸업,(현)경기도 사회복지 공동모금회 감사,0
48,민주당,경기도,경기도,이삼순,정당인,47,19630321,평택대학교대학원 사회복지학과 사회복지학석사 졸업,숭신여자고등학교총동문회 회장,0
49,민주당,경기도,경기도,이상기,정당인,48,19610703,중앙대학교 산업창업경영대학원 경영학석사 졸업,대한건설협회경기도회 대표회원,0
50,민주당,경기도,경기도,천영미,경기도보육시설연합회 사무국장,44,19660415,안산공과대학 사회복지과 졸업,경기도보육시설연합회 사무국장,0
51,민주당,경기도,경기도,장현국,회사원,47,19630505,비봉고등학교 졸업,한국노총 수원지부 의장,0
52,민주당,경기도,경기도,홍정석,회사원,45,19640829,한양사이버대학교 실버산업학과 2년 재학,한반도재단 경기여성대표,0
53,국민참여당,경기도,경기도,유미경,학원장,43,19660902,한신대학교 국사학과 졸업,(현)국민참여당 상임중앙위원,0
54,한나라당,강원도,강원도,김금분,무,54,19550819,한림대학교 국어국문학과 석사수료,現 바르게 살기운동 강원도협의회 여성회장,0
55,한나라당,강원도,강원도,이숙자,상업,54,19550707,영동여자종합고등학교 졸업,現 좋구먼 한정식 강릉점 대표,0
56,민주당,강원도,강원도,윤병길,약사,59,19500610,강원대학교 일반대학원 약학과 졸업 약학석사,전 강원도약사회장,0
57,민주당,강원도,강원도,이학년,사업가,60,19490925,한림성심대학 사회복지과 졸업,전라이온스협회 345-E지구 총재,0
58,한나라당,충청북도,충청북도,김양희,정당인,55,19550315,고려대학교 대학원 체육학과 졸업(이학박사),前 충청북도 복지여성국장,0
59,민주당,충청북도,충청북도,정지숙,정당인,63,19470119,한국방송통신대 행정학과 재학중(1학년),민주당충청북도여성위원회 여성위원장,0
60,민주당,충청북도,충청북도,노광기,정당인,52,19570707,청주대학교 사회복지 행정대학원 사회복지학과 재학중,現청주시사회복지협의회이사,0
61,한나라당,충청남도,충청남도,김정숙,미기재,48,19620227,공주대학교 경영행정대학원 석사과정,한나라당 충남도당 여성위원장,0
62,민주당,충청남도,충청남도,박영송,비례대표연기군의회의원,37,19730420,한밭대학교 대학원 도시공학과 졸,연기군의원,0
63,자유선진당,충청남도,충청남도,김장옥,창의미술교육원장,43,19670505,대학원(석사),천안시보육시설연합회장,0
64,자유선진당,충청남도,충청남도,김용필,더불어살기 생명농협운동 본부장,44,19660319,대학원(석사),예산군 학교운영위원회 부회장,0
65,한나라당,전라북도,전라북도,이계숙,정당인,43,19661110,전북대일반대학원 정치학석사과정 수료,現 한나라당전북도당 사무처장,0
66,민주당,전라북도,전라북도,정진숙,전북대학교 겸임교수,46,19630808,전북대학교 환경대학원 수질학과 재학,민주당전북도당 여성국장,0
67,민주당,전라북도,전라북도,노석만,가구점대표,59,19510212,연세대학교 행정대학원 졸업(행정학 석사),전북청년회의소특우회 회장,0
68,민주노동당,전라북도,전라북도,이현주,간호사,38,19711024,한일장신대학교 기독교사회복지대학원 사회복지학 석사,전)민주노총군산시지부 사무국장,0
69,한나라당,전라남도,전라남도,김인숙,(주) 광주생필체인 감사,52,19571026,전남대학교 행정대학원졸,(사)한자녀더갖기운동연합 광주전남 본부장,0
70,민주당,전라남도,전라남도,한승주,정당인,55,19550513,성화대학 졸업,진도군의회 부의장,0
71,민주당,전라남도,전라남도,유근기,정당인,47,19621015,전남과학대학 졸업,제7대 전남도의회 의원,0
72,민주당,전라남도,전라남도,김소영,정당인,50,19591128,전남대 행정대학원 행정학과 재학중,현)민주당 전남도당 여성국장,0
73,민주당,전라남도,전라남도,조재근,정당인,52,19580528,전남대학교 행정대학원 정책학과 수료,현)민주당 전남도당 조직국장,0
74,민주노동당,전라남도,전라남도,유현주,정당인,39,19710318,이화여자대학교 사범대학졸업,18대 광양시 국회의원 후보,0
75,한나라당,경상북도,경상북도,서정숙,금잔디직업전문학교장,52,19580415,대구가톨릭대학교 대학원 졸업(교육학박사),現경산농협주부대학 등산회장,0
76,한나라당,경상북도,경상북도,심정규,세무사,60,19500304,경운대학교 생활조형학부 졸업,現경북도당부위원장,0
77,한나라당,경상북도,경상북도,김말분,한일꽃집 공동대표,61,19481222,위덕대학교 3년재학(중국어전공),現경북도당여성위원회 위원장,0
78,한나라당,경상북도,경상북도,김세호,플러스 이앤씨(주) 대표이사,46,19630904,경북대학교 대학원 환경공학과 박사과정 1학기 재학,現경북도당 대변인,0
79,민주당,경상북도,경상북도,김창숙,정당인,52,19571213,원화여자고등학교 졸업,경북도당 여성국장(전),0
80,친박연합,경상북도,경상북도,이경임,주부,61,19480925,함창중학교 졸업,(현)바르게살기운동경상북도협의회 여성회장,0
