,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
33,더불어민주당,강원도,홍천군,최이경,서비스업,49,19681016,상지대학 병설전문대학 유아교육과 졸업 (현 상지영서대학교),(현)더불어민주당 강원도당 유아보육정책발전특별위원장,0
34,더불어민주당,강원도,횡성군,이순자,주부,61,19561122,횡성초등학교 졸업,(전)대한적십자 횡성지구협의회장,0
35,더불어민주당,강원도,영월군,정의순,정당인,62,19550925,연세대학교 정경대학원 정치학과 졸업,(전)석정여자중고등학교 총동문회장,0
36,더불어민주당,강원도,평창군,이명순,정당인,57,19601009,상지영서대학 사회복지과 졸업,(전) 바르게살기운동 평창군협의회 여성회장,0
37,자유한국당,강원도,화천군,모현미,정당인,56,19610925,화천실업고등학교 졸업,(현)자유한국당 강원도당 화천군 여성위원회 지회장,0
38,더불어민주당,강원도,양구군,우효림,자영업,57,19610210,양구여자중학교 졸업,(현)금강산주유소대표,0
39,더불어민주당,강원도,철원군,김선례,문화관광 해설사,59,19580723,한국방송통신대학교 일본학과 1학년 제적,(현)철원군자원봉사운영위원회 위원,0
40,자유한국당,충청북도,청주시,김미자,금융업,59,19590415,충북보건과학대학교 창업경영과 재학,(현)청주로타리클럽 회장,0
41,정의당,충청북도,청주시,이현주,어린이집 원장,62,19560402,대구대학교 대학원 특수교육학과 졸업(문학박사),(전)한국걸스카우트 충북연맹장,0
42,더불어민주당,충청북도,청주시,양영순,자원활동가,54,19630814,충북대학교 대학원 재학(행정학박사과정),(전)더불어민주당 충청북도당 여성위원장,0
43,더불어민주당,충청북도,청주시,이재숙,정당인,53,19641108,충북대학교 세종 국가정책대학원 재학(석사과정),(전)충북참여자치시민연대 문화위원회 위원장,0
44,자유한국당,충청북도,충주시,조보영,정당인,61,19560820,한국교통대학교 일반대학원 졸업(행정학 석사),(전)충주시 자원봉사센터장,0
45,더불어민주당,충청북도,충주시,이회수,정당인,55,19630520,학점인정등에 관한 법률에따른 가정전문학사 취득,(전)충주시 학부모 연합회 회장,0
46,자유한국당,충청북도,제천시,이영순,정당인,58,19591105,세경대학교 호텔관광크루즈과 재학중,(현)자유한국당 충북도당 여성위원회 부위원장,0
47,더불어민주당,충청북도,제천시,이정현,무직,32,19860418,세명대학교 법정경찰학부 졸업,(전)세명대 동아리연합회 회장,0
48,더불어민주당,충청북도,단양군,강미숙,교육자,67,19510325,동국대학교 불교대학원 불교사회복지학과 졸업(사회복지학석사),(전) 단양노인장애인복지관 부관장,0
49,더불어민주당,충청북도,영동군,정은교,가수,49,19681115,학점인정 등에 관한 법률의 규정에 의한 호서대학교 평생교육원 체육학사학위 취득,(전)난계로타리클럽 초대 회장,0
50,더불어민주당,충청북도,보은군,김도화,통신업,50,19671009,주성대학(현 충북보건과학대학교) 산업디자인학과 졸업,(현) 보은군 볼링협회장,0
51,더불어민주당,충청북도,옥천군,이의순,정치인,57,19610510,호산대학교 노인보건복지과(2년제) 졸업,(전)옥천군자원봉사센터장,0
52,더불어민주당,충청북도,음성군,임옥순,농업인,54,19630617,강동대학교 경영과 졸업,(전)민족통일충북음성군협의회장,0
53,더불어민주당,충청북도,진천군,김기복,정당인,62,19560212,덴버대학교 국제연구대학원 MA문학석사(1996.09-1998.08),(전)웨슬리어학원 원장,0
54,더불어민주당,충청북도,괴산군,이평훈,임대업,64,19530620,주성대학(현 충북보건과학대학교) 레져스포츠과 졸업,(현)대한사격연맹이사,0
55,더불어민주당,충청북도,증평군,조문화,정당인,55,19630130,청주여자상업고등학교 졸업,(전)증평군장애인연합회 사무국장,0
56,자유한국당,충청남도,천안시,유영진,정당인,59,19590405,대천여자고등학교 졸업,(전)자유한국당 충남도당 여성위원장,0
57,더불어민주당,서울특별시,서초구,박미효,건설업,31,19861025,인하대학교 예술체육학부 연극영화과 학사,(전) 청소년교육재단홍보대사 및 아나운서,0
58,자유한국당,서울특별시,서초구,이현숙,사회복지법인 연꽃마을 기획관리처장,64,19530625,동국대학교 일반대학원 행정학과 박사 졸업,(전)서초구립 방배 노인종합복지관 관장,0
59,더불어민주당,서울특별시,강남구,이상애,정당인,54,19630830,미기재,(전)19대대선 문재인대통령후보 중앙선대위특보단 직능특보단장,0
60,바른미래당,서울특별시,강남구,이도희,주부,40,19770831,이화여자대학교 건축학과 졸업,(현)바른미래당 서울시당 교육위원회 부위원장,0
61,자유한국당,서울특별시,강남구,허순임,제이엔비건설 대표이사,52,19660317,웨스트민스터신학대학원대학교 석사 졸업,(전) 자유한국당 강남갑 차세대회장,0
62,자유한국당,서울특별시,송파구,심현주,정당인,47,19710328,한국방송통신대학교 청소년교육과 1학년 재학중,(현) 자유한국당 서울시당 홍보위원회 부위원장,0
63,더불어민주당,서울특별시,송파구,김희숙,무직,57,19610205,미기재,(현)더불어민주당 송파구병 지역위원회 여성위원장,0
64,더불어민주당,서울특별시,송파구,정명숙,정당인,55,19620715,동방문화대학원대학교 문화정보학과 사회복지학전공 졸업(문화정보학 박사),(현) 한글문인협회 회장,0
65,자유한국당,서울특별시,강동구,정미옥,정당인,43,19750202,연세대학교 일반대학원 문헌정보학과 박사과정 3학기 재학중,(현)자유한국당 강동갑 교육복지특보,0
66,더불어민주당,서울특별시,강동구,한경혜,치매교육강사,61,19570320,호서대학교 벤처대학원 노인복지학 박사,"(전)서울아산병원수간호사,치매간호사",0
67,더불어민주당,부산광역시,중구,권태식,대한노인회 중구지회 관리부장,68,19500323,동부산대학교 장례행정복지과 2학년 재학중,(현)대한노인회 중구지회 관리부장,0
68,더불어민주당,부산광역시,서구,유성미,주부,45,19730518,고신대학교 유아교육학 석사,(전)푸른유치원 원장,0
69,더불어민주당,부산광역시,동구,이희자,정당인,52,19650911,부산여자상고 졸업,(전)서구동구 지역위원회 여성위원장,0
70,더불어민주당,부산광역시,영도구,박지민,성악가,50,19671114,동아대학교 대학원 음악학과 석사,(전)동아대학교 음악학과 외래교수,0
71,더불어민주당,충청남도,천안시,김월영,보험설계사,61,19560801,미기재,(현)천안병 여성위원장,0
72,더불어민주당,충청남도,천안시,김길자,정당인,55,19630413,학점인정등에 관한 법률의 규정에 의한 호서대학교부설 평생교육원 사회복지학과 이수중,(전)천안을 여성위원장,0
73,자유한국당,충청남도,공주시,정종순,다움문화연구회 대표,38,19790807,대덕대학(현 대덕대학교) 마이크로로봇학과 졸업,(전)새누리당 충남도당 차세대여성위원장,0
74,더불어민주당,충청남도,공주시,박석순,자영업,50,19670907,공주여자상업고등학교(현 공주정보고등학교)졸업,(현)더불어민주당 공주부여청양 여성부위원장,0
75,자유한국당,충청남도,보령시,백남숙,자영업,58,19591213,광천상업고등학교 졸업,(전)보령시연합여성의용소방대 회장,0
76,더불어민주당,충청남도,보령시,권승현,사무직,41,19770110,한신대학교 인문대학 문예창작학과 졸업,(현)장고도어촌체험마을 사무장,0
77,더불어민주당,충청남도,아산시,김수영,어린이집대표,53,19641220,숭의여자전문대학교유아교육전문학사,(현)더불어민주당아산갑여성위원장,0
78,자유한국당,충청남도,아산시,이의상,세무회계업,55,19630322,천안여자상업고등학교졸업,(현)자유한국당 아산갑 운영위원회 부위원장,0
79,자유한국당,충청남도,서산시,유부곤,정당인,63,19550519,한서대학교 대학원 가족상담학과 졸업,(전)서산지역사회교육협의회 부회장,0
80,더불어민주당,충청남도,서산시,이경화,정당인,45,19730406,한서대학교 대학원 가족상담학과 재학,(현)더불어민주당서산태안여성위원회 사무국장,0
81,더불어민주당,충청남도,태안군,전재옥,농업,54,19630722,백석예술학교 유아교육과 졸업(현 백석예술대학교),(전)한국여성농업인 태안군연합회장,0
82,더불어민주당,충청남도,금산군,김근수,자영업,61,19561015,추부중학교 졸업,(현)금산군여성단체협의회장,0
83,자유한국당,충청남도,논산시,박영자,정당인,64,19540409,논산여자고등학교 졸업,(전)논산시 여성단체 협의회장,0
84,더불어민주당,충청남도,논산시,차경선,사회복지사,53,19640922,글로벌사이버대학교 사회복지학과 학사졸업,(현)더불어민주당 논산계룡금산 장애인위원장,0
85,더불어민주당,충청남도,계룡시,윤재은,자영업,42,19750921,한국체육대학교 대학원 석사과정 졸업(체육학 석사),(전)더불어민주당 계룡시 여성국장,0
86,자유한국당,충청남도,당진시,김명회,정당인,51,19670427,한서대학교 대학원 노인복지학과 졸업,(전)한국시낭송가협회 당진지회 회장,0
87,더불어민주당,충청남도,당진시,전재숙,자영업,73,19450603,신성대학교 사회복지과 재학중,(현)더불어민주당 당진시지역위원회 부위원장,0
88,자유한국당,충청남도,부여군,김상희,정당인,55,19620806,오상고등학교 졸업,(전)새누리당 부여군당원협의회 여성부장,0
89,더불어민주당,충청남도,부여군,민병희,정당인,48,19691026,공주대학교 경영행정대학원 졸업(경영학석사),(전)부여방송 대표,0
90,더불어민주당,충청남도,서천군,김아진,농업,43,19750401,중앙대학교 대학원 원예육종학과 졸업(농학석사),(전)한국생활개선회 서천군연합회 총무,0
91,자유한국당,충청남도,홍성군,김은미,영어조합 법인 최강식품 전무이사,45,19720826,혜전대학교 졸업,(현)자유한국당 중앙 여성위원회 부위원장,0
92,더불어민주당,충청남도,홍성군,김기철,정당인,39,19790102,서울디지털대학교 사회복지학과 재학,(현)홍성군지역사회보장협의체 장애인 분과장,0
93,자유한국당,충청남도,청양군,김옥희,주부,60,19570810,화암초등학교 졸업,(현)자유한국당 충남도당 청양군지회장,0
94,자유한국당,충청남도,예산군,김태금,자영업,62,19560404,대흥고등학교 졸업,(현)예산군 여성단체 협의회 회장,0
95,더불어민주당,충청남도,예산군,임애민,정당인,62,19560124,혜전대학교 사회복지과 재학,(전)예산군여성단체협의회장,0
96,더불어민주당,전라북도,전주시,이윤자,사회활동가,55,19620909,한일장신대학교 사회복지대학원 졸업(사회복지학석사),(현)사단법인생명존중센터 이사장,0
97,자유한국당,부산광역시,부산진구,고성숙,정당인,61,19560624,한국해양대학교 경제산업학부 재학중,(전)새누리당 부산진구갑당원협의회 차세대여성위원장,0
98,더불어민주당,부산광역시,부산진구,성현옥,(사)인본사회연구소 운영위원,52,19651126,경상대학교 영어영문학 졸업,(전)부산특성화중학교 지정 운영위원,0
99,자유한국당,부산광역시,동래구,강명임,대열실버센터 센터장,49,19690310,부산디지털대학교 상담심리학과 졸업,(전)민주평화통일자문회의 동래구협의회 사회복지분과위원장,0
100,더불어민주당,부산광역시,동래구,김홍자,신라대학교 초빙조교수,48,19700521,신라대학교 일반대학원 일어일문학과 졸업(문학박사),(현)신라대학교 초빙조교수,0
101,자유한국당,부산광역시,남구,김현미,어린이집 대표,54,19631027,경성대학교 대학원 유아교육학과 박사과정 수료,(전)해맑은 유치원 원장,0
102,더불어민주당,부산광역시,남구,유명희,금탑공인중개사사무소,61,19570527,동의대 행정복지대학원 부동산학 석사,(현)한국공인중개사협회 이사,0
103,더불어민주당,부산광역시,북구,이영란,(주)보고물류 대표이사,53,19650320,미기재,(현)보고물류 대표이사,0
104,자유한국당,부산광역시,북구,김기태,자영업,58,19590808,경북여자상업고등학교 졸업,(현)사단법인 일심회 운영위원,0
105,자유한국당,부산광역시,해운대구,김혜진,정당인,46,19720119,동아대학교 대학원 행정학과 박사과정 재학중,(현) 동부산대학교 게임컨설팅과 시간강사,0
106,더불어민주당,부산광역시,해운대구,정순세,재송동 새마을금고 이사,63,19550520,학점인정등에 관한 법률의 규정에 의한 영산대학교 체육학사학위 취득,(현) 해운대구(을) 지역위여성위원장,0
107,더불어민주당,부산광역시,기장군,김혜금,동서개발(자영업),57,19600815,동부산대학교 금융경영과 1학년 재학중,(현)기장군 철마면 고촌2리 이장,0
108,더불어민주당,부산광역시,사하구,정세자,주부,49,19680720,동주여자전문대학 가정과 졸업(현 동주대학교),(현)사하구(갑) 지역위원회 교육특별위원장,0
109,자유한국당,부산광역시,사하구,김민경,플라워민 대표,44,19731213,동아대학교 사회복지대학원 사회복지행정학 석사과정 재학중,(현)자유한국당 사하을 당원협의회 여성위원장,0
110,자유한국당,부산광역시,금정구,김태연,겸임교수,36,19810826,부산대학교 대학원 사회복지학과 박사과정 수료,(현)민주평화통일자문회의 금정구협의회 자문위원,0
111,더불어민주당,부산광역시,금정구,박근혜,변호사,29,19880929,원광대 법학전문대학원 석사,(현)법률사무소 다정 변호사,0
112,더불어민주당,부산광역시,강서구,김경옥,정당인,52,19660427,사이버한국외국어대학교 사회계열 지방행정의회학부 1학년 재학중,(현)북구강서구을지역위원회디지털소통위원장,0
113,정의당,전라북도,전주시,허옥희,정당인,53,19640821,송원여자상업고등학교 졸업,(현)정의당 전주시 위원회 위원장,0
114,더불어민주당,전라북도,전주시,한승진,정당인,26,19911205,전북대학교 신소재공학부 졸업,(전)더불어민주당 전라북도당 대학생위원장,0
115,더불어민주당,전라북도,전주시,박윤정,사회복지사,46,19710829,전주대학교 경영행정대학원 석사학위과정 재학,(현)더불어민주당 전북도당 평화통일특별위원회 부위원장,0
116,더불어민주당,부산광역시,연제구,김현심,엔돌핀(요식업),48,19700418,경남여자상업고등학교(부산골프고등학교) 졸업,(현)연제경찰서 기동거리 지도위원,0
117,자유한국당,부산광역시,연제구,고연희,어린이집 원장,47,19700803,경성대학교 사회복지대학원 졸업(사회복지학석사),(현)소담어린이집원장,0
118,더불어민주당,부산광역시,수영구,김진,작가,53,19640901,부산대학교 대학원 심리학과 문학석사,(현) 드라마 작가,0
119,자유한국당,부산광역시,사상구,신혜정,제일식품 총괄매니저,40,19780306,신라대학교 예술대학 미술학과(서양화) 졸업,(전)감전초등학교 운영위원장,0
120,더불어민주당,부산광역시,사상구,정춘희,정당인,50,19680108,대구보건대학교 물리치료과 졸업,(현)사상지역위원회 여성위원장,0
121,자유한국당,대구광역시,중구,이정민,(주)범진 외식프랜차이즈 대표이사,31,19870512,대구대학교 회계정보학과 졸업,(현)(주)범진 외식프랜차이즈 대표이사,0
122,더불어민주당,대구광역시,동구,최은숙,정당인,54,19640202,호산대학교 휴먼케어학부 재학,(전)더불어민주당 대구광역시당 여성국장,0
123,자유한국당,대구광역시,동구,주형숙,자영업,56,19620414,초계종합고등학교 졸업,(현)신암1동 주민자치위원회 부위원장,0
124,더불어민주당,대구광역시,서구,차금영,정당인,64,19531022,"경북과학대학 사회복지학과 졸업(현, 경북과학대학교)",(현) 대구시당 여성위원회 부위원장,0
125,자유한국당,대구광역시,서구,여근순,정당인,59,19581229,경산1대학교 사회복지과(2년제) 졸업(현. 호산대학교),(현) 자유한국당 대구 서구 당협 여성위원장,0
126,자유한국당,대구광역시,남구,최영희,계명문화대학교 디자인학부 외래교수,45,19730407,계명대학교대학원 디자인학과 졸업(미술학석사),(현) 계명문화대학교 디자인학부 외래교수,0
127,자유한국당,대구광역시,북구,류승영,정당인,44,19730722,대구가톨릭대학교 조경학과 제적(1992.3.3~1995.4.26),(전)대구지방경찰청 녹색어머니연합회 연합회장,0
128,더불어민주당,대구광역시,북구,김지연,회사원,37,19810523,경북대학교 대학원 행정학과 수료,(전)국회의원 홍의락 의원실 비서,0
129,더불어민주당,전라북도,군산시,김영자,겸임교수,61,19561226,한일장신대학교 사회복지대학원 석사 졸업,(현)군산문화예술심리상담센터장,0
130,정의당,전라북도,군산시,정지숙,회사원,47,19701120,군장대학교 청소년교육지도과 졸업,미기재,0
131,더불어민주당,전라북도,군산시,송미숙,전임강사,55,19630610,원광디지털대학교 한국문화학부 차문화경영학과 졸업,(전)군산시 여성단체 협의회장,0
132,더불어민주당,전라북도,익산시,오임선,프리랜서아나운서,35,19830121,대경대학교 연극영화 방송계열 졸업,(현) 금강방송프리랜서아나운서,0
133,정의당,전라북도,익산시,유재동,정당인,63,19550525,원주간호고등기술학교졸업(현 강릉원주대학교),(전)익산시의회의원선거 출마(2006),0
134,더불어민주당,전라북도,익산시,이순주,자영업,54,19640110,원광대학교 대학원 한국문화학과(예다학박사)수료,(현) 원광대학교한국예다학연구소연구위원,0
135,더불어민주당,전라북도,정읍시,이남희,축산업,56,19611212,전주대학교 신학과 졸업,(현)정읍목련라이온스클럽회장,0
136,정의당,전라북도,정읍시,김은주,농업,48,19700116,미기재,(전)GnB영어학원장,0
137,더불어민주당,전라북도,남원시,이미선,정당인,37,19800626,전북대학교 대학원 졸업(사회복지학박사),(전) 원광대 교양교육대학 초빙교수,0
138,더불어민주당,전라북도,남원시,노영숙,정당인,61,19561028,전남과학대학교 사회복지학과 졸업,(전) 남원농협상무,0
139,더불어민주당,전라북도,김제시,이정자,회사원,51,19660813,전북과학대학교 호텔·관광·바리스타과 휴학,(전)김제단야로타리클럽회장,0
140,더불어민주당,전라북도,김제시,고미정,돌봄교사,49,19690315,전주대학교 사범대학 한문교육학과 졸업,(현)금구초등학교 돌봄교사,0
141,더불어민주당,전라북도,완주군,이경애,자영업,62,19560120,전북과학대학교 사회복지학과 졸업,(현)18기 민주평화통일 자문위원회의완주협의회 부회장,0
142,더불어민주당,전라북도,완주군,최찬영,농업,33,19850228,원광대학교 경영학부 졸업,(현)더불어민주당 완주군청년위원회 사무국장,0
143,더불어민주당,전라북도,진안군,강은희,주부,52,19660330,전주여자고등학교부설방송통신고등학교 졸업,(현) 더불어민주당진안군여성위원회위원장,0
144,더불어민주당,전라북도,무주군,문은영,자영업,53,19650505,군산대학교 경영학과 졸업,(현)한국외식업중앙회전북지부무주군지회 부지부장,0
145,더불어민주당,전라북도,장수군,나금례,농업,59,19581228,벽성대학(사회복지경영과)졸업,(현)더불어민주당 장수군여성위원회 부위원장,0
146,더불어민주당,전라북도,임실군,박영자,정당인,62,19550919,벽성대학 아동복지과 졸업,(현)대한간호조무사협회전북도회 간정회장 ,0
147,더불어민주당,전라북도,순창군,송준신,심리상담사,52,19660521,목포대학교 일반대학원 교육학과 석사과정 수료,(전)대한적십자사 순창지구협의회 순창봉사회 회장,0
148,더불어민주당,전라북도,고창군,김미란,프리랜서강사,39,19780723,전북과학대학교 건축토목조경계열 졸업,(전)고창학부모기자단 회장,0
149,더불어민주당,전라북도,부안군,이용님,회사원,63,19541107,전북대학교 농업개발대학원 졸업 (농학석사),(전)부안군농업기술센터 지방농촌지도관,0
150,더불어민주당,전라남도,목포시,김수미,전남목포소비자연맹 사무국장,42,19760304,전남대학교 일반대학원 생활환경복지학과 생활과학박사,(현)전남목포소비자연맹 사무국장,0
151,민주평화당,전라남도,목포시,장송지,목포장례식장 대표,64,19540225,목포과학대학 관광경영계열 졸업,(현)민주평화당 목포지역위 부위원장,0
152,더불어민주당,전라남도,목포시,이금이,방과후 강사,50,19680528,목포혜인여자고등학교 졸업,(전)목포경찰서 역전자율방범대,0
153,더불어민주당,전라남도,여수시,민덕희,사회복지사,47,19701003,우석대학교 보건복지대학 아동복지학과 졸업,(현)더불어민주당 여수을지역위원회 여성위원회 부위원장,0
154,더불어민주당,전라남도,여수시,고용진,자영업,37,19800714,전남대학교 일반대학원 석사과정 기업경영학과 수료,(전)더불어민주당 제19대 대선 중앙선대위 청년위원회 청년지방행정혁신특별위원장,0
155,더불어민주당,전라남도,여수시,이미경,주부,57,19600802,서강실업전문대학 가정과 졸업(현 서영대학교),(현)민주평화통일자문회의 자문위원,0
156,자유한국당,대구광역시,수성구,김종숙,정당인,63,19540826,이서고등학교 졸업,(전)전국자연보호중앙회 이사,0
157,더불어민주당,대구광역시,수성구,황혜진,정당인,57,19600810,계명대학교대학원 한국문화학과 졸업 (문학석사),(전)더 생명나무 두란노어머니학교 부모교육강사,0
158,자유한국당,대구광역시,달서구,조복희,정당인,59,19581013,대구공업대학 건축인테리어계열 인테리어리모델링전공 졸업,(현)달서구여성단체협의회 사무국장,0
159,더불어민주당,대구광역시,달서구,이신자,정당인,50,19680222,계명대학교 행정학전공 1학년 재학중,(현)달서구을 지역위원회 여성위원장,0
160,자유한국당,대구광역시,달서구,박정환,파인테크닉스 이사,52,19660308,대구보건전문대학(현 대구보건대학교) 방사선과 졸업,(현)달서경찰서 본동자율방범대장,0
161,자유한국당,대구광역시,달성군,김은영,정당인,48,19691026,계명대학교 교육학과 졸업,(현)자유한국당 달성군 당협 여성부장,0
162,더불어민주당,인천광역시,중구,유형숙,세계로항공여행사 이사,59,19580712,인천 박문여자고등학교 졸업,(현)인천 중구 홍예문화예술협회 부회장,0
163,더불어민주당,인천광역시,동구,장수진,더불어민주당 중구동구강화군옹진군 여성위원장,40,19770818,인천대학교 교육대학원 재학,(현) 인천 중·동구평화복지연대 운영위원,0
164,더불어민주당,인천광역시,남구,김란영,노아요양보호사교육원 원장,60,19580208,고등학교졸업학력검정고시합격,(전)남구여성단체협의회회장,0
165,자유한국당,인천광역시,남구,홍영희,국회의원 비서,53,19650215,인천대학교 정책대학원 사회복지학과 수료(석사과정),(현)윤상현국회의원사무실비서,0
166,더불어민주당,인천광역시,연수구,이은수,정당인,52,19651225,안산상업고등학교 (현 안산국제비즈니스고등학교) 졸업,(현)인천 연수갑 지역위원회 여성위원,0
167,자유한국당,인천광역시,연수구,정태숙,하늘정원 대표,58,19600522,인성여자 고등학교 졸업,(현)연수구 여성단체협의회 회장,0
168,자유한국당,인천광역시,남동구,강경숙,정당인,53,19650315,명덕여자중학교 졸업,(현)인천시당 누리봉사단장,0
169,더불어민주당,인천광역시,남동구,반미선,(현)남동을지역위원회 여성위원장,51,19670226,서울간호전문대학 간호과 졸업(현 서울 여자 간호대학교),(현)행복요양보호사교육원 원장,0
170,자유한국당,인천광역시,부평구,우명옥,기업인,57,19610210,미기재,(현)마스터일렉스 대표이사,0
171,더불어민주당,인천광역시,부평구,마경남,학예연구사,40,19771128,세종대학교 언론홍보대학원 문화예술학과졸업(문학석사),(전)명신여자고등학교 운영위원장,0
172,자유한국당,인천광역시,계양구,김숙의,정당인,50,19680208,인천대학교 도시시스템공학과 재학,(현)자유한국당 인천 계양을 여성위원장,0
173,더불어민주당,전라남도,순천시,박혜정,청암대학교 부교수,45,19720827,동신대학교 박사과정 보건의료학과 수료,(현)청암대학교 안경광학과 부교수,0
174,정의당,전라남도,순천시,김미애,정의당 순천시위원회 위원장,37,19810327,순천청암대학 피부미용과 1학년제적(2001.03.02~2001.11.07),(현)정의당 순천시위원회 위원장,0
175,더불어민주당,전라남도,순천시,박재원,세무사,43,19741023,원광대학교 경상대학 회계학과 졸업,(전)순천시청 결산검사위원,0
176,더불어민주당,인천광역시,계양구,신정숙,계양갑 지역위원회 여성위원회 여성위원장,56,19620129,상명여자고등학교 졸업,(현)민주평화통일자문회의자문위원,0
177,자유한국당,인천광역시,서구,김이경,영유아교육교사,39,19780830,경희대학교 지리학과 졸업,(전)(주)아가월드 교육교사,0
178,더불어민주당,인천광역시,서구,최은순,무직,51,19661220,청산여자상업학교(현 영신여자고등학교) 졸업,(전)시당여성위원회 여성국장,0
