,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
0,더불어민주당,전라북도,전주시마선거구,김은영,자영업,49,19680123,성산효대학원대학교 효학과(효학전공) 박사과정 수료,(전)국제라이온스356-C지구 직능부총재,61.61
1,더불어민주당,경기도,하남시가선거구,강성삼,파미르건축사사무소 고문,48,19681013,신흥대학교 지적부동산과 졸업(행정전문학사),(전)하남시배드민턴연합회 회장,43.61
2,자유한국당,경기도,하남시가선거구,이영준,신장택시(주) 대표이사,46,19700930,중앙대학교 회계학과 졸업,(현)신장택시(주) 대표이사,29.73
3,자유한국당,경상남도,창녕군가선거구,홍성두,정당인,56,19600725,고등학교졸업(검정고시)합격,(전)창녕군체육회부회장,54.97
