,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
18,민주노동당,제주특별자치도,제주특별자치도제4선거구,강경식,정당인,43,19661009,제주대학교 관광경영학과 박사과정 수료 ,(현)친환경무상급식발의대표,53.39
19,민주당,제주특별자치도,제주특별자치도제5선거구,김명만,영농조합법인 한라표고 대표,48,19620112,제주전문대 행정과 졸업,(현)이도2동 주민자치위원회 간사,43.15
20,무소속,제주특별자치도,제주특별자치도제6선거구,박희수,제주특별자치도의회의원,48,19611231,제주대학교 법학과 졸업,(현)제주특별자치도의회의원,42.22
21,민주당,제주특별자치도,제주특별자치도제7선거구,소원옥,건설업,52,19571115,제주산업정보대학 소방환경관리과 졸업,(전)용담2동주민자치위원,30.75
22,민주당,강원도,횡성군제1선거구,이관형,정당인,44,19650813,상지영서대학 행정과 졸업,"(전)박경수, 이응선 국회의원보좌관",52.94
23,한나라당,강원도,횡성군제2선거구,함종국,정당인,51,19580810,상지대학교졸업(축산학과),전)횡성군의회의원,56.68
24,민주당,강원도,영월군제1선거구,고진국,강원도의회의원,57,19520921,세경대학 사회복지과 졸업,전)영월군의회 4선의원,51
25,한나라당,강원도,영월군제2선거구,권석주,강원도의회의원,62,19471129,주천농업고등학교 농업과 졸업,전)영월군농업기술센터소장,61.18
26,한나라당,강원도,평창군제1선거구,이영덕,도의원,64,19460304,평창고등학교,도의원,34.64
27,한나라당,강원도,평창군제2선거구,곽영승,무직,52,19571020,강원대학 일반대학원 행정학과 졸업(행정학박사),송호대 겸임교수,42.16
28,한나라당,강원도,화천군선거구,방승일,상업,53,19570417,강원대학교  경영학과 졸업,(전)화천읍주민자치위원장,51.29
29,한나라당,강원도,양구군선거구,조영기,강원도의원,49,19600720,강원대학교(인문대학 철학과) 4년 재학,양구군수비서실장(전),66.2
30,한나라당,서울특별시,성동구제2선거구,이상묵,(주)성신문화인쇄 전무이사,44,19660106,미국 Texas Tech University 대학원 정치학과 졸업(정치학 박사) (2000.8~2006.5),(현)한나라당 중앙위원회 총간사,45.81
31,민주당,서울특별시,성동구제3선거구,김희전,정당인,55,19550112,경민대학 자치행정과 2학년 재학중,"前 성동구의회 (3,4대) 구의원",55.29
32,민주당,서울특별시,성동구제4선거구,박양숙,정당인,46,19630629,고려대학교 노동대학원 노동법학과 졸업(법학 석사),국회 정책연구위원(2급 상당),58.96
33,민주당,서울특별시,광진구제1선거구,김기만,체육인,52,19580222,경원대학교 경영대학원 경영학과 석사과정 5학기 재학중 ,광진구 민생치안 봉사단 회장,63.31
34,민주당,서울특별시,광진구제2선거구,문종철,광동개발(주) 전무이사,42,19670720,건국대학교 행정대학원 도시및지역계획학과(5학기) 재학중,광진구 의원 복지건설 위원장,57.72
35,민주당,서울특별시,광진구제3선거구,김선갑,한국 지방자치정책센터 기획위원장,49,19600625,수원대학교 무역학과 졸업,국회의원 추미애 보좌관,58.29
36,민주당,서울특별시,광진구제4선거구,박래학,정당인,56,19540121,호남대학교 산업경영대학원 경영학과 석사과정 1학기 재학중,전)서울시의회 예결위원장,59.27
37,민주당,서울특별시,동대문구제1선거구,전철수,정당인,47,19630525,명지전문대학 사회복지과 졸업,동대문구의회 4 · 5대의원,56.81
38,한나라당,부산광역시,수영구제2선거구,전봉민,부산광역시의회의원,37,19721021,동의대학교 건축공학 박사과정 수료,현)부산광역시 5대시의원,61.49
39,한나라당,부산광역시,사상구제1선거구,이상갑,주식회사 부산전문장례식장 대표이사,54,19560227,부산디지털대학교 사회복지학부 사회복지학전공 졸업,(현)부산북부소방서 의용소방대 남성대장,52.33
40,한나라당,부산광역시,사상구제2선거구,오보근,음식업,55,19541212,동아대학교 경영대학원 수료,(전) 사상구의회 4선의원,54.11
41,한나라당,대구광역시,중구제1선거구,김화자,건축사,65,19440624,영남대학교 환경대학원 졸업 (도시계획석사),"대구광역시의회 3, 4대 의원(전)",51.06
42,한나라당,대구광역시,중구제2선거구,송세달,대구광역시의원,47,19630528,계명대학교 일반대학원 화학공학과 졸업(공학박사),(現)제5대 대구광역시의회 교육사회위원장,0
43,한나라당,대구광역시,동구제1선거구,이윤원,정당인,65,19440722,한국방송통신대학교 행정학과 1년 중퇴,대구시의회 행정자치위원회위원장,45.7
44,한나라당,대구광역시,동구제2선거구,권기일,대구시의회의원,45,19641105,경북대 경영대학원 회계학과 졸업,"16, 17대국회의원 보좌관",58.75
45,한나라당,대구광역시,동구제3선거구,정해용,대구시의회의원,39,19710527,경북대학교 대학원 사회학과 석사과정수료,박근혜 前대표 경선상황실장,0
46,한나라당,대구광역시,동구제4선거구,도재준,반야월새마을금고 이사장,59,19501205,청구중학교 졸업,前 3대 동구의회 의원,60.5
47,한나라당,대구광역시,서구제1선거구,김의식,티에이치건설(주) 대표이사,54,19550629,경일대학교 공과대학 도시정보지적공학과 졸업,대구광역시의원,61.44
48,한나라당,강원도,철원군제1선거구,김동일,강원도의회 의원,46,19631225,서울 디지털대학교 2학년제적,(전) 강원도의회 6대의원,0
49,민주당,강원도,철원군제2선거구,한금석,농.축산업,53,19570518,근남초등학교졸업,(전)철원군의회3.4대의원(4대후반기의장),56.89
50,민주당,충청북도,청주시제1선거구,김광수,충청북도의회의원,64,19460522,청주기계공업고등학교 졸업,(전) 청주시 상당구청장,42.9
51,민주당,충청북도,청주시제2선거구,김형근,자영업(비전라이드텍 대표),50,19600126,충북대학교 사회과학대학 경영학과 졸업,(전) 노무현정부 행정중심복합도시건설추진위원회 자문위원,57.17
52,민주당,충청북도,청주시제3선거구,장선배,정당인,48,19620521,청주대학교 사회복지·행정대학원 사회복지학 졸업 (사회복지학 석사),"(전) 충청일보 정치부 기자 (충청북도, 충청북도의회 출입)",60.13
53,민주당,충청북도,청주시제4선거구,최진섭,정당인,58,19510713,충북대학교 행정대학원 행정학 석사,(전)청주시복지환경국장,58.43
54,민주당,충청북도,청주시제5선거구,이광희,충북숲해설가협회 사무국장,46,19631009,충북대학교 대학원 산림학과 석사과정 2년 재학,국회의원 정책보좌관,59.37
55,민주당,충청북도,청주시제6선거구,김영주,정당인,36,19731220,충북대학교 전기에너지공학전공 졸업,민주당충북도당 정책실장,53.78
56,민주당,충청북도,청주시제7선거구,임헌경,세무사,43,19661020,고려대학교 경영대학원 경영학 석사,현)민주당 충북도당 청년위원장,64.15
57,민주당,충청북도,청주시제8선거구,박종성,정당인,51,19590104,세광고등학교 졸업,제7대 청주시 예산결산특별위원회 위원장,58.09
58,민주당,충청북도,청주시제9선거구,최미애,충청북도의회의원,59,19500926,한국방송통신대학교 행정학과 1년 재학,전)충북여성민우회 상임대표,48.53
59,민주당,충청북도,충주시제1선거구,김동환,농업,59,19510210,한국방송통신대학교 국어국문학과 4학년 재학,충주시청 기획행정국장(전),56.39
60,민주당,충청북도,충주시제2선거구,윤성옥,정당인,62,19470712,충북대학교 졸업(사범대학 영어교육과),(전)충주고등학교 교사,46.72
61,민주당,충청북도,충주시제3선거구,심기보,정당인,48,19610615,건국대학교 법학과 졸업,(전)평민신문 기자,40.79
62,민주당,충청북도,제천시제1선거구,권기수,정당인,63,19470206,제천고등학교 졸업,충청북도 자치행정과장(전),55.08
63,민주당,충청북도,제천시제2선거구,박한규,상업,54,19560118,대원대학 사회복지과 재학중,민주당제천단양당원협의회장(전),42.98
64,민주당,충청북도,단양군선거구,김희수,농업,59,19501014,단양공업고등학교 졸업,전) 단양군청 농림과장,33.2
65,민주당,충청북도,청원군제1선거구,박문희,건설서비스업,56,19530826,한국방송통신대학교 농학과  재학중,(현)민주당 민생경제 특별위원장,44.95
66,민주노동당,충청북도,청원군제2선거구,김도경,농업,49,19601217,서울 중동고등학교 1년 중퇴,現 청원군농민회 회장,55.48
67,한나라당,충청북도,영동군제1선거구,임현,정당인,66,19440108,영동고등학교 졸업,(전)충청북도 사회복지과장,51.17
68,자유선진당,충청북도,영동군제2선거구,손문규,농업,63,19461213,영동대학교 산업경영학과 졸업,(전)황간농협협동조합 전무,62.2
69,자유선진당,충청북도,보은군선거구,유완백,정당인,63,19470319,보은농업고등학교 졸업,보은군 보은읍장(前),46.75
70,자유선진당,충청북도,옥천군제1선거구,김재종,명가웨딩홀 대표,55,19550221,대전농업고등전문학교 축산과 졸업 (현 우송대학교),한국음식업중앙회 충북지회장(현),55.65
71,자유선진당,충청북도,옥천군제2선거구,황규철,옥천군생활체육회장,43,19660828,대전대학교 법경대학 행정학부 행정학전공 졸업,(현)옥천군생활체육회장,56.93
72,민주당,충청북도,음성군제1선거구,최병윤,주식회사 석진산업 대표이사,49,19610315,충북대학교 건축공학과 졸업,충북아스콘공업협동조합이사장(현),48.81
73,민주당,충청북도,음성군제2선거구,이광진,정당인,47,19620606,건국대학교 사회과학대학원 기업경영학과 졸업,금왕읍 체육회장,48.41
74,민주당,서울특별시,동대문구제2선거구,백금산,정당인,51,19580613,한국외국어대학교 정치행정언론대학원 석사과정 5학기 재학중,휘봉고등학교 유치위원회 사무국장,61.73
75,민주당,서울특별시,동대문구제3선거구,김인호,민주당 동대문(을) 사무국장,43,19670524,고려대학교 법무대학원 졸업(법학석사),고려대학교 법무대학원 총학생회장(전),56.52
76,민주당,서울특별시,동대문구제4선거구,인택환,(주)원당이앤씨대표이사,58,19520320,고려대 법과대학 졸업,행정학박사,53.32
77,민주당,서울특별시,중랑구제1선거구,성백진,건설업,59,19500820,송곡대학 사회복지상담과 졸업,(전)중랑구의회 의장,53.7
78,민주당,서울특별시,중랑구제2선거구,공석호,정당인,44,19660105,경희대학교 경영대학원 경영학과 졸업,제5대 중랑구의원,57.75
79,민주당,서울특별시,중랑구제3선거구,김동승,동양주택건설 대표,63,19460807,고려대학교 정책대학원 재학(도시 및 지방행정학 석사과정),전 중랑구의회9대의장,56.64
80,민주당,서울특별시,중랑구제4선거구,윤명화,중랑재미지역아동센터장,50,19600228,상명대학교대학원불어불문학과 박사수료,주한 벨기에대사관 어시스턴트,45.14
81,민주당,서울특별시,성북구제1선거구,임형균,사회복지사,42,19680110,한성대학교 행정대학원 복지행정학과 졸업(행정학석사),(전)일광노인요양센터 원장,56.16
82,민주당,서울특별시,성북구제2선거구,김문수,국제공인재무설계사(CFP),41,19681001,고려대학교 정치외교학과 졸업,진영호 성북구청장 비서실장,45.19
83,민주당,서울특별시,성북구제3선거구,이미성,진각사회복지연구소장,36,19730817,중앙대학교 사회개발대학원 사회복지학 석사,"제4대, 5대 성북구의회 의원",48.08
84,민주당,서울특별시,성북구제4선거구,이경애,정당인,51,19590519,한양대학교 지방자치대학원석사,(전)5대 서울시의원,50.55
85,민주당,서울특별시,강북구제1선거구,김기옥,NGO 활동가,44,19650823,단국대학교 대학원 정치학박사 (수료),(사)통일준비네트워크 사무총장,51.57
86,민주당,서울특별시,강북구제2선거구,김정중,정당인,58,19520110,서경대학교 경영대학원 석사과정 재학중,제2대·3대 강북구의회의원,50.39
87,민주당,서울특별시,강북구제3선거구,신승호,대학겸임교수,60,19500315,고려대학교 정책대학원(정치학 석사)졸업,강북구의회 제4대 의장(2004),62.33
88,민주당,서울특별시,강북구제4선거구,박진형,공무원(국회의원 보좌관),39,19710104,고려대학교 정치외교학 대학원 수료,최규식 국회의원 보좌관,59.93
89,민주당,서울특별시,도봉구제1선거구,김용석,정당인,39,19700729,경희대학교 사학과 졸업,"도봉구의회 제3·4·5대 의원(3선, 前)",58.39
90,민주당,서울특별시,도봉구제2선거구,김광수,자영업,53,19570226,국민대학교 경영대학 경영학부 중퇴(1년),7대 시의원 후보,58.49
91,민주당,서울특별시,도봉구제3선거구,정세환,정당인,43,19660628,고려대학교 교욱대학원 석사과정 2년 제적 ,민주당 전국대의원(현),0
92,민주당,서울특별시,도봉구제4선거구,김동욱,정당인,43,19661129,서울시립대 도시과학대학원 도시행정학과(석사과정) 3학기 제적,(전)5대 서울시 최연소 시의원,48.18
93,민주당,서울특별시,노원구제1선거구,서영진,(사)주거환경연합 이사 겸 사무처장,44,19660101,연세대학교 행정대학원 졸업(행정학석사),"제 2,3,4대 노원구의회의원(전)",57.8
94,민주당,서울특별시,노원구제2선거구,문상모,정당인,41,19690202,서울산업대학교 행정학과 재학 중,민주당 중앙당 교육연수위원회 부위원장(현),54.61
95,민주당,서울특별시,노원구제3선거구,오승록,정당인,40,19691130,고려대학교 정책대학원 도시및지방행정학과 석사과정수료,청와대 행정관(3급),56.02
96,민주당,서울특별시,노원구제4선거구,김생환,대학교 겸임교수,52,19571115,한성대학교 행정대학원 정책학과 졸업(행정학박사),前노원구의회2·3·4대 의원,45.41
97,민주당,전라남도,고흥군제2선거구,함채규,정당인,64,19450915,고구려대학 한약요양복지과 2학년 재학,제4대 고흥군의회 의원,54.69
98,민주노동당,전라남도,보성군제1선거구,이정민,농업,46,19631214,서강정보대학 토목환경과 졸업,(전)보성군 농민회 득량면지회 회장,44.47
99,민주당,전라남도,보성군제2선거구,임명규,정당인,52,19571212,광주대학교 대학원 졸업(법학석사),"(전)벌교농업협동조합 9,10대 조합장",0
100,민주당,전라남도,화순군제1선거구,양경수,축산업,63,19470203,조선대학교 법정대학 법학과 졸업,"화순축산업협동조합 조합장(4대, 5대, 6대)역임",46.88
101,민주당,전라남도,화순군제2선거구,홍이식,정당인,52,19580601,전남대학교 행정대학원 행정학과 졸업(행정학석사),현)전라남도의회 부의장,0
102,무소속,전라남도,장흥군제1선거구,최경석,정치인,46,19630728,조선대학교 법정대학 행정학과 졸업,(전)제5대장흥군의회의원,54.27
103,민주노동당,전라남도,장흥군제2선거구,정우태,농업,48,19611010,광주 동신고등학교 졸업,전)장흥군농민회 회장,45.31
104,무소속,전라남도,강진군제1선거구,곽영체,한벽당문학연구소 소장,62,19471225,전남대학교 교육대학원 교육학과 졸업 (교육학 석사),전) 전라남도교육청정보화과장,55.21
105,민주당,전라남도,강진군제2선거구,윤도현,도강요 대표,66,19430612,조선대학교 약학대학 졸업,초대강진군의회의원,0
106,한나라당,대구광역시,서구제2선거구,이재화,(주)에이원 대표이사,54,19560409,영남대학교 행정대학원 정책학과 행정학석사 졸업,한나라당 대구시당 여성위원회 부위원장(현),50.68
107,한나라당,대구광역시,남구제1선거구,홍창호,(주)남양엔터프라이즈 대표이사,47,19620728,영남대학교 경영대학원 졸업 (경영학 석사),前한나라당박근혜후보특보,53.43
108,한나라당,대구광역시,남구제2선거구,이재녕,계명문화대학 초빙교수,51,19581111,대구대학교 대학원 졸업(도시개발전공 행정학 박사),前 대구 남구문화원장,66.14
109,한나라당,대구광역시,북구제1선거구,장경훈,정당인,64,19450803,동국대학교 경상대학 경영학과 졸업,현)대구광역시의원,62.96
110,한나라당,대구광역시,북구제2선거구,양명모,건강백세약국 대표약사,51,19590519,성균관대학교 임상약학대학원 졸업,현)대구시의원,59.63
111,한나라당,대구광역시,북구제3선거구,이재술,대구광역시의원,49,19610429,고려대학교 행정대학원 졸업(공공정책학 석사),현)K-2이전 시민추진단 집행위원회 부위원장,0
112,한나라당,대구광역시,북구제4선거구,김규학,대구보건대학 겸임교수,46,19640131,경북대학교 대학원 정치학과 박사 수료,전)한나라당 대구시당 청년위원장,0
113,한나라당,대구광역시,수성구제1선거구,정순천,대구광역시의원 교육사회위원,49,19610202,경북대학교 정책정보대학원 사회복지전공 재학중 (5학기),전석장애인스포츠센터 소장,0
114,한나라당,대구광역시,수성구제2선거구,오철환,출판업,51,19581102,경북대학교 일반대학원 경영학과 졸업,경일대겸임교수,44.28
115,한나라당,대구광역시,수성구제3선거구,김덕란,대구광역시의원,49,19600626,대구가톨릭대학교 법학과 졸업,법무사,57.58
116,한나라당,대구광역시,수성구제4선거구,이동희,대구광역시의회 의원,56,19530930,영남대학교 대학원 도시공학과(박사과정수료:도시환경계획),제5대 대구광역시의회 의원,58.58
117,한나라당,대구광역시,달서구제1선거구,박돈규,대구광역시의원,56,19530913,경북대학교 행정대학원 지방자치전공 졸업 (행정학석사),前) 국회의원 보좌관(6년),56.55
118,한나라당,대구광역시,달서구제2선거구,도이환,정당인,52,19580129,경북대학교 정책정보대학원 정치리더십전공 3학기재학,대구광역시의회부의장,61.82
119,한나라당,대구광역시,달서구제3선거구,강재형,환경보호단체 임원,59,19510512,영남대학교 환경공학과 수질관리전공 박사학위 졸업,전 대구광역시 보건환경연구원장 역임,44.76
120,한나라당,대구광역시,달서구제4선거구,박상태,본동복어 대표,50,19591005,계명대학교 사범대학 한문교육과 졸업,달서구 생활체육회 회장,62.23
121,한나라당,대구광역시,달서구제5선거구,김원구,공인회계사,51,19590524,계명대학교 대학원 회계학과 (회계학)박사과정 졸업,대구 경실련 집행위원장(현),51.92
122,한나라당,대구광역시,달서구제6선거구,배지숙,세계학원 원장,42,19680409,경북대학교 대학원 정치학과 수료(2년),한나라당 대구시당 대외협력위원회 부위원장,0
123,한나라당,대구광역시,달성군제1선거구,김대성,우리어린이집 운영,51,19580809,계명대학교 회화과 졸업,현)한나라당 대구시당 부위원장,53.79
124,무소속,대구광역시,달성군제2선거구,박성태,무직,47,19630516,경북대학교 정책정보대학원 졸업(정책정보학 석사),전)대구광역시의회 부의장,55.72
125,민주당,인천광역시,중구제1선거구,안병배,정당인,53,19570601,서울보건대학 졸업(현 을지대학교),제4대 1기 인천광역시의회 문교사회위원장,44.75
126,한나라당,인천광역시,중구제2선거구,김정헌,정당인,44,19660505,인하대학교 정치외교학과 졸업,인천시 중구의회 부의장 역임,47.26
127,한나라당,제주특별자치도,제주특별자치도제8선거구,신영근,자영업,48,19610905,제주중앙중학교 졸업,(현)화북동주민자치위원장,43.29
128,민주당,제주특별자치도,제주특별자치도제9선거구,안창남,농업,49,19600714,제주대학교 사회과학대학 경영학과 졸업,"(전)제6,7대 제주시의회 의원",62.53
129,한나라당,제주특별자치도,제주특별자치도제10선거구,고충홍,제주특별자치도의회의원,62,19480213,중앙대학교 경영학과 졸업,(전)제주특별자치도의회 부의장,44.35
130,한나라당,제주특별자치도,제주특별자치도제11선거구,하민철,제주특별자치도의회의원,55,19550501,제주대학교 어로학과 졸업,(현)국민생활체육제주특별자치도테니스연합회장,50.72
131,민주당,제주특별자치도,제주특별자치도제12선거구,김태석,자영업,55,19550121,제주대학교 행정학과 졸업,(현)지역경제살리기범도민대책위원회 대표,44.09
132,한나라당,제주특별자치도,제주특별자치도제13선거구,장동훈,정당인,45,19640812,한림공업고등학교 건축과 졸업,(현)제주특별자치도의회 행정자치위원장,57.07
133,민주당,제주특별자치도,제주특별자치도제14선거구,김진덕,무직,46,19630921,동국대학교 식품공학과 졸업,(전)강창일 국회의원 보좌관,57.02
134,민주당,제주특별자치도,제주특별자치도제15선거구,박원철,항운노동조합 한림지부 조합원,47,19620722,한국방송통신대학교 법학과 졸업,(현)민주당중앙당 농어민특별위원회 부위원장,43.15
135,민주당,제주특별자치도,제주특별자치도제16선거구,박규헌,농업,59,19500904,제주산업정보대학 복지행정과 졸업,(전)애월읍장,54.6
136,무소속,제주특별자치도,제주특별자치도제17선거구,안동우,농업,47,19620722,동아대학교 농학과 졸업,(전)제8대제주특별자치도의회농수축지식산업위원장,37.97
137,민주당,전라남도,완도군제1선거구,서정창,자영업(한샘가구),55,19541031,전남도립대학 해양식품산업과 졸업 ,전)완도군 청년회장,0
138,민주당,전라남도,완도군제2선거구,송주호,수산업,54,19551030,전남대학교 공과대학 화학기계공학과 졸업,현) 제8대 전라남도의원,52.44
139,민주당,전라남도,해남군제1선거구,명현관,상업,47,19620621,호남대학교 환경이공대학 스포츠레저학부 3학년 재학,주)삼성동부전자 대표,69
140,민주당,전라남도,해남군제2선거구,김효남,수산업,57,19530423,성화대학 국제관광경영과 졸업,해남군수산업협동조합 조합장,52.59
141,민주당,전라남도,진도군선거구,장일,정당인,53,19560819,동신전문대학 건축과 1학년 중퇴,전라남도 의회의원,58.78
142,민주당,전라남도,영암군제1선거구,손태열,회사원(EN건설주식회사 부회장),61,19490224,조선대학교병설공업고등전문학교 토목학과 졸업,"영암군청 근무 (전 영암군건설과장, 전 도포,시종면장)",0
143,민주당,전라남도,영암군제2선거구,강우석,도의원,55,19541223,목포대학교 경영행정대학원 졸업,현)전라남도의회의원,0
144,민주당,전라남도,무안군제1선거구,양영복,정치인,52,19571220,목포과학대학 사회복지과 졸업,전)민주당중앙당대의원,39.98
145,민주당,전라남도,무안군제2선거구,정영덕,주식회사 영도시디자인 대표이사,46,19630903,조선대학교 대학원 졸업 (공학박사),전라남도청 도시계획전문위원,0
146,민주당,전라남도,영광군제1선거구,이동권,전라남도의회의원,48,19610704,조선대학교 법정대학 법학과 졸업,(현)전라남도의회의원,58.8
147,민주당,전라남도,영광군제2선거구,이장석,정당인,58,19520405,홍익대학교 상경대학 무역학과 2년 제적,(전)제5대 영광군의회 전반기의장,45.64
148,무소속,전라남도,함평군제1선거구,박동주,디자인필드 대표,49,19610428,조선대학교 정책대학원 졸업(행정학 석사),광주시 광산구의회 2대의원,56.58
149,민주당,전라남도,함평군제2선거구,노종석,농업,51,19590307,광주대동고등학교 졸업,민주당 함평군 부위원장(현),54.27
150,민주당,전라남도,신안군제1선거구,임흥빈,정당인(전남도의원),49,19601006,초당대학교산업대학원 사회복지학과 졸업,(현)전라남도의회의원,0
151,민주당,전라남도,신안군제2선거구,박충기,회사원,56,19530820,광주대학교 경상대학원 토목공학과 졸업,(전)신안군 도초면장,43.42
152,한나라당,경상북도,포항시제1선거구,한창화,정당인,57,19530226,동국대학교 사회과학대학원 행정학과 석사졸업(지방자치전공),한나라당 경북도당 홍보위원장(현),62.61
153,한나라당,경상북도,포항시제2선거구,김희수,(합)미광계전 대표,51,19590305,포항1대학 전기과 졸업,(사)포항시 새마을회 회장 역임,58.02
154,한나라당,경상북도,포항시제3선거구,장두욱,경상북도의회의원,56,19531018,경주대학교 국제무역학과 4학년 재학중,포항시 제2대 시의원(역임),79.31
155,한나라당,경상북도,포항시제4선거구,장세헌,경상북도의원,57,19521121,포항대학 졸업,"제2,3대 포항시의회의원",72.19
156,한나라당,경상북도,포항시제5선거구,장경식,현대제철 새마을금고 이사장,52,19580101,영남대학교 행정대학원 자치행정학과 석사과정 재학,현)경상북도의회의원,72.64
157,한나라당,경상북도,포항시제6선거구,채옥주,정치인,65,19440620,영남대학교 공과대학 섬유공학과 졸업,전) 경북여성단체협의회장(현 고문),50.21
158,한나라당,경상북도,포항시제7선거구,이정호,기업인,52,19570907,중앙대학교 사회복지학과 졸업,전)제5대 포항시의회 부의장,0
159,한나라당,경상북도,울릉군선거구,이용진,무직,54,19550623,육군3사관학교 졸업,(현)울릉군재향군인회회장,53.23
160,한나라당,경상북도,경주시제1선거구,박병훈,정당인,45,19640814,동국대학교 사회과학대학원 지역정책학과(국제관계전공)졸업,(전) 제8대 경상북도의회의원,69.9
161,자유선진당,대전광역시,대덕구제3선거구,오태진,회사원,57,19530325,대전산업대학교 산업대학원 건축공학과 석사졸업[현. 한밭대학교],대덕구의회 의장(전),39.83
162,무소속,울산광역시,중구제1선거구,박영철,계성대표,54,19551219,울산공업전문대학 조선과 졸업,前울산중구의회의장,56.61
163,민주노동당,울산광역시,중구제2선거구,천병태,정당인,48,19620508,울산대학교 영어영문학과 졸업,前울산광역시 초대시의원,43.59
164,한나라당,울산광역시,중구제3선거구,이성룡,(주)한진종합건설 이사,44,19660105,울산대학교 정책대학원 2년 재학중(석사),前한나라당 울산시당 조직팀장,38.9
165,무소속,울산광역시,중구제4선거구,박래환,부동산임대업,62,19471027,부산대학교 섬유공학과 졸업,前울산광역시 중구의회의장,59.69
166,한나라당,울산광역시,남구제1선거구,이희석,예술인,45,19641115,서울대학교 미술대학 조소과 졸업,한나라당 울산시당 부위원장,41.71
167,한나라당,울산광역시,남구제2선거구,송병길,전업주부,48,19610707,울산공과대학병설 공업전문대학 졸업(현 울산과학대학),울산광역시 여성단체협의회 부회장 역임,55.23
168,한나라당,울산광역시,남구제3선거구,박순환,정당인,54,19550705,울산대학교 산경대학 지역개발학과 졸업,(전)학성고등학교 총동문회장,0
169,한나라당,울산광역시,남구제4선거구,서동욱,울산광역시 의회의원,47,19630124,울산대학교 경제학과 졸업,"(현)울산광역시 의회의원(3,4대)",51.07
170,한나라당,울산광역시,남구제5선거구,김정태,자영업,55,19550410,부산성지공업고등학교 전기과 졸업(현.성지고등학교),(전)대한적십자사 태화강봉사회장,51.54
171,한나라당,울산광역시,남구제6선거구,김종무,무직,55,19550219,부린고등기술학교 졸업(현.부산정보관광고등학교),(현)고래박물관 운영위원,39.29
172,한나라당,제주특별자치도,제주특별자치도제18선거구,손유원,정당인,59,19510321,제주대학교 교육대학원 졸업,(전)오현고등학교 교사,52.92
173,민주당,제주특별자치도,제주특별자치도제19선거구,좌남수,제주특별자치도의회의원,60,19491010,제주상업고등학교(현 제주중앙고등학교) 졸업,(현)제주특별자치도의회4.3특별위원회 위원,57.57
