,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
24,새누리당,전국,비례대표,강은희,(주)위니텍 대표이사,47,19641023,계명대학교 산업기술대학원 컴퓨터공학과졸업(공학석사),(현)(사)IT여성기업인협회 회장,0
25,민주통합당,전국,비례대표,진선미,변호사,44,19670514,성균관대학교 법학과 졸업,(전)민변여성인권위원장,0
26,통합진보당,전국,비례대표,김제남,녹색연합녹색에너지디자인 운영위원장,48,19630612,덕성여자대학교 사학과졸업,(전)녹색연합 사무처장,0
27,새누리당,전국,비례대표,주영순,목포상공회의소 회장,66,19460408,목포 해양고 졸업,(현)목포상공회의소 회장,0
28,민주통합당,전국,비례대표,김용익,서울대학교 의과대학 교수,59,19520822,서울대학교 대학원 의학박사,(현)서울대학교 의과대학 교수,0
29,통합진보당,전국,비례대표,박원석,정당인,42,19700222,홍콩대학교 법학석사(인권법)(2003.09~2004.05),(전)참여연대 협동사무처장,0
30,민주통합당,전국,비례대표,배재정,부산문화재단 기획홍보팀장,44,19680216,부산대학교 대학원 예술·문화와영상매체협동과정 재학,(전) 부산일보 인터넷뉴스부장,0
31,새누리당,전국,비례대표,신의진,연세의대 세브란스병원 의사,48,19640410,연세대학교 대학원 의학과(의학박사),(현)연세대학교 의과대학 세브란스병원 정신과의사,0
32,새누리당,전국,비례대표,이상일,정당인,50,19611031,연세대학교 경영대학원 경영학과졸업(경영학석사),(전)중앙일보 워싱턴 특파원,0
33,민주통합당,전국,비례대표,백군기,부천대학교 초빙교수,62,19500212,경남대학교 경영대학원 경영학석사,(전)3군사령부 군사령관,0
34,새누리당,전국,비례대표,이에리사,용인대학교 교수,57,19540815,명지대학교 대학원 체육학과졸업(이학박사),(전)08년 베이징올림픽 한국선수단 총감독,0
35,민주통합당,전국,비례대표,남인순,민주통합당 최고위원,53,19581105,성공회대학교 복지대학원졸업(사회복지학석사),(전)여성단체연합 상임대표,0
36,새누리당,전국,비례대표,이자스민,정당인,35,19770106,필리핀 Ateneo de Davao 대학교 생물학과중퇴(1993.06~1996.03),(전)서울시 외국인생활지원과 주무관,0
37,민주통합당,전국,비례대표,한명숙,정당인,68,19440324,이화여자대학교 대학원 여성학 석사,(전)제37대 국무총리,0
38,민주통합당,전국,비례대표,도종환,시인,56,19550927,충남대학교 대학원졸업(문학박사),(전)한국작가회의 사무총장,0
39,새누리당,전국,비례대표,최봉홍,전국항운노동조합연맹 위원장,69,19421128,대구 사범학교졸업(현 대구교육대학교),(현)한국노총 부위원장,0
40,민주통합당,전국,비례대표,김현,정당인,46,19651015,한양대학교 사학과졸업,(전)노무현대통령 춘추관장,0
41,새누리당,전국,비례대표,류지영,(주)유아림 대표이사,62,19500304,숙명여자대학교 교육대학원 유아교육학졸업(교육학석사),(현)새누리당 중앙당 부대변인,0
42,새누리당,전국,비례대표,송영근,정당인,64,19470928,동국대학교 불교대학원 불교학과졸업(문학석사),(전)국군 기무사령관,0
43,민주통합당,전국,비례대표,진성준,정당인,44,19670419,전북대학교 법학과졸업,(전)국회정책연구위원(2급상당),0
44,새누리당,전국,비례대표,민현주,경기대학교 일반대학원 직업학과 조교수,42,19690723,"Cornell 대학교 대학원 사회학과졸업(박사), (1999.8~2004.8)",(현)경기대학교 일반대학원 직업학과 조교수,0
45,민주통합당,전국,비례대표,최민희,혁신과 통합 사무총장,51,19601203,이화여자대학교 사학과졸업,(전)방송위 부위원장,0
46,민주통합당,전국,비례대표,홍의락,정당인,57,19550311,고려대학교 농업경제학과졸업,(전)경북도지사후보,0
47,새누리당,전국,비례대표,박창식,(사)한국드라마제작사협회 회장,52,19591017,서울예술대학교 연극과졸업,(현)(주)김종학 프로덕션 대표이사,0
48,민주통합당,전국,비례대표,임수경,사회운동가,43,19681106,한국외국어대학교 신문방송학 박사과정수료,(전)방송위 남북방송교류위원,0
49,새누리당,전국,비례대표,손인춘,(주)인성내츄럴 사장,52,19590513,건국대학교 일반대학원 박사과정 벤처전문기술학과 벤처기술경영전공수료,(현)(주)인성내츄럴 사장,0
50,새누리당,전국,비례대표,김상민,대학생자원봉사단 V원정대 대표,38,19730714,아주대학교 사학과졸업,(현)보건복지부 희망나눔 정책네트워크 위원,0
51,새누리당,전국,비례대표,현영희,정당인,60,19511225,중앙대 대학원 유아교육학졸업(문학박사),(현)새누리당 상임전국위원,0
52,새누리당,전국,비례대표,이재영,World Economic Forum 아시아팀 부국장,36,19751116,연세대학교 행정대학원 국제관계안보졸업(석사),(전)(주)반도건설 두바이 해외프로젝트 담당과장,0
53,새누리당,전국,비례대표,신경림,이화여자대학교 건강과학대학학장,58,19540322,"Teachers College, Columbia University 대학원졸업(교육학박사), (1989.9~1992.2)",(현)한국여성단체협의회 수석부회장,0
