,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
16,새누리당,부산광역시,해운대구,백선기,우주유치원 설립이사장,66,19470707,경성대학교 교육대학원 졸업,(전)부산광역시 3선 시의원,54.45
17,무소속,부산광역시,기장군,오규석,기장군수,55,19580923,동국대학교 대학원 한의학과 한의학박사 과정 졸업,(현)민선 5대 기장군수,51.28
18,새누리당,부산광역시,사하구,이경훈,사하구청장,64,19500217,동아대학교 대학원 행정학과 졸업(행정학박사),(현)부산광역시 사하구청장,62.46
19,새누리당,부산광역시,금정구,원정희,금정구청장,60,19540210,동의대학교 대학원 회계학과 졸업,(전)부산가톨릭대 겸임교수,73
20,새누리당,부산광역시,강서구,노기태,정당인,67,19461221,부산대학교 경영대학원 졸업,(전)부산시 정무부시장,46
21,새누리당,부산광역시,연제구,이위준,연제구청장,71,19430515,동아대학교 원예학과 졸업,(현)연제구청장,64.36
22,새누리당,부산광역시,수영구,박현욱,정무직 공무원,59,19550223,부산외국어대학교 국제경영지역학대학원 졸업,(현)수영구청장,62.1
23,새누리당,부산광역시,사상구,송숙희,사상구청장,55,19590505,부산대학교 대학원 박사과정 수료 (사회복지학과),(현)사상구청장,63.71
24,새누리당,대구광역시,중구,윤순영,대구광역시 중구청장,61,19520611,중앙대학교 예술대학원(전공:문화예술행정) ,(현)대구광역시 중구청장(민선 5기),61.31
25,새누리당,대구광역시,동구,강대식,동구의회 의원,54,19591102,영남대학교 대학원 경영학과 박사과정 수료,(현)동구의회 의장,79.39
26,새누리당,대구광역시,서구,류한국,정당인,60,19540215,영남대학교 행정학과 졸업,(전)대구광역시 서구 구청장 권한대행 부구청장,51.21
27,새누리당,대구광역시,남구,임병헌,대구광역시 남구청장,60,19531010,영남대학교 대학원 졸업(행정학 석사),(전)민선4기 남구청장,0
28,새누리당,대구광역시,북구,배광식,정당인,54,19590719,경북대학교 행정학과 졸업,(전)대구광역시 북구 부구청장,68.39
29,새누리당,대구광역시,수성구,이진훈,정무직 공무원,57,19560828,계명대학교 대학원 환경과학과 졸업 (이학박사),(전) 대구광역시 기획관리실장,72.8
30,새누리당,대구광역시,달서구,곽대훈,공무원(정무직),59,19550605,서울대학교 행정대학원 행정학과 수료(석사과정),(현)달서구청장,72.86
31,새누리당,대구광역시,달성군,김문오,달성군수,65,19490504,경북대학교 법학과 졸업,(전)대구MBC보도국장,0
32,새누리당,인천광역시,중구,김홍섭,인천광역시 중구청장,64,19490620,경기대학교 교정학과 졸업,(현)인천광역시 중구청장,52.6
33,새누리당,인천광역시,동구,이흥수,BCM보습어학원장,53,19601215,인하대학교 행정대학원 정책학과 졸업 (행정학 석사),(전)새누리당 인천시당 부위원장,47.82
34,무소속,전라북도,완주군,박성일,전북대학교 기초교양교육원 초빙교수,59,19550313,서울대학교 행정대학원 졸업 (행정학 석사),(전)전라북도 행정부지사,50.21
35,무소속,전라북도,진안군,이항로,농업,57,19570227,한국방송통신대학교 행정학과 졸업,(전)진안읍장,37.47
36,새정치민주연합,전라북도,무주군,황정수,정당인,59,19541009,중부대학교 중국통상학과 졸업,(전) 제8대 전라북도의회 의원,38.82
37,무소속,전라북도,장수군,최용득,농업,67,19470420,천천초등학교 졸업,(전) 41대 장수군수,41.9
38,무소속,전라북도,임실군,심민,사회활동가,66,19471224,한국방송통신대학교 행정학과 졸업,(전)임실군 부군수,27.83
39,새정치민주연합,전라북도,순창군,황숙주,공무원(순창군수),66,19470920,연세대학교 행정대학원 졸업(행정학석사),(전)감사원 국장,66.15
40,새정치민주연합,전라북도,고창군,박우정,기업인,69,19450517,건국대학교 농공대학 농학과 졸업,(현)고창중·고등학교 총동창회 회장,50.15
41,무소속,전라북도,부안군,김종규,교육사업,62,19511108,전주대학교 일반대학원 박사 학위과정 수료(법학과),(전)민선3기 부안군수,49.19
42,무소속,전라남도,목포시,박홍률,정치인,60,19530909,한양대학교 행정대학원 사법경찰행정학과 졸업(법학석사),(전)민선5기 목포시장 후보,35.48
43,새정치민주연합,전라남도,여수시,주철현,변호사,55,19590312,성균관대학교 법과대학 졸업,(전)광주지검장,50.09
44,무소속,전라남도,순천시,조충훈,순천시장,60,19531024,중앙대학교 행정대학원 도시환경행정학과 졸업,(전)한국청년회의소(JC) 40대 중앙회장,48.13
45,새정치민주연합,전라남도,나주시,강인규,정당인,59,19550410,초당대학교 경찰행정학과 졸업,(전)나주시의회의장,49.42
46,무소속,전라남도,광양시,정현복,무직,64,19491209,한려대학교 사회복지대학원 졸업 (사회복지학 석사),(전) 신안군 부군수,36.53
47,새정치민주연합,전라남도,담양군,최형식,정당인,58,19551129,전남대학교 일반대학원 정치학과 박사과정 수료,(현) 민선5기 담양군수,50.27
48,무소속,전라남도,장성군,유두석,기업인,64,19500227,경원대학교 대학원 도시계획학 박사과정 졸업,(전)민선4기 장성군수,53.99
49,새정치민주연합,전라남도,곡성군,유근기,정당인,51,19621015,전남과학대학교 지리정보토목과 졸업,"(전)전라남도 제7,9대 도의원",45.03
50,새정치민주연합,전라남도,구례군,서기동,구례군수,64,19491001,경동고등학교 졸업,(현)구례군수,38.36
51,새정치민주연합,전라남도,고흥군,박병종,고흥군수,60,19540220,순천제일대학 경영정보학부졸업,(현)고흥군수(민선4.5기),42.47
52,무소속,전라남도,보성군,이용부,남부대학교 사회복지학과 교수,61,19521113,서울시립대학교 일반대학원 졸업(행정학 박사/행정학전공),(전)서울특별시의회 의장,55.02
53,새정치민주연합,전라남도,화순군,구충곤,정당인,55,19590209,조선대학교 대학원 첨단해상운송시스템공학과(산업경영전공) 졸업,(전) 전라남도의회 예결위원회 위원장,33.43
54,무소속,전라남도,장흥군,김성,조선대학교 행정복지학부 비 전임교수(휴직),54,19590923,조선대학교 일반대학원 행정학과 졸업 (행정학박사),"(전)제6,7대 전라남도의회 의원",34.43
55,새정치민주연합,전라남도,강진군,강진원,강진군수,54,19591020,"시라큐스대학교 졸업(공공행정 중견관리자 개발과정,문학석사,1999.8.30~2001.5.10)",(전)제31회 행정고등고시 합격,72.31
56,새정치민주연합,전라남도,완도군,신우철,정당인,61,19530601,전남대학교 일반대학원 박사과정 수산과학과 졸업 (이학박사),(전)전라남도 진도군청 부군수,56.65
57,새정치민주연합,전라남도,해남군,박철환,해남군수,55,19590102,대불대학교 법학과 졸업(현 세한대학교),(전)해남군 농업 경영인회 초대 회장,61.75
58,새정치민주연합,전라남도,진도군,이동진,공무원,68,19451001,서울대학교 법과대학 법학과 졸업,(전)전남개발공사 사장,56.24
59,새정치민주연합,전라남도,영암군,전동평,정당인,53,19610207,전남대학교 행정대학원 졸업(행정학석사),(전)전라남도의회 4·5·6·7대 의원,50.7
60,새정치민주연합,전라남도,무안군,김철주,정무직 공무원,56,19571005,조선대학교 약학대학 약학과 졸업,"(전)제7,8대 전라남도의회의원",77.31
61,무소속,전라남도,영광군,김준성,심지종합건설(주) 이사,62,19520505,호남대학교 산업경영대학원 졸업,(전) 제4대 영광군 의회의장,54.72
62,새정치민주연합,전라남도,함평군,안병호,함평군수,66,19470910,초당대학교 사회복지학과 졸업,(전) 함평군 축협장,58.03
63,무소속,전라남도,신안군,고길호,자영업,69,19450506,동국대학교 경상대학 경영학과 1년제적(1965.03.02~1966.02.27),(전)신안군수(민선3기),45.16
64,새누리당,경상북도,포항시,이강덕,단국대학교 초빙교수,52,19620114,고려대학교 정책대학원 공안행정학과 졸업,(전)해양경찰청장(치안총감),66.75
65,새누리당,경상북도,울릉군,최수일,울릉군수,62,19520401,대구공업대학(인테리어디자인전공) 졸업,(전)울릉군의회의장,71.3
66,새누리당,경상북도,경주시,최양식,선출직공무원,62,19520407,리버풀대학교 사회·환경대학원 졸업(행정학 석사)(1988.9 ~ 1990.6),(현)경주시장,48.18
67,새누리당,경상북도,김천시,박보생,김천시장,63,19510106,경북대학교 행정대학원 졸업(행정학석사),(전)김천혁신도시지구협의회장,68.37
68,새정치민주연합,인천광역시,남구,박우섭,공무원,58,19550722,서울대학교 자연과학대학 미생물학과 졸업,(현) 인천광역시 남구청장,50.2
69,새누리당,인천광역시,연수구,이재호,정당인,55,19590311,인천대학교 건설환경관리공학과 졸업,(전)제4대 연수구 구의원,48.96
70,새누리당,인천광역시,남동구,장석현,정당인,58,19550908,인하대학교 행정대학원 졸업,(전)박근혜 대통령후보 중앙선대위 국민소통본부 희망네트워크 본부장,50.28
71,새정치민주연합,인천광역시,부평구,홍미영,인천광역시 부평구청장,58,19550910,이화여자대학교 사회학과 졸업,(전)제17대 비례대표국회의원,48.94
72,새정치민주연합,인천광역시,계양구,박형우,정당인(現 계양구청장),56,19570813,동양공업전문대학 건축과 졸업(現 동양미래대학교),"(전) 인천광역시 제2,3대 시의원",54.7
73,새누리당,인천광역시,서구,강범석,정당인,48,19660215,인천대학교 동북아물류 대학원 졸업(물류학 박사),(전)2010년 서구청장 후보,51.43
74,무소속,인천광역시,강화군,이상복,정치인,60,19540602,동국대학교 행정대학원 행정학과 졸업(행정학석사),(전)제주특별자치도 행정부지사,46.15
75,새누리당,인천광역시,옹진군,조윤길,공무원,64,19490704,한국방송통신대학교 행정학과 3학년 재학,(현)옹진군수,65.75
76,새정치민주연합,광주광역시,동구,노희용,광주동구청장,51,19621121,서울대학교 행정대학원 졸업(행정학석사),(현)광주동구청장,71.19
77,새정치민주연합,광주광역시,서구,임우진,정당인,61,19530312,전남대학교 일반대학원 행정학과 졸업(행정학박사),(전)광주광역시 행정부시장,69.95
78,새정치민주연합,광주광역시,남구,최영호,광주광역시 남구청장,49,19650201,광주대학교 사회복지전문대학원 석사,(현)새정치민주연합 중앙위원회 위원,72.95
79,새정치민주연합,광주광역시,북구,송광운,광주광역시북구청장,60,19530803,고려대학교 법과대학 행정학과 졸업,(전) 전라남도행정부지사,67.3
80,새정치민주연합,광주광역시,광산구,민형배,자치구청장,52,19610615,전남대학교 일반대학원 사회학박사,(현)광산구청장,83.36
81,새정치민주연합,대전광역시,동구,한현택,공무원,58,19551215,대전대학교 행정학과 재학(박사과정),(전)대전광역시 공보관,56.36
82,새정치민주연합,대전광역시,중구,박용갑,대전광역시 중구청장,57,19570317,한밭대학교 테크노(현 창업)경영대학원 졸업(경제학석사),(현)중구청장,50.91
83,새정치민주연합,대전광역시,서구,장종태,정당인,61,19530208,대전대학교 대학원 졸업(행정학박사),(전)충청남도 수석감사위원,48.29
84,새정치민주연합,대전광역시,유성구,허태정,공무원(정무직),48,19650817,충남대학교 철학과 졸업,(현)유성구청장,60.71
85,새누리당,대전광역시,대덕구,박수범,정당인,53,19600815,한남대학교 행정복지대학원 졸업(정치학석사),(전)박근혜 대통령후보 중앙당 조직특보,46.49
86,새누리당,울산광역시,중구,박성민,정무직공무원(울산광역시중구청장),55,19590419,울산대학교 정책대학원 졸업(행정학석사),(현)울산광역시 중구청장,62.7
87,새누리당,울산광역시,남구,서동욱,정당인,51,19630124,동국대학교 사회과학대학원 행정학과 졸업,(전) 사)자연보호중앙연맹 울산광역시협의회 회장,60.69
88,새누리당,울산광역시,동구,권명호,정당인,53,19610110,울산대학교 정책대학원 졸업(행정학석사),(전)제4대 동구의회 전반기의장,44.94
89,새누리당,울산광역시,북구,박천동,정당인,48,19660320,동의대학교 대학원 경제학과 졸업(경제학 박사),(전) 제3·4대 울산시의회의원,44.94
90,새누리당,울산광역시,울주군,신장열,울주군수(지방정무직공무원),61,19520916,울산대학교 산업대학원 졸업,(현)울산광역시울주군수,65.18
91,새정치민주연합,경기도,수원시,염태영,정무직공무원,53,19600725,서울대학교 농화학과 졸업,(현) 수원시장,59.43
92,새정치민주연합,경기도,성남시,이재명,(현)성남시장,49,19641222,중앙대학교 법과대학 법학과 졸업,(현)경기도 성남시장,55.05
93,새정치민주연합,경기도,의정부시,안병용,의정부시장,58,19560422,동국대학교 대학원 행정학과 박사과정 졸업,(전)신흥대학교 행정학과교수,51.82
94,새누리당,경기도,안양시,이필운,정당인,59,19550302,성균관대학교 행정학과 졸업,(전)안양시장,50.16
95,새정치민주연합,경기도,부천시,김만수,정무직공무원(부천시장),49,19640920,연세대학교 사회학과 졸업,(현)부천시장,54.68
96,새정치민주연합,경기도,광명시,양기대,정당인,51,19621012,서울대학교 사범대학 지리교육과 졸업,(현)광명시장,61.12
97,새누리당,경기도,평택시,공재광,정당인,51,19630320,고려대학교 정책대학원 졸업(행정학석사),(전)대통령비서실 민정수석실 행정관,52.19
98,새누리당,경기도,양주시,현삼식,공무원,66,19470622,경민대학(현 경민대학교) 복지보육학부 졸업 ,(전)국제PTP양주챕터초대회장,52.21
99,새정치민주연합,경기도,동두천시,오세창,동두천시장,63,19510523,한양대학교 정치외교학과 졸업,(전)제16대 경기도 동두천시 시장,40.17
100,새정치민주연합,경기도,안산시,제종길,도시와자연연구소 소장,59,19550321,서울대학교 대학원졸업(이학박사),(전)17대 국회의원 (안산단원을),38.95
101,새누리당,경상북도,안동시,권영세,안동시장,61,19530213,경북대학교 대학원 석사과정 수료,(전)대구시 부시장,52.68
102,새누리당,경상북도,구미시,남유진,구미시장,61,19530407,서울대학교 철학과 졸업,(현)구미시장,52.59
103,새누리당,경상북도,영주시,장욱현,정당인,57,19560814,미국 인디애나대 행정환경대학원 졸업(1983.8~1985.5 행정학 석사),(전)대구테크노파크 원장,54.73
104,새누리당,경상북도,영천시,김영석,정무직공무원(영천시장),62,19511013,연세대학교 행정대학원 외교안보전공 석사과정졸업(행정학석사),(전)박근혜 (전)한나라당 대표 특별보좌관,62.18
105,무소속,경상북도,상주시,이정백,농업,63,19500607,상주대학교 생명자원과학대학 축산학과 졸업,(전)제7대 경상북도의회 부의장,44.64
106,새누리당,경상북도,문경시,고윤환,기초단체장(문경시장),57,19570520,인하대학교 대학원 행정학과 졸업(행정학박사),(현)문경시장,58.59
107,새누리당,경상북도,예천군,이현준,예천군수,59,19550329,고려대학교 경영대학원 석사과정 수료,(전)경상북도의회 의원,74.38
108,새누리당,경상북도,경산시,최영조,정무직공무원(경산시장),59,19550315,경북대학교 행정대학원 도시행정전공 수료 (석사과정),(현) 경산시장,63.78
109,새누리당,경상북도,청도군,이승율,정당인,62,19520424,"서라벌대학(현,서라벌대학교) 경찰복지행정과 졸업",(전)청도군의회의장,50.17
110,새누리당,경상북도,고령군,곽용환,고령군수,55,19581220,영남대학교 행정대학원 자치행정학과 졸업(행정학석사),(현)고령군수,0
111,새누리당,경상북도,성주군,김항곤,공무원,62,19511001,경북대 행정대학원 졸,(전)성주경찰서장,65.32
112,새누리당,경상북도,칠곡군,백선기,공무원,59,19550218,경북대학교 행정대학원 졸업(행정학석사),(전)청도부군수,64.25
113,무소속,경상북도,군위군,김영만,무,61,19520809,경북대학교 농업개발대학원 졸업(농촌개발전공-농학석사),(현)대구지방법원 의성지원 조정위원,52.57
114,새누리당,경상북도,의성군,김주수,농수산무역대학 학장,62,19520510,성균관대학교 대학원 경제학과 박사과정 수료,(전)농림부차관,75.07
115,무소속,경상북도,청송군,한동수,정무직 공무원 청송군수,65,19490101,영남대학교 대학원 도시공학과 박사학위과정 수료,(현)청송군수,58.05
116,새누리당,경상북도,영양군,권영택,영양군수,51,19620815,경북대학교 산업대학원 산업공학과 졸업,(현)영양군수,50.85
117,새누리당,경상북도,영덕군,이희진,정치인,50,19640310,중앙대학교 행정대학원 행정학과 졸업(행정학석사),(전)국회의원 강석호 보좌관,45.72
118,새누리당,경상북도,봉화군,박노욱,봉화군수,53,19601016,경북대학교 행정대학원 졸업,(전)한국농업경영인 중앙연합회 수석부회장,0
119,새누리당,경상북도,울진군,임광원,울진군수,63,19500919,경북대학교 행정대학원 개발행정학과 졸업,(전)경상북도 경제통상실장,53.84
120,새누리당,경상남도,창원시,안상수,정당인,68,19460209,서울대학교 법학과 졸업,(전) 한나라당 대표최고위원,56.51
121,새누리당,경상남도,진주시,이창희,진주시장,62,19510929,"위스콘신 메디슨 주립대 대학원 졸업(2년, 정책학석사, 1992~1994)",(전)경상남도 정무부지사,68.22
122,새누리당,경상남도,통영시,김동진,공무원,63,19510410,연세대학교 경제학과 졸업,(전)청와대 경제비서실 SOC기획단 행정관,47.51
123,새누리당,경상남도,고성군,하학열,정당인,55,19580729,중앙대학교 전기공학과 졸업,(전)고성군의회 제5대 의원,42.59
124,무소속,경상남도,사천시,송도근,한국시대학회대표,66,19471127,한국방송통신대학교 졸업,(전)부산지방국토관리청장,53.42
125,새정치민주연합,경상남도,김해시,김맹곤,김해시장,68,19451020,단국대학교 법정대학 법률학과 졸업,(전)제17대 국회의원,48.52
126,새누리당,경상남도,밀양시,박일호,정당인,51,19620721,영국 이스트앵글리아대학교 환경대학원(2000.9.~2003.4.)졸업(환경경제학박사),(전) 청와대 부이사관,57.01
127,새누리당,경상남도,거제시,권민호,거제시장,58,19560409,동아대학교 대학원 졸업(이학박사),"(전) 경상남도의회 제7대,8대 의원",45.76
128,무소속,경상남도,의령군,오영호,농업,64,19491002,창녕옥야중학교 졸업,(전)의령농지개량조합장,45.49
129,새누리당,경상남도,함안군,차정섭,(사단법인)함안미래발전연구원 원장,63,19510202,명지대학교 대학원 졸업 (교육학박사),(전)보건복지부 한국청소년상담원 원장,50.53
130,새누리당,경상남도,창녕군,김충식,공무원(창녕군수),64,19500212,육군3사관학교 졸업,(전)창녕군의원1~4대,76.8
131,새누리당,경상남도,양산시,나동연,양산시장(정당인),58,19550901,부산대학교 국제전문대학원(국제학석사:글로벌비즈니스),(현)양산시장,54.44
132,무소속,경상남도,하동군,윤상기,하동미래연구소소장,59,19541117,"진주농림고등전문학교(현,경남과학기술대학교)졸업",(전)하동군 부군수,24.73
133,새누리당,경상남도,남해군,박영일,정당인,59,19550111,동아대학교 체육학과 졸업,(전)남해군수협장,50.39
134,새누리당,경상남도,함양군,임창호,함양군수,61,19521030,서울사이버대학교 4년재학,(전)7 · 8대 경상남도의회 의원,50.59
135,새누리당,경상남도,산청군,허기도,정치인,60,19530722,경상대학교 교육대학원 졸업(교육학석사),(전)제9대 경상남도의회 의장(전반기),67.55
136,새정치민주연합,경기도,고양시,최성,고양시장,50,19630810,고려대학교대학원 정치외교학과 졸업(정치학박사),(현)고양시장,51.36
137,새누리당,경기도,과천시,신계용,정당인,50,19630818,서울대학교 사회복지과 졸업,(전)새누리당 중앙당 여성국장,33.05
138,새정치민주연합,경기도,의왕시,김성제,의왕시장,54,19600310,서울대학교 대학원 행정학 박사,(현)의왕시장,58.38
139,새정치민주연합,경기도,구리시,박영순,구리시장,66,19480126,연세대학교 행정대학원 도시행정학 졸업 (행정학 석사),(전) 제12대 구리시장,49.67
140,새누리당,경기도,남양주시,이석우,공무원,66,19480303,연세대학교 행정대학원 졸업(행정학석사),(전) 경기도 행정2부지사,49.52
141,새정치민주연합,경기도,오산시,곽상욱,공무원(오산시장),49,19640622,단국대학교 행정대학원 행정학과 졸업,(현)제5기 민선 오산시장,59.38
142,새정치민주연합,경기도,화성시,채인석,화성시장,51,19630327,중앙대학교 대학원 북한개발협력학과 석사과정 수료,(현)화성시장,48.31
143,새정치민주연합,경기도,시흥시,김윤식,시흥시장,48,19660325,연세대학교 행정대학원 졸업,(전)행정자치부 장관정책보좌관,49.72
144,새정치민주연합,경기도,군포시,김윤주,군포시장,65,19480703,용문초등학교 졸업,(전)한국노총 경기중부 지역지부 의장,59.65
145,새정치민주연합,경기도,하남시,이교범,정당인,62,19520509,단국대학교 무역학과 졸업,"(전)제1,2,3대 하남시의회 의원 및 3대후반기 의장",52.4
146,새누리당,경기도,파주시,이재홍,정당인,57,19570110,연세대학교 행정학과 졸업,(전) 행정중심복합도시건설청장(차관급),47.37
147,새누리당,경기도,여주시,원경희,조은세무법인 대표이사,58,19551016,성균관대학교 경영대학원 졸업(경영학석사),(현) 여주포럼 상임대표,54.26
148,새정치민주연합,경기도,이천시,조병돈,공무원(정무직),65,19490124,한경대학교 산업대학원 졸업(공학석사),(현)이천시장,39.87
149,새누리당,경기도,용인시,정찬민,정당인,56,19580516,경희대학교 테크노경영대학원 글로벌경영학과 졸업(경영학석사),(전) 박근혜후보 언론특보,47.47
150,새누리당,경기도,안성시,황은성,안성시장,52,19620226,건국대학교 행정대학원 졸업 (행정학 석사),(현)안성시장,58.73
151,새정치민주연합,경기도,김포시,유영록,정당인,51,19620922,서울시립대학교 대학원 도시행정학과 박사과정 수료,(현)김포시장,48.28
152,새누리당,경기도,광주시,조억동,광주시장,57,19561001,한국외국어대학교 정치행정언론대학원 공공정책학과 재학중,(전)광주시의회 제3대ㆍ4대의원(전반기 의장),50.85
153,새누리당,경기도,포천시,서장원,포천시장,56,19580120,대진대학교 법무행정대학원 법학과 졸업,(전)포천군의회의장,55.82
154,새누리당,경기도,연천군,김규선,정무직,61,19521106,대진대 법무행정대학원 재학,(현)연천군수,52.43
155,새누리당,경기도,양평군,김선교,정당인,53,19600918,고려대학교 정책대학원 국토계획경제학과 석사,(현) 양평군수,60.12
156,무소속,경기도,가평군,김성기,가평군수,57,19560914,한림전문대학(현 한림성심대학교) 지방행정과 졸업,(현)가평군수,54.25
157,새누리당,강원도,춘천시,최동용,무직,63,19500902,한국방송통신대학교 법학과3년 중퇴,(전)춘천시 부시장,58.03
158,새정치민주연합,강원도,원주시,원창묵,공무원,53,19601210,중앙대학교 건설대학원 도시공학과 졸업,(전)원주시의회 의원,51.5
159,새누리당,강원도,강릉시,최명희,강릉시장,59,19550408,고려대학교 법과대학 행정학과 졸업,(현)강릉시장,70.4
160,새누리당,강원도,동해시,심규언,정당인,58,19551001,관동대학교 경영행정대학원 행정학석사,(전)동해부시장,47.52
161,무소속,강원도,삼척시,김양호,무,52,19611201,강원대학교 법과대학 행정학과 졸업,(전)삼척시 비서실장,62.44
162,새누리당,강원도,태백시,김연식,태백시장,46,19680309,연세대학교 정경대학원 정치학과 졸업(정치학 석사),(현)태백시장,57.26
163,새누리당,강원도,정선군,전정환,정당인,56,19570820,정선종합고등학교졸업,(전)정선군 부군수,54.48
164,무소속,강원도,속초시,이병선,정당인,51,19630210,동국대학교 교육대학원 교과교육학과 졸업(교육학 석사),(전)강원도의회 의원(2선),52.17
165,새누리당,강원도,고성군,윤승근,아모레퍼시픽 설악점 대표,59,19550307,경동대학교 사회복지경영학부 졸업,(전)제4대 강원도의원,41.65
166,새누리당,강원도,양양군,김진하,정당인,54,19600308,강릉원주대학교 경영정책과학대학원 졸업,(전)양양군 문화관광과장,42.09
167,새누리당,강원도,인제군,이순선,정치인,57,19570528,한림성심대학 정보통신네트워크과 졸업(현 한림성심대학교),(현)인제군수,50.66
168,새누리당,강원도,홍천군,노승락,축산업,63,19510515,강원대학교 일반대학원 행정학과 박사과정 수료,(전) 홍천군 기획감사실장,42.83
169,새누리당,강원도,횡성군,한규호,정당인,63,19510204,강원대학교 일반대학원 행정학과 졸업(행정학 박사),(전)김진선 강원도지사 비서실장,61.15
170,새누리당,강원도,영월군,박선규,정무직 공무원 (현 영월군수),57,19570209,세경대학 사회복지학과 졸업,(현)영월군수,66.45
171,새누리당,강원도,평창군,심재국,자영업,57,19561120,관동대학교 경영대학원졸업(경영학석사),(전)평창군의회 의장,54.33
172,새누리당,경상남도,거창군,이홍기,거창군수,55,19581127,국립창원대학교 토목공학과 대학원졸업(공학박사),(전)경남도청 도시계획과장,57.6
173,새누리당,경상남도,합천군,하창환,합천군수,64,19490915,합천농업고등학교(현.합천고등학교)졸업,(현)합천군수,75.05
174,새정치민주연합,서울특별시,종로구,김영종,공무원,60,19531203,한양대학교 대학원 행정학과 졸업(행정학 박사),(현)종로구청장,55.51
175,새누리당,서울특별시,중구,최창식,중구청장,62,19520523,한양대학교 대학원 도시공학과 졸업(공학박사),(전)서울특별시 행정제2부시장,49.7
176,새정치민주연합,서울특별시,용산구,성장현,공무원,59,19550517,단국대학교 행정대학원 행정학과 정책학 졸업(행정학 박사),(전)민선 2기 용산구청장,50.11
177,새정치민주연합,서울특별시,성동구,정원오,여주대학교 초빙교수,45,19680812,서울시립대학교 경제학과 졸업,(현) 노무현재단 기획위원,50.02
178,새정치민주연합,서울특별시,광진구,김기동,정당인,67,19461123,서울대학교 졸업,(전)서울시 공무원 교육원장,53.73
179,새정치민주연합,서울특별시,동대문구,유덕열,공무원,59,19540709,경희대학교 대학원 법학과 박사과정 수료,(전)민주당 중앙당 사무부총장,54.73
180,새누리당,강원도,화천군,최문순,농업,60,19540404,화천실업고등학교 (현.화천정보산업고등학교) 졸업,(전)화천부군수,71.15
181,새누리당,강원도,양구군,전창범,양구군수,61,19530119,한국방송통신대학교 법학과 졸업,(전) 강원도 국제스포츠위원회 국제스포츠지원단장,51.94
182,새누리당,강원도,철원군,이현종,정당인,64,19490919,서울시립대학교 도시과학대학원 도시행정학과 졸업,(전) 철원군 부군수,49.43
183,새누리당,충청북도,청주시,이승훈,정당인,59,19550110,미국 메릴랜드대학교 대학원(85.가을학기~87.봄학기)(공공정책석사),(전) 충청북도 정무부지사,50.74
184,새누리당,충청북도,충주시,조길형,정당인,51,19621208,숭실대학교 대학원 법학과 졸업(법학박사),(전) 강원·충남지방경찰청장,51.82
185,새정치민주연합,충청북도,제천시,이근규,(사)한국청소년운동연합 총재,54,19591024,고려대학교 정책대학원 석사과정 수료,(전)고려대학교 총학생회장,49.25
