,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율
69,한나라당,경기도,수원시팔달구,남경필,정당인,39,19650120,"美, 예일대 경영대학원 경영학석사(2년)",한나라당 대변인(전),49
70,열린우리당,경기도,수원시영통구,김진표,정당인,56,19470504,美위스콘신대 대학원 공공정책학과 졸(2년),대통령정책기획수석비서관,48.3
71,열린우리당,경기도,성남시수정구,김태년,동북아 연구소 소장,39,19650320,경희대학교 행정학과 졸업,경희대학교 총학생회장,43.9
72,열린우리당,경기도,성남시중원구,이상락,정당인,50,19530530,독학,전 경기도 도의원,39.2
73,한나라당,경기도,성남시분당구갑,고흥길,국회의원,59,19440813,서울대학교 정치학과 졸업,중앙일보 편집국장,54.1
74,한나라당,경기도,성남시분당구을,임태희,국회의원,47,19561201,서울대학교 경영학과 졸업,국회 재정경제위원회 위원,54
75,열린우리당,경기도,의정부시갑,문희상,정당인,59,19450303,서울대학교 법학과 졸업,대통령비서실장,52.1
76,열린우리당,경기도,의정부시을,강성종,학원법인 신흥학원 이사장,37,19660718,(미)브리지포트대학교 교육학 박사,새천년민주당의정부시지구당위원장,45.4
77,열린우리당,경기도,안양시만안구,이종걸,국회의원,46,19570522,서울대학교 법학과 졸업,민주사회를위한 변호사모임 기획간사,51.9
78,열린우리당,경기도,안양시동안구갑,이석현,정당인,53,19510316,서울대학교 법학과 졸업,제14·15대 국회의원,51.6
79,한나라당,경기도,안양시동안구을,심재철,국회의원,46,19580118,서울대학교 영어교육학과 졸업,MBC 기자,51
80,열린우리당,경기도,부천시원미구갑,김기석,정당인,57,19461205,중앙대학교 국제경영대학원 졸업(석사),열린우리당 직능특별위원장,46.7
81,열린우리당,경기도,부천시원미구을,배기선,국회의원,53,19500915,고려대 정책과학대학원 석사과정졸업,열린우리당 깨끗한정치실천위원장,47.5
82,한나라당,경기도,부천시소사구,김문수,국회의원,52,19510827,서울대학교 경영대학 경영학과 졸업,제15·16대 국회의원,52.9
83,열린우리당,경기도,부천시오정구,원혜영,정당인,52,19510927,서울대학교 역사교육학과졸업,제14대국회의원,60.1
84,열린우리당,경기도,광명시갑,이원영,변호사,50,19540407,서울대학교 법과대학 법학과 졸업,민.변 부회장,49.4
85,한나라당,경기도,광명시을,전재희,국회의원,54,19490906,영남대학교 법정대학 4년졸,광명시장 (관선·민선),47.2
86,열린우리당,경기도,평택시갑,우제항,정당인,55,19481026,서울대학교 환경대학원 졸업(도시계획학),경희대학교 객원교수 역임,48.6
87,열린우리당,경기도,평택시을,정장선,제16대 국회의원,46,19580316,연세대학교 행정대학원 졸업,국회정치개혁특별위원회위원,49.3
88,열린우리당,경기도,양주시·동두천시,정성호,변호사,41,19620602,서울대학교 법과대학 졸업,열린우리당 수도권대책특별위원회위원장,49.3
89,열린우리당,경기도,안산시상록구갑,장경수,시민운동가,44,19590816,단국대학교 대학원 박사과정  수료,인천시민대학 강사역임,44.3
90,열린우리당,경기도,안산시상록구을,임종인,변호사,47,19560828,고려대학교 법학과 졸업,민주사회를위한변호사모임 부회장,47.9
91,열린우리당,경기도,안산시단원구갑,천정배,국회의원,49,19541212,서울대학교 대학원 법학과 석사과정 졸업,"제15대, 제16대 국회의원",58.2
92,열린우리당,경기도,안산시단원구을,제종길,한국해양연구원 책임연구원,49,19550321,서울대학교 대학원 해양학과 박사과정 졸업,한국해양연구원 책임연구원,44.8
93,열린우리당,경기도,고양시덕양구갑,유시민,국회의원,44,19590728,서울대학교 경제학과 졸업,개혁국민정당 대표집행위원,47.9
94,열린우리당,경기도,고양시덕양구을,최성,고양생활경제연구소 소장,40,19630810,고려대학교 정치외교학과 정치학박사,청와대 외교안보수석실(통일비서실)행정관,50.6
95,열린우리당,경기도,고양시일산구갑,한명숙,정당인,60,19440324,이화여자대학교대학원여성학과졸업(석사),여성부 장관,49
96,한나라당,경기도,고양시일산구을,김영선,국회의원,43,19600516,서울대 법대 공법학과 졸업,사법시험(제20회)합격,45.1
97,한나라당,경기도,의왕시·과천시,안상수,국회의원,58,19460209,"마산고, 서울 법대 졸업",한나라당 대변인,48.6
98,열린우리당,경기도,구리시,윤호중,정당인,41,19630327,서울대학교 철학과졸업,청와대 민정·정책기획국장,43.9
99,열린우리당,경기도,남양주시갑,최재성,시민운동가,38,19650909,동국대학교 행정대학원졸업(행정학석사),동국대학교 총학생회장,39.8
100,열린우리당,경기도,남양주시을,박기춘,정당인,47,19560501,대진대법무행정대학원석사과정행정학과재학,"제4,5대  경기도의원(자치행정,운영위원장)",47.6
101,열린우리당,경기도,오산시,안민석,대학교수,37,19660813,미국북콜로라도주립대학교 교육학박사졸업,열린우리당 사교육대책특별위원회 위원장,60.5
102,열린우리당,경기도,화성시,안병엽,정당인,59,19450217,고려대학교 정치외교학과 졸업,정보통신부 장관,45.7
103,열린우리당,경기도,시흥시갑,백원우,정당인,37,19660502,고려대학교 신문방송학과 졸업,국회의원 제정구 비서관,52.9
104,열린우리당,경기도,시흥시을,조정식,정당인,40,19631225,연세대학교 행정대학원 졸업,제정구의원 정책보좌관,59.4
105,열린우리당,경기도,군포시,김부겸,제16대 국회의원,46,19580121,서울대학교 정치학과 졸업,열린우리당 원내부대표,49.6
106,열린우리당,경기도,하남시,문학진,정당인,49,19541026,고려대 사학과 졸업,열린우리당 하남시지구당 위원장,42.7
107,한나라당,경기도,파주시,이재창,국회의원,67,19361025,서울대학교 법학과 졸업,경기도지사,47
108,한나라당,경기도,이천시·여주군,이규택,국회의원,61,19420720,서울대학교 사범대학 교육학과 졸업,한나라당 원내총무,41.9
109,열린우리당,경기도,용인시갑,우제창,정당인,40,19630425,옥스퍼드 대학 중국경제학 박사,동경대학 동양문화연구소 객원연구소,46.5
110,한나라당,경기도,용인시을,한선교,정당인,44,19590623,성균관대졸,MBC 아나운서,56.1
111,열린우리당,경기도,안성시,김선미,정당인,43,19610320,숙명여대 약학대학원 약학과 생약학석사,열린우리당 국민참여운동본부장,50.9
112,한나라당,경기도,김포시,유정복,교수,46,19570616,서울대학교 행정대학원 졸업,김포군수,47.7
113,한나라당,경기도,광주시,박혁규,정당인,49,19540905,동원대학 사무자동화과 졸업,경기도의회의원(3선),44.4
114,열린우리당,경기도,포천시·연천군,이철우,정당인,43,19600809,서울시립대 영어영문학과 졸업,대통령 직속 국가균형발전위원회 자문위원,43.4
115,한나라당,경기도,양평군·가평군,정병국,국회의원,46,19580210,성균관대 대학원 졸업(정치학 박사),국회 문화관광 예산결산위원,59
116,한나라당,강원도,춘천시,허천,정치인,61,19430410,춘천고등학교졸업,"강원도의회 제3,4,5대 의원",42.9
117,한나라당,강원도,원주시,이계진,방송인,57,19461123,고려대학교 국어국문학과 졸업,방송인생활 30년,42.2
118,한나라당,강원도,강릉시,심재엽,심로악기(주) 회장,58,19460302,서울대학교 상과대학 졸업,(前)강원도 정무부지사,47.2
119,한나라당,강원도,동해시·삼척시,최연희,국회의원,59,19441229,성균관대학교대학원졸업(법학박사),한나라당 강원도지부위원장,55.6
120,한나라당,강원도,속초시·고성군·양양군,정문헌,동국대학교 행정대학원 겸임교수,37,19660504,고려대학교 대학원 정치학박사,고려대학교 연구교수,35.8
121,열린우리당,강원도,홍천군·횡성군,조일현,정당인,48,19550715,중국 북경대 대학원 졸업(박사과정),제14대 국회의원,43.1
122,열린우리당,강원도,태백시·영월군·평창군·정선군,이광재,정당인,39,19650228,연세대학교 법학과 졸업,청와대 국정상황실장,46.7
123,한나라당,강원도,철원군·화천군·양구군·인제군,박세환,정당인,47,19570203,고려대학교 법과대학 행정학과 졸업,서울·춘천·의정부 지청 검사,37.2
124,열린우리당,충청북도,청주시상당구,홍재형,국회의원,66,19380327,서울대학교 행정대학원 행정학과졸업(석사),재정경제원장관 겸 경제부총리,56
125,열린우리당,충청북도,청주시흥덕구갑,오제세,정치인,55,19490405,서울대학교 환경대학원 졸업,인천광역시 행정부시장,46.2
126,열린우리당,충청북도,청주시흥덕구을,노영민,정당인,46,19571125,연세대학교 경영학과 졸업,열린우리당 행정수도이전대책위원장,52.4
127,열린우리당,충청북도,충주시,이시종,정당인,56,19470418,서울대 정치학과 졸업,내무부 지방 기획국장,51.6
128,열린우리당,충청북도,제천시·단양군,서재관,정당인,58,19460210,고려대학교 법학과졸업,제천경찰서장,45.3
129,열린우리당,충청북도,청원군,변재일,정당인,55,19480902,미국 펜실베니아대학교 대학원 2년 졸업,정보통신부 차관,54.8
130,열린우리당,충청북도,보은군·옥천군·영동군,이용희,정당인,72,19310610,대전사범학교 졸업,"제9,10,12대 국회의원",50
131,열린우리당,충청북도,증평군·진천군·괴산군·음성군,김종률,변호사,41,19621225,서울대학교 법과대학원 졸업,법무법인춘추 대표,47.6
132,열린우리당,충청남도,천안시갑,양승조,변호사,45,19590321,성균관대학교 법학과 졸업,충남육상경기연맹회장,45.3
133,열린우리당,충청남도,천안시을,박상돈,나사렛대학교 객원교수,54,19490903,서울대학교 행정대학원 졸업,대천시장,45.5
134,열린우리당,충청남도,공주시·연기군,오시덕,공주대 겸임교수,56,19470609,충남대학교 대학원 건축공학과 졸업,대한주택공사 사장,46.6
135,자민련,충청남도,보령시·서천군,류근찬,정당인,55,19490227,서울대학교 사범대학 졸업,KBS보도본부장,39.4
136,열린우리당,충청남도,아산시,복기왕,정당인,36,19680410,고려대학교 정책대학원 석사과정 수료,(전)노무현대통령후보아산시선거대책위원장,37.4
137,열린우리당,충청남도,서산시·태안군,문석호,국회의원,44,19590712,고려대학교 법학과 졸업,노무현후보 선대위 대변인,46.8
138,자민련,충청남도,논산시·계룡시·금산군,이인제,국회의원,55,19481211,서울대학교 행정학과 졸업,제13.14.16대 국회의원,44.9
139,자민련,충청남도,부여군·청양군,김학원,국회의원,56,19471015,서울대학교 법학과 졸업,국회의원,65.4
140,한나라당,충청남도,홍성군·예산군,홍문표,정당인,56,19471005,한양대학교 행정대학원 졸업,한나라당 사무부총장,32.5
141,자민련,충청남도,당진군,김낙성,정당인,61,19421206,단국대학교 행정대학원 행정학과 졸업,(전)자유민주연합당진군지구당위원장,37.3
142,열린우리당,전라북도,전주시완산구갑,장영달,국회의원,55,19480824,국민대학교 대학원 졸업(법학석사),열린우리당 조직위원장,65.4
143,열린우리당,전라북도,전주시완산구을,이광철,정당인,47,19560502,전북대학교 철학과 졸업,대통령자문 국가균형발전위원회 자문위원,69.2
144,열린우리당,전라북도,전주시덕진구,채수찬,미국 Rice대학교 경제학과 교수,49,19550227,미국 펜실베니아대학교 경제학박사 취득,미국 라이스대학교 경제학과 종신교수,72.5
145,열린우리당,전라북도,군산시,강봉균,국회의원,60,19430813,서울대학교 상과대학 졸업,정보통신부 장관,78.3
146,열린우리당,전라북도,익산시갑,한병도,정당인,36,19671207,원광대학교 신문방송학과 졸업,대통령자문 국가균형발전위원회 자문위원,74.5
147,열린우리당,전라북도,익산시을,조배숙,변호사,47,19560910,서울대학교대학원 법학과 졸업(석사),제16대 국회의원,66.8
148,열린우리당,전라북도,정읍시,김원기,국회의원,67,19370216,연세대학교 정치외교학과 졸업,열린우리당 최고상임고문,49.6
149,열린우리당,전라북도,남원시·순창군,이강래,제16대 국회의원,51,19530302,서울대학교 대학원(행정학박사),제16대 국회의원,59.3
150,열린우리당,전라북도,김제시·완주군,최규성,정치인,54,19500204,서울대학교 법과대학 법학과 졸업,국민정치 연구회 사무총장,51
151,열린우리당,전라북도,진안군·무주군·장수군·임실군,정세균,국회의원,53,19500926,경희대학교 경영학박사,열린우리당 정책위의장,78.1
152,열린우리당,전라북도,고창군·부안군,김춘진,치과의사,51,19530124,경희대학교 대학원 치의학 박사,전 대통령 및 그 가족 의료자문의,36.3
153,새천년민주당,전라남도,목포시,이상열,변호사,52,19520122,서울대학교 정치학과 졸업,목포변호사회 회장(전),50.9
154,열린우리당,전라남도,여수시갑,김성곤,평화운동가,51,19521106,美템플대학교 문과대학원5년졸업(철학박사),제15대 국회의원,62.1
155,열린우리당,전라남도,여수시을,주승용,(주)화성산업이사,51,19520727,고려대학교 경영대학원 졸업(경영학석사),여천군수 역임,66.9
156,열린우리당,전라남도,순천시,서갑원,정당인,41,19620624,국민대 법학과 대학원 졸업,대통령 의전.정무 비서관,49.8
157,무소속,전라남도,나주시·화순군,최인기,정치인,60,19440318,서울대학교 법과대학  졸업,농림수산부장관,42.1
158,열린우리당,전라남도,광양시·구례군,우윤근,법무법인유.러European&Russian대표변호사,46,19570924,전남대학교 대학원 졸업,열린우리당 중앙위원,57.4
159,새천년민주당,전라남도,담양군·곡성군·장성군,김효석,정당인,54,19490715,(미)조지아대학교대학원졸(경영학석.박사),제16대 새천년민주당 국회의원,52.5
160,열린우리당,전라남도,고흥군·보성군,신중식,정당인,63,19401227,서울대학교 외교학과 졸업,(전)국정홍보처장,34.5
161,열린우리당,전라남도,장흥군·영암군,유선호,변호사,50,19530927,서울대학교 법과 대학원 졸업(법학석사),제15대 국회의원,46.1
162,열린우리당,전라남도,강진군·완도군,이영호,정당인,44,19591203,부경대학교 대학원졸업(수산학박사),해남수산기술관리소장,52.2
163,새천년민주당,전라남도,해남군·진도군,이정일,국회의원,56,19471107,한양대학교 공업경영학과 1년 중퇴,김대중총재 특보,55.5
164,새천년민주당,전라남도,무안군·신안군,한화갑,제16대 국회의원,65,19390201,서울대학교 외교학과 졸업,재단법인 한국기원 총재(현),57.5
165,한나라당,서울특별시,종로구,박진,국회의원,47,19560916,옥스포드대학교(영국) 정치학박사('85~'93),16대 국회의원,42.8
166,한나라당,서울특별시,중구,박성범,정당인,64,19400317,중앙대학교 신문방송대학원 졸업(석사),KBS 보도본부장,45.9
167,한나라당,서울특별시,용산구,진영,변호사,53,19501023,서울대학교 법학과 졸업,서울지방법원 남부지원 판사,46
168,열린우리당,서울특별시,성동구갑,최재천,변호사,40,19631119,전남대학교 대학원 졸업(법학박사),성동구 고문변호사,40.9
169,열린우리당,서울특별시,성동구을,임종석,정당인(국회의원),37,19660424,한양대학교 무기재료공학과 졸업,제16대 국회의원,49.6
170,열린우리당,서울특별시,광진구갑,김영춘,국회의원,42,19620205,고려대학교대학원졸업(정치학석사),제16대 국회의원,50.7
171,열린우리당,서울특별시,광진구을,김형주,정당인,40,19630924,한국외대 대학원졸업(정치학박사),한국청년연합회(KYC)초대회장,35.7
172,열린우리당,서울특별시,동대문구갑,김희선,국회의원,60,19431028,대전여자상업고등학교 2년 중퇴,국회민족정기의원모임 회장,44.1
173,한나라당,서울특별시,동대문구을,홍준표,국회의원,49,19541205,고대 법대 행정학과 졸업,당 전략기획위원장,42.7
174,열린우리당,서울특별시,중랑구갑,이화영,정당인,40,19631211,성균관대학교 사회학과 졸업,열린우리당 기획조정실장,44.2
175,열린우리당,서울특별시,중랑구을,김덕규,국회의원,63,19410309,고려대학교 정치외교학과 졸업,국회정보위원장(현재),49.4
176,열린우리당,서울특별시,성북구갑,유재건,국회의원,66,19370919,연세대학교 정치외교학과 졸업,열린우리당 상임중앙위원,42.8
177,열린우리당,서울특별시,성북구을,신계륜,국회의원,49,19540813,고려대학교 행정학과 졸업,"제14대,16대 국회의원",51
178,열린우리당,서울특별시,강북구갑,오영식,정당인,37,19670228,고대대학원 박사과정(경영학과) 3학기 휴학,1988년 고려대학교 총학생회장,46
179,열린우리당,서울특별시,강북구을,최규식,정당인,50,19531117,서울대학교대학원 정치학과 2년수료,한국일보 정치부장. 편집국장,42.5
180,열린우리당,서울특별시,도봉구갑,김근태,제16대 국회의원,57,19470214,서울대학교 경제학과 졸업,열린우리당 원내대표,52.1
181,열린우리당,서울특별시,도봉구을,유인태,정치인,55,19480905,서울대 사회학과 졸업,제14대 국회의원(도봉갑),47.4
182,열린우리당,서울특별시,노원구갑,정봉주,(주)외대어학원 대표,43,19600702,한국외국어대학교 영어과 졸업,강남북균형발전주민연대 자문위원,42.7
183,열린우리당,서울특별시,노원구을,우원식,노원희망포럼 대표,46,19570918,연세대학교 공과대학 졸업,대통령직인수위 정무분과 자문위원,41.5
184,열린우리당,서울특별시,노원구병,임채정,국회의원,62,19410514,고려대 법대 졸업,제16대 대통령직 인수위원회 위원장,45.2
185,열린우리당,서울특별시,은평구갑,이미경,정당인,53,19500920,이화여자대학교 대학원 정치외교학과 졸업,열린우리당 상임중앙위원,51.8
186,한나라당,서울특별시,은평구을,이재오,국회의원,59,19450111,중앙대학교 경제학과 졸업,한나라당 원내총무,45.3
187,열린우리당,서울특별시,서대문구갑,우상호,정당인,41,19621219,연세대행정대학원 공공정책 석사4학기 재학,87년 연세대학교 총학생회장,46.1
188,한나라당,서울특별시,서대문구을,정두언,서강대학교 겸임교수,47,19570306,국민대 행정학 박사,행정고시 24회 합격(1980년),45.6
189,열린우리당,서울특별시,마포구갑,노웅래,정당인(열린우리당부대변인),46,19570803,서울중앙대학교 4년졸업,20개단일노조MBC노동조합위원장,44.2
190,열린우리당,서울특별시,마포구을,정청래,정당인,38,19650418,서강대학교공공정책대학원북한통일정책학과,열린우리당 청년대표 중앙위원,44.8
191,한나라당,서울특별시,양천구갑,원희룡,국회의원,40,19640214,서울대학교 법학과 졸업,검사.변호사,56.6
192,새천년민주당,전라남도,함평군·영광군,이낙연,국회의원,51,19521220,서울대학교 법학과 졸업,제16대 국회의원,55.3
193,한나라당,경상북도,포항시북구,이병석,국회의원,51,19521028,고려대학교 대학원 졸업,대통령정무비서관(1급),55.3
194,한나라당,경상북도,포항시남구·울릉군,이상득,국회의원,68,19351129,서울대학교 경제학과 졸업,코오롱 사장,50.1
195,한나라당,경상북도,경주시,정종복,변호사,53,19500714,서울대학교 법과대학 졸업,국회법사위 전문위원 (1급),51.3
196,한나라당,경상북도,김천시,임인배,국회의원,49,19540427,연세대 행정대학원 졸업,건국대 초빙교수,62.2
197,한나라당,경상북도,안동시,권오을,국회의원,47,19570317,고려대학교 정책대학원 졸업,"제15, 16대 국회의원",61.6
198,한나라당,경상북도,구미시갑,김성조,국회의원,45,19581115,경북대학교 행정대학원 졸업,한나라당 원내부총무,57.7
199,한나라당,경상북도,구미시을,김태환,금호아시아나그룹 상임고문,60,19430924,연세대학교 정법대학 정치외교학과 졸업,(주)아시아나항공 부사장,54.4
200,한나라당,경상북도,영주시,장윤석,변호사,54,19500105,서울대학교 법과대학 졸업,창원지방검찰청 검사장,52.8
